pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
"mitotic cell cycle (M4.7)"	0.00136425648021828	0.00417527548209366	0.788726713750818	1.79241083462121	0	20	EXO1 CCNA2 SHCBP1 PKMYT1 CDC25C PLK4 CDC25A CCNB1 CCNB2 CEP76 CDK1 CEP152 FOXM1 E2F8 NEK2 CDT1
"mitotic cell cycle in stimulated CD4 T cells (M4.9)"	0.0497159090909091	0.0853122251539138	0.692002362860559	1.50617818952449	34	15	KIF14 CDC6 NCAPH CENPE PLK4 CENPF ZNF367 RRM1 RAD51 MASTL GMNN
"regulation of antigen presentation and immune response (M5.0)"	0.00110741971207087	0.00417527548209366	0.770175795550421	2.11761831211568	0	75	LCP2 FOS PTPRC HCK TLR4 LAT2 LILRB2 MNDA FGR TLR2 FCGR1B TLR6 TLR10 LY96 BTK CD86 FCER1G HLA-DQA1 INPP5D HLA-DPB1 PAG1 HLA-DPA1 HLA-DMB HLA-DRA NCKAP1L MEF2C HLA-DRB1 HLA-DQB1 NFKBIA HLA-DOA CTLA4 PTPN22 HLA-DMA ITK VASP CD3D PTPN6 CD19 FYN MAP2K6 LCK TLR7 TLR1 SLA2 CLEC7A SYK CD4 CD247 THEMIS CSK CD3G CD3E DUSP6
"T cell activation and signaling (M5.1)"	0.00134952766531714	0.00417527548209366	0.804869455572777	1.85694928765685	0	21	PTPRC TRAF3IP3 IL2RG BIN2 HLA-DRA HLA-DRB1 IL12RB1 GIMAP6 ITK CD3D LCK CD4 CD2 CD247 CD52 CD3G CD3E PRKACB ZAP70
"mitotic cell division (M6)"	0.0012987012987013	0.00417527548209366	0.805027199267914	1.92748396287214	0	27	CENPA NDC80 SPC24 SPC25 BUB1B BUB1 BIRC5 SKA1 NUF2 ERCC6L CENPE KIF18A CDC20 AURKB KIF2C MAD2L1 CDCA8 CENPF CENPN
"enriched in T cells (I) (M7.0)"	0.00117924528301887	0.00417527548209366	0.72585873429007	1.89595728704598	0	50	GNLY MAL TIGIT SAMD3 SIRPG SH2D1A PRKCH CD27 CCL5 NKG7 GIMAP6 EOMES ITK CD28 SIT1 CD3D BCL11B GZMH LCK CD6 SLA2 CD2 CD247 GPR171 ETS1 GIMAP7 ITM2A CD96 IL7R RORA CD3G RASGRP1 CD3E NLRC3 LEF1 FLT3LG
"T cell activation (I) (M7.1)"	0.00118623962040332	0.00417527548209366	0.764758756658162	1.98339109612075	0	47	CORO1A TIGIT SIRPG IKZF1 TXK PRKCH RHOH CD27 CCL5 CD8B IL12RB1 CAMK4 PTPN22 IL21R EOMES ITK CD28 SIT1 CD3D BCL11B LCK SLA2 MS4A1 CD2 CD247 THEMIS IL7R RORA CD3G RASGRP1 CD3E NLRC3 CD8A LEF1 CD5 ZAP70 CD7
"enriched in NK cells (I) (M7.2)"	0.00120192307692308	0.00417527548209366	0.686956456501005	1.74709938359855	0	40	HOPX GNLY IL18RAP CST7 SAMD3 CLIC3 KLRD1 IL2RB PRKCH CCL5 TBX21 FCGR3B NKG7 EOMES ITK ARL4C GZMH CTSW CD247 GIMAP7 CD96 RORA PLEKHF1 NLRC3 SH2D2A
"T cell activation (II) (M7.3)"	0.00131406044678055	0.00417527548209366	0.788957421063633	1.86439632445485	0	26	TIGIT SIRPG CXCR3 PTPN7 CCL5 IL12RB1 NKG7 SP140 IL18R1 ITK CD3D LCK SLA2 CD247 GPR171 CD3G CD3E CCR5 NLRC3
"enriched in monocytes (II) (M11.0)"	0.0010183299389002	0.00417527548209366	0.777753618324595	2.2648688696803	0	173	C5AR1 NRGN NCF1 SLC11A1 TREM1 NLRP3 PLAUR CLEC4E S100A12 ITGAX GLT1D1 TBXAS1 VNN2 LST1 PADI2 AQP9 LILRA2 HCK TYROBP LILRA6 SPI1 PILRA TLR8 TLR4 ITGAM AOAH LAT2 SIRPB1 LILRB2 CFP SLC31A2 CSF3R LILRA1 MNDA FPR1 LILRB3 SIGLEC7 AIF1 NCF2 FGL2 RBP7 FGR EPB41L3 TLR2 FCGR1B PRAM1 S100A8 CPPED1 HSPA6 IGSF6 NLRP12 CLEC4A BST1 S100A9 CD93 FCGR2A LILRA5 PLXDC2 GCA ALOX5 NFE2 SERPINA1 SIGLEC9 SIRPA CRISPLD2 MEGF9 BTK CD86 FCER1G CD302 FPR2 CSTA P2RY13 NOD2 CD14 CCR1 TYMP IFI30 SLC15A3 FCGR1A PTAFR MPEG1 HPSE CHST15 CEBPD MS4A6A VNN3 FES CEBPA CYBB CPVL LY86 FCGRT CLEC7A ADAP2 RAB32 SYK PLBD1 CSF1R STAB1 SLC7A7 RTN1 SULF2
"blood coagulation (M11.1)"	0.00134952766531714	0.00417527548209366	0.820426662607555	1.89284199587324	0	21	F5 TREM1 PLAUR ITGAX ITGAM PECAM1 P2RX1 SERPINA1 SIRPA FCER1G
"TLR and inflammatory signaling (M16)"	0.00120336943441637	0.00417527548209366	0.860768088667306	2.18831346536706	0	41	C5AR1 DYSF ITGAX AQP9 TYROBP LILRA6 NCF4 PILRA TLR8 TLR4 LILRB2 CSF3R FPR1 LILRB3 FGR TLR2 FCGR1B HSPA6 MGAM BST1 ALOX5 NFE2 SIGLEC9 TLR6 LY96 CXCR2 FPR2 P2RY13 KCNJ15 FCGR2C FES TLR7 NPL TLR1
"mismatch repair (I) (M22.0)"	0.0363636363636364	0.0665523156089194	0.621782835012825	1.4887403108445	27	27	EXO1 BUB1 FIGNL1 MCM6 CHEK1 PRIM1 RACGAP1 SMC2 RFC3 NCAPG2 TMPO SMC1A GMNN ZWINT RFC2 PCNA RFC5 MSH6 MSH2 TOPBP1 POLD3 RMI1 RFC4
"platelet activation (I) (M32.0)"	0.00269905533063428	0.00770024609033897	0.722213544105336	1.66625024341139	1	21	CORO1A TGFB1 ACAP1 FLNA TLN1 GNAI2 ZYX
"platelet activation (II) (M32.1)"	0.0161943319838057	0.0327260458839406	0.683493609293667	1.57691779966065	11	21	TGFB1 SIPA1 ACAP1 FLNA TLN1 GNAI2 MAP7D1 ZYX NBEAL2
"CORO1A-DEF6 network (I) (M32.2)"	0.0296191819464034	0.0563345225255123	0.703558624717282	1.54965645712752	20	16	CORO1A TGFB1 SIPA1 ACAP1 CBX4 DEF6
"immune activation - generic cluster (M37.0)"	0.00100603621730382	0.00417527548209366	0.716410862928233	2.10611290662979	0	260	ARG1 CRISP3 HAL F5 NRGN ELOVL4 LTF TREM1 IL18RAP PROK2 NLRP3 OLR1 CMTM2 DYSF VNN2 PADI2 AQP9 CREB5 NCF4 TM6SF1 IL1R2 CR1 ITGAM FCGR3A LRRK2 MAL FAM43A LAT2 SIRPB1 RASGRP4 G0S2 C3AR1 RBP7 SLC24A4 RGL4 UPP1 CCNE1 PFKFB4 DOK3 STX11 CSF2RB PRAM1 S100A8 GPR84 MGAM SLC8A1 BST1 CHI3L1 LILRA5 SH2D1A PLXDC2 RNASE6 LIN7A NFE2 SIGLEC9 NLRC4 PCBP3 PTGS2 ESCO2 CRISPLD2 MEGF9 LY96 OSCAR CXCR2 BTK CYP4F3 MMP9 FPR2 ARAP3 ACSL1 P2RY13 CD177 GAS2L3 HLA-DRA EMILIN2 CD22 DOCK5 SLC26A8 AZU1 PKMYT1 BPI MEF2C FCGR3B HLA-DOA CAMK4 CLEC12A PRRG4 CLEC5A RAD54B GAB1 KCNJ15 TSPAN2 ACTN1 CKAP2 FCGR2C CHI3L2 LPCAT2 ENTPD1 BASP1 CD19 CTSS BCL11B PSRC1 TLR7 HMGB2 TLR1 SLA2 JUP ADAP2 RAB32 LRG1 CD2 SULF2 CIITA CD72 CDKN2C CSRP2 TMEM176B IMPA2 FGD4 CD3G ST3GAL6 GPBAR1 MS4A7 CD300C CD3E DUSP6 B3GNT5 MACROD2 MCTP1 MS4A4A SVIL UNG
"enriched in neutrophils (I) (M37.1)"	0.00118623962040332	0.00417527548209366	0.845611401995432	2.1815144688564	0	45	C5AR1 TREM1 PROK2 CMTM2 GLT1D1 DGAT2 VNN2 CREB5 NCF4 FCGR3A G0S2 CSF3R FPR1 RGL4 PFKFB4 TNFRSF10C NLRP12 MGAM FCGR2A CHI3L1 LIN7A NFE2 FFAR2 MME MXD1 CYP4F3 FPR2 CXCR1 FCGR3B PTAFR KCNJ15 VNN3 BASP1 LRG1 KRT23 RNF24
"endoplasmic reticulum (M37.2)"	0.00423131170662906	0.0100817627494457	0.76092005804319	1.67600060588883	2	16	ELOVL4 TBXAS1 TLR8 CYP4F3 ACSL1 LPCAT2 TLR7 CD4
"cell division (stimulated CD4+ T cells) (M46)"	0.00131406044678055	0.00417527548209366	0.742698720675297	1.7550817421016	0	26	RRM2 GGH DTL SHCBP1 UHRF1 TYMS CDCA7 ACTN1 CDC45 KIF20A TOP2A GINS1 TST CDK1 GNB4 KIF4A RAD51 CDT1
"enriched in B cells (I) (M47.0)"	0.012987012987013	0.0268029842497928	0.656576651559436	1.57204746302731	9	27	IGHM CD79A SPIB CD22 BLK AFF3 CD19 MS4A1 CD72 BCL11A MACROD2
"enriched in B cells (II) (M47.1)"	0.00131926121372032	0.00417527548209366	0.720524921200225	1.69531087507005	0	25	IGHM IGHA1 CD79A FCGR2B CD180 SP140 CD19 MS4A1 BCL11A
"enriched in B cells (III) (M47.2)"	0.00136425648021828	0.00417527548209366	0.774678965376	1.75390663679962	0	19	IGHA1 IGKC ALOX5 BTK HLA-DQA1 FCGR2B MEF2C CD180 HLA-DOA CD69 HHEX CDK14 DENND5B
"transcription regulation in cell development (M49)"	0.00720288115246098	0.015879078904289	0.643342376868929	1.62203878523033	5	37	LST1 TYROBP SOD2 ASPM ANK1 TYMS CDC20 FES CEBPA BASP1 CCNB1 HMGB2 STMN1 BRCA1 CDK1 VCAN KIF4A RXRA TIMP2 FBXO5 LYN ECT2 SEMA4A SDC2
"cell adhesion (M51)"	0.0376344086021505	0.0676025487853445	-0.461471891919397	-1.46937094837849	6	33	COL3A1 FN1 COL1A1 ARHGAP6 NID2 COL5A1 THBS2 TNC VCAM1 POSTN
"enriched in activated dendritic cells/monocytes (M64)"	0.00852272727272727	0.017971837944664	0.74942295169933	1.63115700922259	5	15	G0S2 SLC31A2 IL1RN SOD2 SIRPA NINJ1 SLC15A3 BASP1 CXCL1 IL13RA1 IL1B DRAM1 MARCKS
"enriched in antigen presentation (I) (M71)"	0.0352609308885755	0.0657751980036888	0.694527556070354	1.52976464804182	24	16	PLAUR HMOX1 PTGS2 HLA-DQA1 HLA-DPB1 HLA-DPA1 HLA-DRA HLA-DRB1 HLA-DQB1 CD74 RTN1
"collagen, TGFB family et al (M77)"	0.0386473429951691	0.0681598594642073	-0.471191000281473	-1.47137525891106	7	31	COL1A2 EDNRA COL3A1 FN1 COL6A2 COL6A3 COL5A2
"enriched in myeloid cells and monocytes (M81)"	0.00125156445556946	0.00417527548209366	0.738555038299544	1.82079342064243	0	32	F5 NLRP3 TLR4 PRAM1 SLC8A1 CHI3L1 LIN7A FCER1G SELP CD14 TF PCSK6 THBS1 CLEC5A PTGS1 ACTN1 TLR7 CSF1R
"transmembrane transport (I) (M87)"	0.00136425648021828	0.00417527548209366	0.7684563875925	1.73981845193818	0	19	SLC11A1 NLRP3 AQP9 TLR4 SLC31A2 TLR2 HMOX1 SLC15A3 VDR
"putative targets of PAX3 (M89.0)"	0.00426136363636364	0.0100817627494457	0.772066896624765	1.68044270216517	2	15	EGR3 EGR1 G0S2 HBEGF GEM CD83 EGR2 DUSP2 MAFF CDKN1A
"enriched in antigen presentation (II) (M95.0)"	0.00136425648021828	0.00417527548209366	0.901802631210388	2.04938006877511	0	20	SLA PLEK EVI2B PTPRC ITGAM CD53 ITGB2 ITGAL AIF1 FGL2 SELL HLA-DPB1 IL10RA HLA-DRA HLA-DRB1 HCLS1 GIMAP6 HLA-DMA ITGA4
"cell cycle (III) (M103)"	0.00117508813160987	0.00417527548209366	0.683277427404878	1.79373952823873	0	51	ESPL1 E2F2 CCNE1 CCNA2 BUB1B PKMYT1 TTK BUB1 CDC6 CCNE2 CDC25C CDC20 MCM6 CDC45 CHEK1 MAD2L1 CDC25A CCNB1 CCNB2 CDKN1A CDK1 MCM5 CDKN2C RAD21 RBL1 E2F1 MCM7 CDC7 SMC3 MCM2 SMC1A
"receptors, cell migration (M109)"	0.00710227272727273	0.015879078904289	0.765004627983955	1.6650713167968	4	15	CORO1A LRRK2 C3AR1 IL6R TRIB1 CCR1 NCKAP1L S1PR1
"viral sensing & immunity; IRF2 targets network (I) (M111.0)"	0.00137174211248285	0.00417527548209366	0.773416468676688	1.72301839434416	0	17	EREG AIF1 ZBP1 THBS1 FES TNFSF13B LY86 CTSS TLR7 BST2 TAP1
"complement activation (I) (M112.0)"	0.00423131170662906	0.0100817627494457	0.76056021293571	1.67520801196022	2	16	C5AR1 CR1 C3AR1 SERPING1 C1QA C1QB C1QC A2M
"TBA (M114.0)"	0.00772200772200772	0.0166452166452166	0.66390358850943	1.60400015453377	5	28	RGL4 BST1 NFE2 GGH DOCK5 CLEC11A TSPAN2 ACTN1 ST3GAL6 SVIL
"cell adhesion (GO) (M117)"	0.00136425648021828	0.00417527548209366	0.789668156943028	1.79455029934134	0	20	CYTIP PLEK CORO1A PTPRC SELPLG CD300A PSTPIP1 CXCR3 NINJ1 LY9 CD6
"enriched in monocytes (IV) (M118.0)"	0.00118623962040332	0.00417527548209366	0.754232037824815	1.95609019864995	0	47	HAL F5 TNFRSF1B DYSF MYO1F IL1R2 LRRK2 SLC24A4 DOK3 MGAM RNASE6 PTGS2 MPP1 LY96 CXCR2 C1orf162 ACSL1 HLA-DMB EMILIN2 DOCK5 TNFSF13B CTSS TLR1 CD4 TMEM176B FGD4 ST3GAL6 DUSP6
"MHC-TLR7-TLR8 cluster (M146)"	0.00141043723554302	0.00417527548209366	0.850547783297144	1.87341440809082	0	16	TLR8 HLA-G HLA-DQA1 HLA-DPB1 HLA-DPA1 HLA-DRA HLA-DRB1 HLA-DQB1 HLA-C CD74 HLA-E HLA-F TLR7 CD4 HLA-A HLA-B
"plasma cells & B cells, immunoglobulins (M156.0)"	0.0227272727272727	0.0449907235621521	0.721563470149322	1.57051943667353	15	15	IGKC GNG7 SPIB CD22 BLK CPNE5 CD52
"leukocyte differentiation (M160)"	0.00423131170662906	0.0100817627494457	0.760240502426975	1.67450381839786	2	16	JUNB ADAM8 CD83 EGR2 BTG2 RARA IL1A KLF6 BCL3 NFKB2 ID1
"small GTPase mediated signal transduction (M215)"	0.00142045454545455	0.00417527548209366	0.874439572200319	1.90326201526372	0	15	TAGAP ARHGAP9 ARHGAP15 RAC2 FGD3 ARHGAP25 ARHGAP4 GMIP RHOH ARHGAP30 RHOG ARAP1
"T cell surface signature (S0)"	0.0262123197903014	0.0508519003931848	0.655457119676946	1.53078170690799	19	23	MAL SIRPG CD28 SIT1 CD6 CD2 GPR171 GIMAP2 CXCR6 ITM2A CD3G LAG3 CD3E FLT3LG SLC38A1
"Monocyte surface signature (S4)"	0.00110741971207087	0.00417527548209366	0.782917144755496	2.15265098199911	0	75	C5AR1 SLC11A1 TREM1 TNFRSF1B DYSF VNN2 NFAM1 IL1R2 TLR4 ITGAM PECAM1 SIRPB1 LILRB2 PTPRE CSF3R FPR1 LILRB3 P2RX1 SLC24A4 TLR2 FCGR1B IL6R GLIPR1 MGAM CD93 FCGR2A TMEM154 TMEM71 SIGLEC9 C1orf162 CD302 FPR2 MBOAT7 P2RY13 CCR1 PTAFR CLEC12A MS4A6A
"Activated (LPS) dendritic cell surface signature (S11)"	0.00122549019607843	0.00417527548209366	0.733543044203768	1.8299277575107	0	34	EREG SLC31A2 ELOVL7 IFI6 CSF2RB SIGLEC1 TMCC3 ANTXR2 NINJ1 PRRG4 PDCD1LG2 TNFSF13B TGFA TTYH2 SLC43A2 TMEM140 IFI27 COLEC12 LAMP2 IL13RA1
