pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
"Signaling by Interleukins"	0.001	0.0717785723745199	0.596068060775591	1.57433290242721	0	386	S100A12 OSM IL36G CXCL8 FOS FPR1 CSF3R IL22RA1 IL1R2 IL18RAP TNFRSF1B ITGAM CXCL10 HCK LCP1 IL1B SOCS3 IL1RN ITGAX CSF2RB PTGS2 JUNB PIM1 IL6R HMOX1 ITGB2 JAK3 LMNB1 NOS2 IL1A ICAM1 ALOX5 PIK3CD IL23A IL1RL2 CCR1 IL2RG NOD2 GAB2 SOD2 NFKBIA SOCS1 TGFB1 IL16 CISH IL1RAP CD86 MCL1 ZEB1 STAT5B MSN MAP3K8 VIM STAT1 ANXA1 TEC INPP5D MAPKAPK3 IL17RA PELI1 DUSP7 IL10RA MAP3K3 RPS6KA5 IL34 CBL CSF1 FOXO3 CDKN1A MEF2C IL2RB PTAFR IL4R CEBPD RORA IL12RB2 PTPN6 AGER IL18 PTPN7 IL18R1 IL12RB1 PTK2B SERPINB2 CASP1 MAP2K6 RIPK2 HIF1A PTPN13 CNN2 MAP2K3 SYK BLNK PDCD4 IL7R TSLP IL10 BIRC5 PPP2CA FGF2 IRAK2 POMC RALA IL13RA1 CRKL MAPK7 STAT3 PTPN12 MAP2K4 PSMB9 STX3 LYN MYD88 CD80 FOXO1 HAVCR2 CCR5 IL20RB CAPZA1 GRB2 CCL4 MAPK3 MAPKAPK2 MAPK1 IL17RE IL21R TBK1 PELI2 FBXW11 TALDO1 JAK2 SOS2 IL1R1 UBC DUSP6 IRS2 IFNLR1 LIFR TAB3 NFKB2 CREB1 JUN TAB2 YWHAZ MMP9 MAPK14 TOLLIP TNFRSF1A BCL6 STX4 CNTF PSMC6 PTPRZ1 CRK CCR2 RPS6KA1 IL10RB
"Collagen degradation"	0.023121387283237	0.21404532967033	-0.4918535334547	-1.54501686233803	3	29	MMP3 MMP11 MMP2 MMP7 MMP13 MMP1 COL16A1 MMP15 COL12A1
"Diseases associated with the TLR signaling cascade"	0.00497512437810945	0.0873968008255934	0.7394687533834	1.60692287455189	3	24	TLR4 TLR2 TLR6 NFKBIA LY96 CD14 BTK TLR1 TICAM1 TLR10
"Signaling by EGFR in Cancer"	0.0348692403486924	0.248672740381464	0.673661913290771	1.47303588138591	27	25	EREG HBEGF AREG GAB1 CBL TGFA GRB2 UBC EGFR PIK3R1 EPGN PIK3CA RPS27A UBA52
"PI3K/AKT Signaling in Cancer"	0.0238341968911917	0.21404532967033	0.553748608729199	1.41052591567034	22	84	EREG HBEGF FGF22 RAC2 PIK3CD CD86 PIK3AP1 RHOG AREG GAB1 FOXO3 CDKN1A TGFA KL RICTOR FGF1 KLB FGF2 FOXO4 CD80 FOXO1 GRB2 FGFR4 CDKN1B IRS2 CREB1
"ROS, RNS production in phagocytes"	0.00238379022646007	0.0717785723745199	0.762112118128061	1.73501840593999	1	31	SLC11A1 NCF1 NCF4 NOS3 RAC2 NCF2 NOS2 ATP6V1C2 HVCN1 ATP6V1B1 ATP6V1B2
"DAP12 interactions"	0.00707547169811321	0.10091857000993	0.699179672572732	1.61612006467301	5	34	TREM1 SIRPB1 CD300LB LCP2 TYROBP SIGLEC14 BTK PLCG2 KLRD1 CLEC5A HLA-E SYK HLA-C VAV3 GRB2
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"	0.0252747252747253	0.21404532967033	0.612930033412001	1.47352084641926	22	50	MEFV NLRP3 PSTPIP1 NLRC4 NOD2 NLRP1 TNFAIP3 AIM2 CASP1 MAP2K6 RIPK2 CASP4 PYCARD P2RX7 MAPK13 IRAK2 CYLD CASP8 TAB3 NFKB2 TAB2 MAPK14
"Antimicrobial peptides"	0.00474495848161329	0.0873968008255934	0.726517893304928	1.66759585863962	3	32	S100A7 RNASE7 PRSS3 SLC11A1 PGLYRP3 S100A8 GNLY S100A9 PGLYRP4 TLR2 PI3 DEFB4A TLR1 RNASE6
"Toll-like Receptor Cascades"	0.00201207243460765	0.0717785723745199	0.626601770223145	1.63485767532584	1	143	S100A12 CTSV FOS S100A8 TLR8 ITGAM S100A9 TLR4 ITGB2 TLR2 TLR6 NOD2 NFKBIA SOCS1 LY96 CD14 BTK MAP3K8 MAPKAPK3 PLCG2 PELI1 DUSP7 RPS6KA5 TLR1 CTSS MEF2C IRF7 AGER TICAM1 TLR10 MAP2K6 RIPK2 MAP2K3 UBE2D1 PPP2CA MAP3K1 IRAK2 TANK DNM3 UBE2D3 MAPK7 MAP2K4 MYD88 CASP8 MAPK3 MAPKAPK2 CNPY3 MAPK1 TLR7 TBK1 PELI2 FBXW11 UBC DUSP6 TAB3 NFKB2 CREB1 JUN TAB2 MAPK14
"Neutrophil degranulation"	0.000999000999000999	0.0717785723745199	0.701076459524713	1.85279805359954	0	422	S100A7 ARG1 CALML5 SLC2A3 S100A12 PRSS3 C5AR1 HRNR SLC11A1 ADGRG3 ADGRE3 FPR1 S100A8 PLAUR MNDA SIRPB1 FCGR3B CXCR1 MME FPR2 GMFG NFAM1 OLR1 LILRB3 LILRB2 CEACAM3 CXCR2 TNFRSF1B ITGAM ARHGAP9 FGR PADI2 FCGR2A HSPA6 ITGAX S100A9 CR1 MMP25 CFP GPR84 P2RX1 CD300A PTPRC CHI3L1 TYROBP PECAM1 PKP1 CD53 SERPINA1 CD93 SELL SIGLEC9 C3AR1 CLEC12A DOK3 GCA ADAM8 ITGB2 OSCAR BIN2 ALOX5 UNC13D TLR2 DOCK2 MGAM FGL2 CRISPLD2 CPPED1 ITGAL FCER1G COTL1 SIGLEC14 GLIPR1 BST1 SIRPA FABP5 LPCAT1 GLA TBC1D10C DSP GM2A CD14 RAB24 CSTB RHOG IGF2R STK10 GGH HVCN1 CLEC5A PNP CEACAM1 JUP HPSE QPCT CTSS HMOX2 CHRNB4 IMPDH1 PLEKHO2 CFD FTH1 RNASET2 PTAFR PGM2 YPEL5 ALDOC SLC2A5 PTPN6 LRG1 VAT1 NBEAL2 RAB10 DDX3X NFASC CNN2 CRISP3 SLC15A4 ATP8A1 CAP1 PYCARD PYGL RAB31 TIMP2 SERPINB1 APAF1 OSTF1 TOM1 CYBB MOSPD2
"Formation of the cornified envelope"	0.00113895216400911	0.0717785723745199	0.914995895886902	2.1491803686065	0	40	KLK14 RPTN KLK12 SPRR2E IVL SPRR1A KLK13 SPINK5 FLG SPRR2D TGM5 SPRR1B TGM1 SPRR3 DSC2 DSG3 SPRR2A CSTA PKP1 LIPM SPRR2F PI3 DSC3 PPL EVPL DSP PKP3 PERP JUP PCSK6
"Gap junction trafficking and regulation"	0.0396419437340153	0.255784922664718	0.689619460657953	1.47586309534511	30	21	GJB6 GJB2 GJA1 CLTB GJB1 GJB3 TJP1 GJB5
"Clathrin-mediated endocytosis"	0.0393541876892028	0.255784922664718	0.516957728409007	1.34557636972616	38	129	EREG SH3GL3 HBEGF FCHO1 ITSN2 IGF2R AREG SH3GL1 CBL CLTB FCHO2 SYT11 TF ARRB2 RAB5A TGFA ACTR3 SNX9 PICALM LDLR IL7R ARF6 DNM3 FNBP1 SH3KBP1 REPS2 HIP1 GRB2 EPS15L1 ARPC2 ARPC5 DNAJC6 HIP1R ACTR2 UBC TRIP10 WASL STON2 RAB5B GRK2 ARPC3 ADRB2 EGFR DNM2 CD4 SYT2 ARPC1A COPS2 EPGN EPN1 ARPC4
"Biosynthesis of specialized proresolving mediators (SPMs)"	0.0247592847317744	0.21404532967033	0.754399277117063	1.5251542496017	17	15	ALOX5AP ALOX12 PTGS2 ALOX5 CYP2E1 HPGD
"Sphingolipid metabolism"	0.0395833333333333	0.255784922664718	0.547462272265158	1.38859726123537	37	81	ESYT3 CERS3 GLTP GLA GM2A CERS4 SMPD3 SPTSSB SPHK1 GBA ALDH3B2 PRKD1 SPTLC3 SPTLC1 ARSG SAMD8
"Phospholipid metabolism"	0.00601805416248746	0.0906051487796723	0.547703528511616	1.43596645158841	5	189	PLA2G4D PHOSPHO1 DGAT2 PLA2G2F PLA2G3 PLA2G4E PNPLA3 PIK3R5 TNFAIP8L3 GPAT3 PIK3CD TNFAIP8L2 MBOAT7 LPCAT1 GDPD3 PIK3CG PLB1 INPP5D LPCAT2 BMX PLBD1 PI4K2A PLA2G4B PNPLA8 RAB5A MGLL PTEN PLA2G4F PTPN13 OSBPL8 PISD AGPAT4 PLEKHA2 PGS1 MTMR1 PIP5K1A LPIN1
"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"	0.00515995872033024	0.0873968008255934	0.594692582371581	1.52485685000839	4	92	ETF1 RPS4X RPS9 PABPC1 RPS18 RPS5 RPL7 RPS23 FAU RPL39 RPS8 RPS15A RPS3A RPS13 RPL7A RPL11 RPL4 RPL21 RPL13A RPL31 RPL12 RPL36 RPL41 RPS7 RPL3 RPL24 RPS2 RPL23 RPL6 RPS17 RPL32 RPL26 EIF4G1 RPL14 RPS14 RPS11 RPL18 RPS3 RPL30 RPL22L1 RPL37 RPLP0 RPS6 RPS27A RPSA RPL37A RPL34 RPS24 RPL19 RPL22 RPL9 RPL15 UBA52 RPLP1 RPL5 RPL23A RPL27A RPS19 RPL8 RPL29 RPL35 RPS27 RPL13 RPL38 RPS12 RPL10A RPL36AL RPL35A RPS21
"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	0.0132113821138211	0.13770325203252	0.558247881267758	1.4437958025089	12	112	PPP2R2A PPP2CA EIF4A3 ETF1 RPS4X RPS9 PABPC1 RPS18 RPS5 RPL7 RPS23 CASC3 FAU RPL39 RPS8 RPS15A RPS3A RPS13 RPL7A RPL11 RPL4 RPL21 RPL13A RPL31 RPL12 RPL36 RPL41 RPS7 RPL3 RPL24 RPS2 RPL23 RPL6 RPS17 RPL32 PPP2R1A RPL26 EIF4G1 UPF2 RPL14 RPS14 RPS11 RPL18 RPS3 RPL30 RPL22L1 RPL37 RPLP0 RPS6 PNRC2 RPS27A RPSA RPL37A RPL34 RPS24 RPL19 RPL22 RPL9 RPL15 UBA52 RPLP1 RPL5 SMG1 RPL23A RPL27A RPS19 RPL8 RPL29 RPL35 RPS27 RPL13 RPL38 RPS12 RPL10A RPL36AL RPL35A RPS21 SMG5
"GPVI-mediated activation cascade"	0.0324909747292419	0.237974436530393	0.646290145916388	1.46163059067411	26	30	LCP2 RAC2 PIK3R5 FCER1G RHOG PIK3CG PLCG2 PTPN6 SYK RHOB LYN VAV3
"Response to elevated platelet cytosolic Ca2+"	0.00921187308085977	0.119982290436836	0.564223190223586	1.45773552892933	8	103	SRGN PLEK ECM1 PRKCB PECAM1 SERPINA1 F5 FERMT3 SERPING1 TGFB1 VWF ALB TUBA4A THBS1 FLNA TLN1 CFD TF ACTN1 ISLR
"Post-translational modification: synthesis of GPI-anchored proteins"	0.00213903743315508	0.0717785723745199	0.683547616401093	1.7009144770894	1	65	LY6G6C LYPD5 PLAUR NTNG2 FCGR3B CEACAM7 RAET1L VNN2 GPLD1 LYPD3 BST1 MDGA1 RAET1G VNN3
"rRNA processing in the mitochondrion"	0.00454545454545455	0.0873968008255934	-0.731460141739611	-2.11303082775549	0	21	MT-ATP8 MT-ND5 MRM1 MT-ND2 MT-ND1 MT-ND3 MT-ND4 MT-CYB MT-ND4L MT-ATP6
"GPCR ligand binding"	0.00200400801603206	0.0717785723745199	0.570472369400612	1.49473576576819	1	205	XCR1 PROK2 CXCL8 C5AR1 PTGER3 GPR65 HCAR3 CXCL11 ADGRE3 FPR1 S1PR4 CXCR1 FPR2 FFAR2 CXCR2 CXCL10 CXCR4 CXCL9 HCAR2 HRH2 P2RY13 C3AR1 P2RY10 FZD7 ADGRE2 CCR1 CYSLTR2 GNG2 ADGRE1 CYSLTR1 ADM GPR183 GALR2 GNG7 EDN1 GPR68 GPR132 ANXA1 PLPPR2 GNG10 LPAR2 C5AR2 OXER1 ACKR3 NPFFR1 GHRL OPRL1 OXTR CXCR3 PTAFR GNG4 NMU FPR3 P2RY1 S1PR5 KEL
"Signaling by PTK6"	0.0262295081967213	0.215399900645802	0.608082091860497	1.47187487130257	23	52	EREG SOCS3 HBEGF LRRK2 CCNE1 ELMO1 CBL ARAP1 HIF1A DOK1 STAT3 PTK6 CDKN1B UBC NR3C1
"Signaling by SCF-KIT"	0.0182232346241458	0.182907280857167	0.651870732613113	1.53114105505716	15	40	SH2B2 GAB2 SOCS1 STAT5B STAT1 TEC CBL PTPN6 FES GRB7 STAT3 LYN GRB2 FER JAK2 SOCS6 CHEK1 MMP9 SH2B3 PIK3R1 YES1 STAT5A PIK3CA
"Signaling by EGFR"	0.0242557883131202	0.21404532967033	0.617049933163198	1.48224635514181	21	48	EREG SH3GL3 HBEGF AREG PAG1 GAB1 SH3GL1 CBL TGFA PTPN12 CSK SH3KBP1 GRB2 EPS15L1 UBC PTPN3 EGFR ADAM17 PIK3R1 EPGN EPN1 PIK3CA CDC42 RPS27A UBA52 STAM EPS15
"Rho GTPase cycle"	0.0120724346076459	0.130865191146881	0.54569145244881	1.42035381939194	11	131	TAGAP ARHGAP9 ARHGAP15 PREX1 RAC2 ARHGAP25 FGD3 ARHGAP10 GMIP ARHGAP4 TIAM1 ARHGAP30 RHOG ARAP3 GNA13 RHOH DEPDC7 ARHGEF40 RHOD NGEF ARAP1 ARHGAP27 ARHGAP19 ARHGEF4 ARHGAP26 KALRN MYO9B ARHGDIB STARD8 ARHGEF18 RHOB ARHGEF1 FGD4 ARHGAP11A ARAP2 ARHGEF10L VAV3 RALBP1 RHOV
"RHO GTPase Effectors"	0.00600600600600601	0.0906051487796723	0.529526637663317	1.39139199544641	5	235	NCF1 S100A8 PRKCB NCF4 S100A9 WAS RAC2 FMNL1 WIPF1 KLC3 NCF2 NDEL1 SFN BTK AR RHOG FLNA RHOD SRF ACTR3 CENPA ACTB DAAM1 KIF14 BIRC5 RHOB CYBB PPP2CA PPP1R12A NCOA2 SPC24 NCKAP1L IQGAP1 AURKB DIAPH3 AHCTF1 NDC80 CDC25C SPC25 NDE1 GRB2 MAPK3 CLIP1 YWHAQ WASF2 MAPK1 KIF18A ARPC2 ARPC5 DIAPH1 LIMK2 CDKN1B ACTR2 CDC20 MYH9 WASL TAOK1 CENPU ROCK1 NCK1 YWHAZ MAPK14 NUP98 ABI1 SKA1 NUF2 CYFIP2 NCKAP1 ARPC3 CENPF TAX1BP3 SGO1 CENPT PAK2 DYNC1I2 PPP1CC ARPC1B ARPC1A PKN2 PPP1CB MYH14 MYL6 ARPC4 ERCC6L PRC1 PPP2R1A CENPC BUB1B CTNNB1 CENPP BUB1 YWHAG CDC42 WIPF2 SKA2 CENPE ACTG1 MAD2L1 MAPRE1 RAC1 PPP2R5A CENPM RANGAP1 PPP1R12B MYH10 YWHAB CENPI PRKCD NUP37 BRK1 RCC2 MYL12B CFL1 CLASP1 CYFIP1 RPS27 CDCA8 PFN1 PAK1 PAFAH1B1 PRKCA RANBP2
"Eukaryotic Translation Termination"	0.00929752066115702	0.119982290436836	0.581326675155889	1.48805204425915	8	90	ETF1 RPS4X RPS9 RPS18 RPS5 RPL7 RPS23 FAU RPL39 RPS8 RPS15A RPS3A RPS13 RPL7A RPL11 RPL4 RPL21 RPL13A RPL31 RPL12 RPL36 RPL41 RPS7 RPL3 RPL24 RPS2 RPL23 RPL6 RPS17 RPL32 RPL26 RPL14 RPS14 RPS11 RPL18 RPS3 RPL30 RPL22L1 RPL37 RPLP0 RPS6 RPS27A RPSA RPL37A RPL34 RPS24 RPL19 RPL22 RPL9 RPL15 UBA52 RPLP1 RPL5 RPL23A RPL27A RPS19 RPL8 RPL29 RPL35 RPS27 RPL13 RPL38 RPS12 RPL10A RPL36AL RPL35A RPS21
"Eukaryotic Translation Elongation"	0.00207253886010363	0.0717785723745199	0.619155299477172	1.58196237098973	1	89	EEF1A2 RPS4X RPS9 RPS18 RPS5 RPL7 RPS23 FAU RPL39 RPS8 RPS15A RPS3A RPS13 RPL7A RPL11 RPL4 RPL21 RPL13A RPL31 RPL12 RPL36 RPL41 RPS7 RPL3 RPL24 RPS2 RPL23 RPL6 RPS17 RPL32 RPL26 RPL14 RPS14 RPS11 RPL18 RPS3 RPL30 RPL22L1 EEF1B2 RPL37 RPLP0 RPS6 RPS27A EEF1A1 RPSA RPL37A RPL34 RPS24 RPL19 RPL22 RPL9 RPL15 UBA52 RPLP1 RPL5 RPL23A RPL27A RPS19 RPL8 RPL29 RPL35 RPS27 RPL13 RPL38 RPS12 RPL10A RPL36AL EEF2 RPL35A RPS21 EEF1D
"Eukaryotic Translation Initiation"	0.0101010101010101	0.124426078971534	0.557817670588362	1.4475365734803	9	116	EIF4EBP1 RPS4X RPS9 PABPC1 RPS18 RPS5 RPL7 RPS23 FAU EIF4B EIF4H RPL39 RPS8 RPS15A RPS3A RPS13 RPL7A RPL11 RPL4 RPL21 RPL13A RPL31 EIF4E EIF3E RPL12 RPL36 RPL41 RPS7 RPL3 RPL24 RPS2 RPL23 RPL6 RPS17 EIF3L EIF3H RPL32 RPL26 EIF4G1 EIF1AX RPL14 RPS14 RPS11 RPL18 RPS3 RPL30 EIF5 RPL22L1 RPL37 RPLP0 RPS6 RPS27A RPSA RPL37A RPL34 RPS24 RPL19 RPL22 RPL9 RPL15 UBA52 RPLP1 RPL5 RPL23A RPL27A EIF3J RPS19 RPL8 RPL29 RPL35 EIF2S3 RPS27 RPL13 RPL38 RPS12 RPL10A EIF3I RPL36AL RPL35A RPS21 EIF3D RPS20
"Neurotransmitter receptors and postsynaptic signal transmission"	0.0434343434343434	0.273737373737374	0.515938986176539	1.3407882390994	42	117	HTR3A HTR3B PRKCB NRGN KCNJ12 CHRNA9 PPM1F GRIP2 PLCB2 GNG2 CHRNE GNG7 MAPT ADCY7 GNG10 GABRB3 CHRNB4 GNAI2 GNAI3 GNG4 GABRB2 KCNJ15 CHRNA5 CAMKK1 GABRA3 GLRB MAPK3 MAPK1 GNB2 CAMK1 CREB1 CAMK2D GNB4 GRIP1 RPS6KA1 PPM1E PRKACB
"tRNA processing in the mitochondrion"	0.00380228136882129	0.0873968008255934	-0.781716218831526	-2.18214572004152	0	17	MT-ND6 MT-ATP8 MT-ND5 MT-ND2 MT-ND1 MT-ND3 MT-ND4 MT-CYB MT-ND4L MT-ATP6
