pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
"platelet activation (II) (M32.1)"	0.015527950310559	0.0443003288271831	0.669919058100661	1.61358690009801	9	21	TGFB1 ZYX SIPA1 MAP7D1 NBEAL2 FLNA GNAI2 TLN1 GNB2 ACTN4 PNPLA6 MLF2 AKT1 DNM2 ACAP1
"immune activation - generic cluster (M37.0)"	0.00111358574610245	0.0092778574844572	0.69555559055066	2.38390947830763	0	260	TREM1 RASGRP4 AQP9 PROK2 DYSF CXCR2 SIRPB1 NFE2 CMTM2 FPR2 CR1 FCGR3B IL1R2 LIN7A IL18RAP G0S2 CREB5 ITGAM P2RY13 CLEC12A VNN2 PTGS2 DOK3 NCF4 CSF2RB NLRP3 LRRK2 F13A1 LAT2 PADI2 LILRA5 SIGLEC9 CHI3L1 OLR1 HAL NRGN TM6SF1 PFKFB4 NLRC4 STX11 C3AR1 RGL4 SLC8A1 QPCT FCGR3A CRISPLD2 OSCAR CEACAM1 DOCK5 SLC24A4 ACSL1 GPR84 PRAM1 MGAM CLEC5A TLR1 RBP7 MEGF9 HP ARAP3 CYP4F3 LY96 S100A8 ACTN1 PLA2G7 BST1 LRRC4 PLXDC2 LRG1 BTK TCN1 LPCAT2 CD177 BCL6 STK32B SERPINB10 MEF2C MANSC1 SULF2 PRRG4 BASP1 PCBP3 SLC26A8 EMILIN2 SLC22A15 VNN1 F5 ZNF467 FCGR2C MMP9 LYN IMPA2 SCD CEACAM6 SVIL RUNX2 FOXO1 PYGL TACSTD2 CD9 CTSS
"enriched in neutrophils (I) (M37.1)"	0.00140449438202247	0.0092778574844572	0.907854666392183	2.51718155623106	0	45	TREM1 TNFRSF10C CSF3R MME PROK2 GLT1D1 C5AR1 NLRP12 CXCR1 FPR1 NFE2 CMTM2 FPR2 FCGR3B FCGR2A LIN7A G0S2 CREB5 VNN2 FFAR2 NCF4 CHI3L1 PFKFB4 DGAT2 MXD1 RGL4 FCGR3A MGAM CYP4F3 RNF24 LRRC4 LRG1 PTAFR KRT23 MANSC1 BASP1
"endoplasmic reticulum (M37.2)"	0.00646203554119548	0.0217549761704514	0.768839401868887	1.7513498738988	3	16	TLR8 TBXAS1 ACSL1 CYP4F3 LPCAT2 SCD
"enriched in B cells (I) (M47.0)"	0.0028735632183908	0.0129991959260252	-0.701790352794742	-2.08282354029609	0	27	IGHM CD79A CD19 AFF3 BLK MACROD2 PKIG VPREB3 CD72 BANK1
"enriched in B cells (II) (M47.1)"	0.00301204819277108	0.0129991959260252	-0.750933627466747	-2.15861542210232	0	25	IGHA1 IGHM CD79A CD19 DENND5B
"enriched in B cells (III) (M47.2)"	0.0161725067385445	0.0448209472468233	-0.674619270576538	-1.84596909086864	5	19	IGHA1 IGKC HLA-DQA1 DENND5B
"transcription regulation in cell development (M49)"	0.0100143061516452	0.0295912141549725	0.622564576440911	1.67205285840493	6	37	LST1 TYROBP SOD2 TIMP2 BASP1 VCAN LYN ANK1 LILRB1 FHL2 FES KLF4 ECT2 GSN CEBPA CDH1
"cell adhesion (M51)"	0.0376266280752533	0.0912445730824891	0.56810820979667	1.48931843029021	25	33	IL1B THBS1 ESAM CXCL12 VWF ARHGAP6 LAMA4 SRPX COL3A1 NID2 COL1A1 ALOX12 SNAI2 FN1
"enriched in activated dendritic cells/monocytes (M64)"	0.0032520325203252	0.0129991959260252	0.820098302787441	1.84076896494804	1	15	G0S2 IL1B SIRPA IL1RN SOD2 NINJ1 SLC15A3 BASP1 CXCL1 IL13RA1 TNFAIP2 MARCKS SLC31A2
"enriched in myeloid cells and monocytes (M81)"	0.00146198830409357	0.0092778574844572	0.772705146006079	2.00726345365963	0	32	LIN7A TLR4 NLRP3 CHI3L1 FCER1G SLC8A1 CD14 PRAM1 CLEC5A THBS1 EHD3 CXCL12 ACTN1 PTGS1 BCL6 CSF1R SPARC F5
"chemokines and inflammatory molecules in myeloid cells (M86.0)"	0.00159489633173844	0.0092778574844572	0.813863679658545	1.88565770148993	0	17	BCL2A1 PDE4B G0S2 IL1B DUSP1 HS3ST3B1 NFKBIA CXCL2 TNFAIP3
"transmembrane transport (I) (M87)"	0.00316957210776545	0.0129991959260252	0.779433177059386	1.84011543823007	1	19	AQP9 SLC11A1 TLR4 NLRP3 TLR2 VDR SLC15A3
"putative targets of PAX3 (M89.0)"	0.0016260162601626	0.0092778574844572	0.862432320801904	1.93579067912268	0	15	G0S2 EGR3 EGR1 EGR2 HBEGF NR4A2 CXCL2 SIK1 CD83 MAFF
"enriched in antigen presentation (II) (M95.0)"	0.0015552099533437	0.0092778574844572	0.819443329172357	1.95787014207147	0	20	ITGAM EVI2B PLEK PTPRC SLA SELL CD53 ITGB2 FGL2 AIF1 ITGAL HCLS1 ITGA4 IL10RA
"receptors, cell migration (M109)"	0.00650406504065041	0.0217549761704514	0.787024536900404	1.76653254525069	3	15	LRRK2 CCR1 IL6R C3AR1 TRIB1 CORO1A S1PR1 GATA3 NCKAP1L
"TBA (M114.0)"	0.00455927051671733	0.0163796014859845	0.668779688717328	1.70079534136533	2	28	NFE2 RGL4 DOCK5 ACTN1 BST1 SVIL RUNX2 ST3GAL6
"cell adhesion (GO) (M117)"	0.00777604976671851	0.0243315105603773	0.721566525856419	1.72401617805516	4	20	PLEK CYTIP PTPRC SELPLG CD300A PSTPIP1 CORO1A NINJ1
"enriched in monocytes (IV) (M118.0)"	0.0013986013986014	0.0092778574844572	0.796958051375183	2.22740603479342	0	47	DYSF CXCR2 IL1R2 MYO1F PTGS2 DOK3 LRRK2 TNFRSF1B HAL MPP1 DOCK5 SLC24A4 ACSL1 MGAM TLR1 C1orf162 LY96 BCL6 TNFSF13B EMILIN2 VNN1 F5 CTSS ST3GAL6 STEAP4
"plasma cells & B cells, immunoglobulins (M156.0)"	0.0180878552971576	0.0487367212173414	-0.666413847133514	-1.73381296209293	6	15	IGKC BLK VPREB3 CPNE5 CD52
"leukocyte differentiation (M160)"	0.00161550888529887	0.0092778574844572	0.865252768059687	1.97097121004517	0	16	IL1A BTG2 JUNB ADAM8 EGR2 RARA NR4A2 BCL3 NFKB2 CD83 KLF6
"enriched in dendritic cells (M168)"	0.0303030303030303	0.0773524720893142	0.687866545392528	1.59373231824386	18	17	CA2 CLEC5A DAB2 EMILIN2 TACSTD2 IL1R1 B3GNT5 ADAM9 CTSB
"small GTPase mediated signal transduction (M215)"	0.0016260162601626	0.0092778574844572	0.874478080294345	1.96282824298246	0	15	TAGAP ARHGAP9 ARHGAP25 RAC2 ARHGAP15 FGD3 GMIP ARHGAP30 RHOG ARHGAP4 ARHGDIB
"T cell surface signature (S0)"	0.0028169014084507	0.0129991959260252	-0.777032014248357	-2.22141566899108	0	23	LAG3 ICOS CXCR6 CD28 SIT1 SIRPG GPR171 CD2 CD3E CD6 GIMAP2 CD320 FLT3LG CD3G
"Monocyte surface signature (S4)"	0.0013262599469496	0.0092778574844572	0.883189434551522	2.67696163923163	0	75	TREM1 CSF3R SLC11A1 DYSF SIRPB1 C5AR1 FPR1 FPR2 IL1R2 FCGR2A LILRB3 NFAM1 ITGAM P2RY13 CLEC12A VNN2 PECAM1 CD93 P2RX1 LILRB2 TLR4 TNFRSF1B FCGR1B SIGLEC9 PTPRE CCR1 IL6R TMEM71 TLR2 MBOAT7 GLIPR1 SLC24A4 ABCA1 CD302 MGAM S1PR3 TMEM154 TLR1 C1orf162
"DC surface signature (S5)"	0.0238726790450928	0.0625851315506488	0.494782475042325	1.49969378440874	17	75	CSF2RB OLR1 EMP1 MSR1 P2RY6 LHFPL2 SLCO2B1 FPR3 PRRG4 ABCA6 SLC7A11 CD83 CALCRL CD58 TGFA GJB2 TACSTD2 CD9 NRP2 COLEC12 SRD5A3 SIGLEC1 GPR157 TREM2 IL1R1 ATP1B1 LAMP2 SLC36A1 GPNMB CXCL16 ADAM9 NRP1
"Resting dendritic cell surface signature (S10)"	0.00269541778975741	0.0129991959260252	0.55531690394641	1.65470079621192	1	69	IL1R2 ITGAX EMP1 IGSF6 STAB1 P2RY6 LHFPL2 PLXDC2 LPCAT2 SLCO2B1 CSF1R ABCA6 SLC7A11 CD86 TACSTD2 CD9 SERINC5 SRD5A3 TREM2 TTYH3 IFNGR1 IL1R1 ATP1B1 SLC36A1 GPNMB ADAM9 NRP1 ENG CRIM1 CCRL2
