pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
"immune activation - generic cluster (M37.0)"	0.00100502512562814	0.00548394391677974	0.756200138795088	2.0853179511277	0	260	ARG1 LTF HAL CRISP3 TREM1 PROK2 AQP9 CMTM2 DYSF MAL G0S2 SIRPB1 RASGRP4 ELOVL4 IL1R2 FPR2 IL18RAP FCGR3B VNN2 CXCR2 OLR1 NLRP3 ITGAM NRGN CR1 CREB5 NFE2 NCF4 CSF2RB PADI2 F5 LRRK2 LIN7A LAT2 LILRA5 CHI3L1 PTGS2 FAM43A FCGR3A TM6SF1 S100A8 GPR84 C3AR1 DOK3 STX11 SLC24A4 P2RY13 RGL4 SIGLEC9 PFKFB4 AZU1 UPP1 RBP7 CCNE1 SH2D1A SLC8A1 PRAM1 MGAM CLEC12A BST1 ESCO2 PKMYT1 NLRC4 PLXDC2 HLA-DRA CRISPLD2 CAMK4 OSCAR MEGF9 RNASE6 ACSL1 CD2 LY96 PCBP3 CD3G CYP4F3 UBASH3A BTK ARAP3 GAS2L3 HLA-DOA EMILIN2 CD22 CD3E SLA2 CD177 CD72 RAD54B SLC26A8 DOCK5 PSRC1 KCNJ15 CHI3L2 RAB32 BPI PRRG4 GRAP2 CIITA HMGB2 BCL11B MEF2C TSPAN2 FCGR2C CD19 GAB1 LPCAT2 CLEC5A CKAP2 HP CD7 ENTPD1 ACTN1 CSRP2 BASP1 CTSS
"enriched in neutrophils (I) (M37.1)"	0.00119760479041916	0.00548394391677974	0.88682138409469	2.15418002860801	0	45	TREM1 PROK2 C5AR1 CMTM2 GLT1D1 G0S2 FPR1 TNFRSF10C MME CSF3R DGAT2 FPR2 FCGR3B NLRP12 CXCR1 VNN2 FFAR2 CREB5 NFE2 FCGR2A NCF4 LIN7A CHI3L1 FCGR3A RGL4 PFKFB4 MXD1 MGAM
"endoplasmic reticulum (M37.2)"	0.0184659090909091	0.0409467812452887	0.781053399350228	1.63212765966881	12	16	ELOVL4 TLR8 TBXAS1 ACSL1 CYP4F3 LPCAT2 CD4 TLR7
"cell division (stimulated CD4+ T cells) (M46)"	0.00128040973111396	0.00548394391677974	0.822977865328727	1.87067540432572	0	26	RRM2 SHCBP1 GGH DTL TYMS GINS1 CDCA7 CDK1 UHRF1 CDC45 KIF20A TOP2A CDT1 TST KIF4A ACTN1 ZWINT CDCA3 RAD51
"enriched in B cells (I) (M47.0)"	0.00508905852417303	0.0149587477831753	0.749082479254402	1.70763896338602	3	27	IGHM CD79A SPIB BLK CD22 CD72 MS4A1 AFF3 CD19
"enriched in B cells (II) (M47.1)"	0.00129366106080207	0.00548394391677974	0.809114765512215	1.82287127232392	0	25	IGHA1 IGHM CD79A FCGR2B SP140 MS4A1 CD19 CD180
"enriched in B cells (III) (M47.2)"	0.00135685210312076	0.00548394391677974	0.837643912267354	1.80962439934089	0	19	IGHA1 IGKC ALOX5 HLA-DQA1 BTK HLA-DOA FCGR2B MEF2C CD180
"transcription regulation in cell development (M49)"	0.00493827160493827	0.0149587477831753	0.697395062835964	1.64857759034	3	37	LST1 TYROBP ANK1 SOD2 ASPM TYMS CDC20 CCNB1 CDK1 VCAN FES STMN1 HMGB2 CEBPA KIF4A BRCA1 BASP1
"cell adhesion (M51)"	0.00985221674876847	0.0242846924177396	-0.557913626310767	-1.72858617899992	1	33	FN1 COL3A1 COL1A1 POSTN ARHGAP6 COL5A1 THBS2 NID2 TNC LAMA4 VCAM1 MGP CCDC80 COL6A1
"T & B cell development, activation (M62.0)"	0.0214646464646465	0.0452624066754502	0.697101820487208	1.59230171108973	16	28	MAL ELOVL4 SH2D1A CD3G UBASH3A CD3E GAB1 CD7 CSRP2
"enriched in activated dendritic cells/monocytes (M64)"	0.0100143061516452	0.0242846924177396	0.817183601770223	1.68354841446539	6	15	G0S2 IL1RN IL1B SLC31A2 SOD2 SIRPA SLC15A3 NINJ1 BASP1
"enriched in antigen presentation (I) (M71)"	0.0340909090909091	0.0661363636363636	0.748278075217326	1.56363872777706	23	16	PLAUR PTGS2 HMOX1 HLA-DRB1 HLA-DPB1 HLA-DRA HLA-DQA1 HLA-DPA1 HLA-DQB1 CD74
"collagen, TGFB family et al (M77)"	0.0186046511627907	0.0409467812452887	-0.567259040654394	-1.75290997101729	3	31	COL1A2 FN1 COL3A1 COL6A3 COL6A2 EDNRA COL5A2
"enriched in myeloid cells and monocytes (M81)"	0.0175219023779725	0.0404672507300793	0.68151985093379	1.58008226202351	13	32	NLRP3 TLR4 F5 LIN7A CHI3L1 SLC8A1 PRAM1 FCER1G CD14 TF PCSK6 CLEC5A THBS1 ACTN1 PTGS1 TLR7 HHEX CSF1R
"transmembrane transport (I) (M87)"	0.00814111261872456	0.0207812611583232	0.787243548170097	1.70074074690774	5	19	SLC11A1 AQP9 NLRP3 TLR4 SLC31A2 TLR2 HMOX1 SLC15A3 VDR
"putative targets of PAX3 (M89.0)"	0.0171673819742489	0.0404672507300793	0.790127774227826	1.62780843698374	11	15	EGR3 G0S2 EGR1 HBEGF GEM EGR2 CD83 DUSP2
"enriched in antigen presentation (II) (M95.0)"	0.00133689839572193	0.00548394391677974	0.895401741082639	1.95812547299966	0	20	PLEK SLA EVI2B ITGAM PTPRC CD53 ITGB2 AIF1 ITGAL SELL FGL2 HLA-DRB1 HLA-DPB1 HLA-DRA HLA-DMA IL10RA GIMAP6 HCLS1
"cell cycle (III) (M103)"	0.00355871886120996	0.0119033010185299	0.692689738523109	1.70522878324833	2	51	ESPL1 E2F2 CCNE1 PKMYT1 CCNA2 CDC25C BUB1 CDC20 BUB1B MAD2L1 CCNB1 TTK CDK1 CDC45 CHEK1 CDC6 CCNB2 MCM6 CCNE2 CDC25A MCM5 MCM7 CDKN2C CDKN1A MCM2 PTTG1 E2F1 CDC7 RAD21 RBL1 CDK4 PCNA
"viral sensing & immunity; IRF2 targets network (I) (M111.0)"	0.0380818053596615	0.0724301003899444	0.737982725503142	1.54908020242042	26	17	EREG AIF1 ZBP1 BST2 LY86 TNFSF13B FES TAP1 THBS1 CTSS TLR7 PSMB8
"complement activation (I) (M112.0)"	0.0340909090909091	0.0661363636363636	0.747175312724982	1.56133434094858	23	16	C5AR1 CR1 C3AR1 SERPING1 C1QA C1QB C1QC
"cell adhesion (GO) (M117)"	0.00133689839572193	0.00548394391677974	0.837622133905776	1.83176909525113	0	20	PLEK CYTIP PTPRC SELPLG CORO1A CD300A PSTPIP1 CXCR3 ZAP70 CD6 LY9 NINJ1 CD96
"enriched in monocytes (IV) (M118.0)"	0.00119617224880383	0.00548394391677974	0.767728679931422	1.87609596751189	0	47	HAL DYSF IL1R2 CXCR2 TNFRSF1B MYO1F F5 LRRK2 PTGS2 DOK3 SLC24A4 MGAM HLA-DMB RNASE6 ACSL1 MPP1 LY96 EMILIN2 C1orf162 DOCK5 TNFSF13B CTSS CD4 TMEM176B
"MHC-TLR7-TLR8 cluster (M146)"	0.00284090909090909	0.00984172077922078	0.865248226950355	1.80806531904208	1	16	TLR8 HLA-G HLA-DRB1 HLA-DPB1 HLA-DRA HLA-DQA1 HLA-DPA1 HLA-F HLA-DQB1 CD74 HLA-C HLA-E HLA-A CD4 HLA-B TLR7
"plasma cells & B cells, immunoglobulins (M156.0)"	0.00572246065808298	0.0163258436421779	0.825845739463882	1.70139401017785	3	15	IGKC GNG7 SPIB BLK CD22 CD52 CPNE5
"leukocyte differentiation (M160)"	0.0255681818181818	0.0516690340909091	0.770265003562384	1.60958369637073	17	16	JUNB ADAM8 BTG2 IL1A EGR2 CD83 RARA KLF6 BCL3 ID1 NFKB2
"small GTPase mediated signal transduction (M215)"	0.00143061516452074	0.00555078683834049	0.876613687575915	1.80598531421837	0	15	TAGAP ARHGAP9 ARHGAP15 RAC2 ARHGAP25 FGD3 ARHGAP4 RHOH GMIP ARHGAP30 RHOG ARAP1
"T cell surface signature (S0)"	0.00776196636481242	0.020348938848292	0.747939579492569	1.67440760809863	5	23	MAL SIRPG SIT1 CXCR6 CD2 CD3G CD6 CD3E GPR171 CD28 LAG3 GIMAP2 FLT3LG
"Monocyte surface signature (S4)"	0.00110987791342952	0.00548394391677974	0.817564973027456	2.09356620411289	0	75	TREM1 C5AR1 SLC11A1 DYSF FPR1 SIRPB1 IL1R2 CSF3R FPR2 VNN2 NFAM1 TNFRSF1B LILRB3 ITGAM LILRB2 FCGR2A TLR4 PECAM1 P2RX1 PTPRE CD93 FCGR1B SLC24A4 IL6R P2RY13 SIGLEC9 TLR2 TMEM71 MGAM GLIPR1 CLEC12A TMEM154 CCR1 MBOAT7 CD302 C1orf162 PTAFR
"Activated (LPS) dendritic cell surface signature (S11)"	0.0062266500622665	0.0170103815937149	0.698703855829906	1.63257516869963	4	34	EREG CSF2RB SLC31A2 IFI6 ELOVL7 SIGLEC1 IFI27 TMCC3 ANTXR2 NINJ1 TNFSF13B PRRG4 PDCD1LG2 SLC43A2 TMEM140 TGFA TTYH2 CD40 COLEC12
