pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
"Signaling by Interleukins"	0.00117785630153121	0.0730458221024259	-0.457257922642532	-1.6565084613069	0	386	CXCL10 OSM IL1B S100A12 IL36G FPR1 SOCS1 CSF3R IL1RN SERPINB2 PTGS2 GSTA2 IL18BP IL10 IL1R2 CSF2RB FOS IL1A SOCS3 CXCL8 IL34 CCL20 CCL4 ANXA1 IL1RL2 IL22RA1 CD80 ITGAM CCR1 CCR2 CCL3 COL1A2 NFKBIA CRLF1 VCAM1 TIMP1 CXCL2 BLNK HGF NOD2 CCL22 JUNB PIM1 HCK IL32 IL23A LIF CLCF1 MAP3K8 ALOX5 NOS2 IL19 DUSP7 PELI1 CSF1 DUSP4 CTF1 ANXA2 PSMA2 IL6R UBC RIPK2 RORA CASP1 IL12A STX1A TNFRSF1B TEC
"Homology Directed Repair"	0.0033112582781457	0.0730458221024259	0.525581428947697	1.81655305254891	0	99	CLSPN EXO1 XRCC2 RAD9B CCNA2 DNA2 RAD51AP1 BRCA2 CHEK1 BLM BRCA1 EME1 RFC3 BRIP1 POLK RAD51 RTEL1 POLH WRN RFC4 RMI1 POLD3 POLE RAD51D ATM PALB2 FEN1 SLX4 POLE2 TIPIN NSD2 TIMELESS RAD51C ATR TOPBP1 RFC2 PARP1 MUS81 RFC5 RAD50 PCNA CDK2 ABL1 MDC1 SIRT6
Kinesins	0.00529100529100529	0.0790202653448025	0.660020164684387	1.95082521135344	1	37	KIF23 KIF15 KIF2C KIF5C CENPE KIF18B KIF20A KIFC1 KIF20B KIF18A KIF11 KIF21B KIF3C KIF26B RACGAP1 KIF4A KIF2A KIF19 KIF3A
"Transcriptional regulation by small RNAs"	0.0427807486631016	0.311912526376367	0.48647704730524	1.49071483317428	15	45	NUP155 NDC1 NUP50 NUP58 NUP35 NUP188 POM121 NUP107 NUP210 AGO1 POLR2B POLR2I AGO2 NUP54 POLR2D NUP205 TPR RANBP2 NUP160 NUP133 NUP153 IPO8 POM121C POLR2G
"ROS, RNS production in phagocytes"	0.00626959247648903	0.0849529780564263	-0.64821683640609	-1.69983017745577	3	31	ATP6V1B1 SLC11A1 NCF1 NCF4 ATP6V1C2 NOS2 ATP6V0C ATP6V1D NCF2
"Complement cascade"	0.018716577540107	0.174903190116172	0.58421036226993	1.68669888225526	6	34	IGKC CD19 CFB C1QA C1QB COLEC10 GZMM C1QC C8G C3
"Toll-like Receptor Cascades"	0.0467032967032967	0.313871099604851	-0.406892237779703	-1.34217237824155	33	143	S100A12 S100A8 SOCS1 S100A9 CTSV TLR8 FOS ITGAM NFKBIA NOD2 TICAM1 MAP3K8 DUSP7 PELI1 DNM1 DUSP4 TLR6 UBC TLR4 TLR1 RIPK2
"Fcgamma receptor (FCGR) dependent phagocytosis"	0.00928792569659443	0.113769941225861	0.477484864047146	1.61131094178347	2	84	IGKC CD3G WASF3 CYFIP2 FYN NCKAP1L PLD4 ELMO1
"Neutrophil degranulation"	0.00117096018735363	0.0730458221024259	-0.481583998203678	-1.75123374842944	0	422	S100A7 FCGR3B S100A12 CXCR1 FPR2 MME S100A8 CXCR2 FPR1 MNDA CALML5 SIRPB1 FCGR2A PRSS3 MMP25 S100A9 SLC2A3 LILRB3 SLC11A1 HSPA6 CLEC12A CEACAM3 CHI3L1 FGR LILRB2 GPR84 NFAM1 SERPINA1 PLAUR C5AR1 SELL CFD CD93 PKP1 P2RX1 ITGAM ADGRG3 SIGLEC9 AOC1 NFASC ADGRE3 ANPEP CFP OSCAR SIGLEC14 SERPINB1 CEACAM1 PLAU QPCT GCA CD300A CR1 VNN1 CRISPLD2 TMBIM1 DSP TMEM63A SERPINB10 ALDOC CSTB ALOX5 FCER1G BIN2 PADI2 QSOX1 CD55 GMFG OLR1 ATP6V0C ATP6V1D UNC13D JUP PECAM1 PLAC8 ANXA2 CEACAM6 PSMA2 NBEAL2 RAP2B LGALS3 S100A11 ALDH3B1 CD44 TXNDC5 PRKCD TNFRSF1B NAPRT RAB10
"Formation of the cornified envelope"	0.00160513643659711	0.0730458221024259	-0.873981879484649	-2.38163517414991	0	40	KLK12 SPRR2F IVL RPTN SPRR2D SPRR2E SPRR2A SPRR3 KLK13 TGM5 SPRR1B SPINK5 SPRR1A CSTA KLK14 TGM1 DSC2 PKP1 FLG EVPL DSG3 PPL LIPM DSC3 DSP
"Gap junction trafficking and regulation"	0.0149750415973378	0.151820728291317	-0.67252743133773	-1.6153382487181	8	21	GJB6 GJB2 GJB1 CLTB GJB3 DNM1 GJB5 GJA1
"Selenoamino acid metabolism"	0.0352112676056338	0.280654515327258	-0.434657758960164	-1.39136482434765	24	102	RPL22L1 RPS26 RPL7 RPS18 RPS3A MAT1A RPL3 RPS5 RPL10 RPL12 RPL36AL RPS3 RPS6 RPS24 RPL10A RPS12 RPL17 RPL5 RPL22 RPL24 RPL6 RPS17 RPL31 RPL8 RPL7A RPS9 RPL23 RPL37A RPLP1 RPS8 RPS23 RPS14 RPL14 RPL15 RPL32 RPS7 RPL19 RPL39 RPL13A RPS16 RPLP0 RPL37 RPL11 RPL4 PAPSS1 RPL26 RPL34 RPS25 RPL18 RPL35A RPL38 RPL27A RPL27 RPL21 RPS11 FAU RPL30 RPS27A RPL29 RPL9 RPS20 RPL35 RPL36 RPS15A
"Biosynthesis of specialized proresolving mediators (SPMs)"	0.0494037478705281	0.318771801736027	-0.661188420261616	-1.4800214562452	28	15	ALOX12 PTGS2 CYP2E1 ALOX5 CYP2D6 PTGR1
"snRNP Assembly"	0.0320855614973262	0.267533693879303	0.486990530419245	1.53924521210271	11	52	NUP155 GEMIN2 NDC1 NUP50 NUP58 NUP35 NUP188 GEMIN5 POM121 NUP107 GEMIN6 NUP210 NUP54 NUP205 PRMT5 GEMIN4 TPR RANBP2 NUP160 GEMIN7 NUP133 SNRPD1 SMN1 NCBP1 NUP153 POM121C SNRPE DDX20 WDR77 AAAS SNRPB NUP98
"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"	0.00295420974889217	0.0730458221024259	-0.519888917575239	-1.621292463763	1	92	RPL22L1 RPS26 RPL7 RPS18 RPS3A RPL3 RPS5 RPL10 RPL12 RPL36AL RPS3 RPS6 RPS24 RPL10A RPS12 RPL17 RPL5 RPL22 PABPC1 RPL24 RPL6 RPS17 RPL31 RPL8 RPL7A RPS9 RPL23 UPF1 RPL37A RPLP1 RPS8 RPS23 RPS14 RPL14 RPL15 RPL32 RPS7 RPL19 RPL39 RPL13A RPS16 RPLP0 RPL37 RPL11 RPL4 RPL26 RPL34 RPS25 RPL18 RPL35A RPL38 RPL27A RPL27 RPL21 RPS11 FAU RPL30 RPS27A RPL29 EIF4G1 RPL9 RPS20 RPL35 RPL36 RPS15A
"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	0.00710227272727273	0.0916531385281385	-0.494837184551603	-1.58572494187576	4	112	RPL22L1 RPS26 RPL7 RPS18 RPS3A RPL3 RPS5 RPL10 RPL12 RPL36AL RPS3 RPS6 RPS24 RPL10A RPS12 RPL17 RPL5 RPL22 PABPC1 RPL24 RPL6 RPS17 RPL31 RPL8 RPL7A RPS9 PPP2R2A RPL23 UPF1 RPL37A RPLP1 RPS8 RPS23 SMG6 RPS14 SMG5 RPL14 RPL15 RPL32 RPS7 RPL19 RPL39 RPL13A RPS16 RPLP0 DCP1A RPL37 RPL11 PPP2R1A RPL4 PPP2CA RPL26 RPL34 RPS25 RPL18 RPL35A RPL38 RPL27A RPL27 RPL21 RPS11 FAU RPL30 RPS27A RPL29 EIF4G1 RPL9 RPS20 RPL35 RPL36 RPS15A
"Response to elevated platelet cytosolic Ca2+"	0.0325779036827195	0.267533693879303	-0.441529385327811	-1.41156036251583	22	103	ECM1 ISLR PROS1 SERPINA1 IGF1 CFD PRKCA SRGN PLEK TIMP1 HGF CLU SERPINE1 VWF VEGFD QSOX1 CD9 ENDOD1 PDGFA PECAM1 MAGED2 MANF RAB27B VEGFC HSPA5 PPIA LHFPL2 TTN TGFB2 PCDH7 TAGLN2
"Post-translational modification: synthesis of GPI-anchored proteins"	0.0374414976599064	0.286179981634527	-0.484311478926595	-1.43606283555443	23	65	FCGR3B LY6G6C RAET1L LY6D CEACAM7 PLAUR LYPD3 NTNG2 VNN2 MSLN ULBP2 VNN1
"Voltage gated Potassium channels"	0.0448877805486284	0.311912526376367	0.570110966842132	1.50151630837118	17	21	KCNA3 KCNAB2 KCNG3 KCNAB3 KCNQ4 KCNC3 KCND3 KCNS1 KCNH1
"GPCR ligand binding"	0.00131233595800525	0.0730458221024259	-0.49037290889654	-1.68097578333389	0	205	CXCL11 CXCL10 CXCL9 CXCR1 FPR2 FFAR2 CXCR2 PROK2 EDNRA FPR1 NPW PTGFR GRM4 SUCNR1 HRH2 ACKR4 P2RY13 CXCL8 CCL20 ADGRE1 C5AR1 ANXA1 S1PR4 NTS NPSR1 CCR1 WNT4 CCR2 ADGRE3 GNG4 BDKRB2 PLPPR3 CX3CL1 PTGER4 OXGR1 ADGRE2 GNG11 CXCL2 ACKR3 EDN1 CCK GPR65 CALCRL NMU UCN3 P2RY6 HCAR2 GPR39 GNRH1 S1PR5 HCAR3 P2RY1 WNT11 CD55 BDKRB1 GRM7 WNT10A VIPR1 ADM GPR132
"RHO GTPase Effectors"	0.0260869565217391	0.235652173913043	0.344798459157971	1.35863039697167	5	235	CENPA KIF14 BUB1B WASF3 SGO1 NDC80 BUB1 NOX1 KNL1 SPC25 KIF2C CENPE SPC24 ERCC6L CENPN FMNL3 CYFIP2 NCKAP1L CDCA8 NUF2 DYNC1I1 SKA1 MAD2L1 DIAPH3 SGO2 PRC1 CDC20 KIF18A CDC25C CENPF ZWINT RTKN CENPH ZWILCH BIRC5 PLK1 WASF1 AURKB KNTC1 ROCK2 CYBB PKN1 SPDL1 CENPQ FLNA KIF2A BTK XPO1 INCENP CENPL DSN1 EVL MYH11 CKAP5 AHCTF1 WIPF1 NUP107
"DNA strand elongation"	0.00554016620498615	0.0790202653448025	0.699325416654141	1.99399632395373	1	32	CDC45 DNA2 PRIM1 GINS4 GINS1 GINS2 MCM6 RFC3 MCM5 MCM8 RFC4 MCM2 POLD3 POLA2 LIG1 MCM7 MCM4 FEN1 MCM3 RFC2 GINS3 RFC5 PCNA
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	0.0474860335195531	0.313871099604851	-0.418852088765715	-1.36068955262472	33	121	SLC25A27 MT-ND3 MT-CO1 MT-ND4 MT-ND6 NDUFAF2 MT-ATP6 MT-CO3 MT-ND5 COX19 MT-ATP8 MT-CYB NDUFB11 MT-CO2 COQ10B ATP5F1E NDUFA1 COX20 ACAD9 SDHD NDUFA7 TMEM126B NDUFB5 NDUFB9 UQCRB SDHC NDUFS4 MT-ND1 NDUFA4 COX6B1 MT-ND2 UQCRQ ATP5PD NUBPL ETFA UQCR10 NDUFB3 ATP5ME NDUFAF1 COX7B NDUFC2 NDUFA13 TRAP1 COX4I1 NDUFB2 ATP5MC2 ATP5PB COX7C SLC25A14 UCP2 NDUFS2 ETFDH NDUFB8 COX6A1 NDUFA5 ATP5MF NDUFV2 NDUFB4 COX5A ATP5PF NDUFC1 UQCRC2 LRPPRC NDUFB1 SDHA ATP5MC1 UQCRC1 UQCRH UQCR11 NDUFS5 NDUFA10 NDUFA9 NDUFB6 ATP5F1D CYCS
"Eukaryotic Translation Termination"	0.00439882697947214	0.0790202653448025	-0.52169858593007	-1.62186695057865	2	90	RPL22L1 RPS26 RPL7 RPS18 RPS3A RPL3 RPS5 RPL10 RPL12 RPL36AL RPS3 RPS6 RPS24 RPL10A RPS12 RPL17 RPL5 RPL22 RPL24 RPL6 RPS17 RPL31 RPL8 RPL7A RPS9 RPL23 RPL37A RPLP1 RPS8 RPS23 RPS14 RPL14 RPL15 RPL32 RPS7 RPL19 RPL39 RPL13A RPS16 RPLP0 N6AMT1 RPL37 RPL11 RPL4 TRMT112 RPL26 RPL34 RPS25 RPL18 RPL35A RPL38 RPL27A RPL27 RPL21 RPS11 FAU RPL30 RPS27A RPL29 RPL9 RPS20 RPL35 RPL36 RPS15A
"Eukaryotic Translation Elongation"	0.00291120815138282	0.0730458221024259	-0.544854678075217	-1.69173903396641	1	89	EEF1A2 RPL22L1 RPS26 RPL7 RPS18 RPS3A RPL3 RPS5 RPL10 RPL12 RPL36AL RPS3 RPS6 RPS24 RPL10A RPS12 RPL17 RPL5 RPL22 RPL24 RPL6 RPS17 RPL31 RPL8 RPL7A RPS9 RPL23 RPL37A RPLP1 RPS8 RPS23 RPS14 EEF1B2 RPL14 EEF1A1 RPL15 RPL32 RPS7 RPL19 RPL39 RPL13A RPS16 RPLP0 RPL37 RPL11 RPL4 RPL26 RPL34 RPS25 RPL18 RPL35A RPL38 RPL27A EEF1D RPL27 RPL21 RPS11 FAU RPL30 RPS27A EEF2 RPL29 RPL9 RPS20 RPL35 RPL36 RPS15A
"SRP-dependent cotranslational protein targeting to membrane"	0.0028169014084507	0.0730458221024259	-0.517019533244435	-1.66366972208783	1	109	RPL22L1 RPS26 RPL7 RPS18 RPS3A RPL3 RPS5 RPL10 RPL12 RPL36AL RPS3 RPS6 RPS24 RPL10A RPS12 RPL17 RPL5 RPL22 RPL24 RPL6 RPS17 RPL31 RPL8 RPL7A RPS9 RPL23 RPL37A RPLP1 RPS8 RPS23 RPS14 SRPRB RPL14 RPL15 SEC61G RPL32 RPS7 RPL19 RPL39 RPL13A RPS16 SPCS2 RPLP0 RPL37 RPL11 SSR4 RPL4 SSR2 RPL26 RPL34 RPS25 SPCS3 RPL18 RPL35A RPL38 RPL27A SRP9 RPL27 RPL21 SEC61B RPS11 SSR3 FAU RPL30 SRPRA RPS27A SRP68 RPN1 SRP14 RPL29 RPL9 RPS20 RPL35 RPL36 SEC11A RPS15A
"Eukaryotic Translation Initiation"	0.0154711673699015	0.151820728291317	-0.464139615138757	-1.49927796586748	10	116	RPL22L1 RPS26 RPL7 EIF4A2 RPS18 RPS3A RPL3 RPS5 RPL10 RPL12 RPL36AL RPS3 RPS6 RPS24 RPL10A RPS12 RPL17 RPL5 RPL22 PABPC1 RPL24 RPL6 RPS17 RPL31 RPL8 RPL7A RPS9 RPL23 RPL37A RPLP1 RPS8 RPS23 RPS14 RPL14 RPL15 RPL32 EIF3I RPS7 RPL19 RPL39 RPL13A RPS16 RPLP0 EIF3E RPL37 RPL11 EIF4B RPL4 EIF3C EIF3H RPL26 RPL34 RPS25 EIF3D RPL18 RPL35A RPL38 RPL27A RPL27 RPL21 RPS11 FAU RPL30 RPS27A RPL29 EIF2B1 EIF4G1 RPL9 RPS20 RPL35 RPL36 RPS15A
"tRNA processing in the mitochondrion"	0.0380165289256198	0.286179981634527	-0.659659241128082	-1.52879142105171	22	17	MT-ND3 MT-CO1 MT-ND4 MT-ND6 MT-ND4L MT-ATP6 MT-CO3 MT-ND5 MT-ATP8 MT-CYB MT-CO2 MT-ND1 MT-ND2 HSD17B10
"tRNA processing in the nucleus"	0.0448179271708684	0.311912526376367	0.459376204409466	1.45612613508383	15	57	POP1 NUP155 XPOT NDC1 NUP50 NUP58 NUP35 NUP188 POM121 NUP107 NUP210 TSEN2 CPSF4 ELAC2 RPP25 NUP54 NUP205 CPSF1 RPP30 TPR CSTF2 RANBP2 NUP160 TSEN54
