pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
"regulation of antigen presentation and immune response (M5.0)"	0.015527950310559	0.0430346051464064	0.46238504418764	1.56720263717763	4	75	CD19 ZAP70 CD3G UBASH3A HLA-DPA1 TLR10 LCK HLA-DMB CD3D PTPN22 HLA-DPB1 CD3E HLA-DQA1 CTLA4 HLA-DMA IRAK3 HLA-DRA FYN NCKAP1L THEMIS HLA-DRB1 SLA2 HLA-DQB1 ITK GRAP2 CD247 CD4
"T cell activation and signaling (M5.1)"	0.00239234449760766	0.0116937914406269	0.803502703690079	2.12262053736137	0	21	TRAF3IP3 ZAP70 CD3G CD52 LCK CD3D CD2 CD3E HLA-DRA HLA-DRB1 ITK CD247 CD4 GIMAP6 IL12RB1
"mitotic cell division (M6)"	0.00252525252525253	0.0116937914406269	0.879014737779867	2.41874857156419	0	27	CENPA BUB1B NDC80 BUB1 SPC25 KIF2C CENPE SPC24 ERCC6L CENPN CDCA8 NUF2 SKA1 MAD2L1 CDC20 KIF18A CENPF ZWINT CENPH ZWILCH BIRC5 PLK1 AURKB
"enriched in T cells (I) (M7.0)"	0.00557103064066852	0.0200144434127721	0.593650786406757	1.85620585727205	1	50	SIRPG GNLY CD27 KLRB1 SAMD3 ZAP70 CCL5 CD3G TIGIT UBASH3A SIT1 EOMES LCK CD6 CD3D CD96 CD2 CD3E GZMM CD28 NLRC3 SH2D1A SLA2 ITK ETS1 FLT3LG CD247 GIMAP6 GIMAP7 RASGRP1 BCL11B LAT
"T cell activation (I) (M7.1)"	0.00280112044817927	0.0119472841482941	0.788570407763392	2.43214195528566	0	47	SIRPG MS4A1 CD27 ZAP70 CCL5 CD3G TIGIT CAMK4 SIT1 EOMES LCK CD3D PTPN22 CD2 CD3E CD8B CD5 IKZF1 THEMIS CD28 IL21R NLRC3 SLA2 TXK ITK CD8A CORO1A RHOH CD247 IL12RB1 RASGRP1 BCL11B TCF7 PRKCQ
"T cell activation (II) (M7.3)"	0.00248756218905473	0.0116937914406269	0.750327723309074	2.04911157940765	0	26	SIRPG CXCR3 ZAP70 CCL5 CD3G TIGIT LCK CD3D PTPN7 CD3E NLRC3 SLA2 ITK CD247 IL12RB1 SP140 STAT4 SLAMF1 GPR171 NKG7
"E2F1 targets (Q3) (M10.0)"	0.0124069478908189	0.0356617647058824	0.609418864839899	1.7033282759647	4	28	MAP4K1 MELK CDC6 MCM6 ATAD2 E2F7 RAD51 MCM2 MCM4 ZNF367 POLE2 STMN1 EZH2 PCNA RANBP1
"E2F1 targets (Q4) (M10.1)"	0.0117370892018779	0.0355780516431925	0.698887299281289	1.82770616012392	4	20	PKMYT1 MELK PRIM1 CDC6 E2F7 RAD51 KNTC1 POLA2 MCM4 DCLRE1A POLE2 STMN1 SLBP PCNA RANBP1
"enriched in monocytes (II) (M11.0)"	0.00131061598951507	0.0116937914406269	-0.667972292671192	-2.23000825889784	0	173	LILRA5 S100A12 FPR2 S100A8 LILRA2 NLRP12 FPR1 NFE2 MNDA CLEC4E TREM1 SIRPB1 CSTA CSF3R FCGR2A AQP9 LILRA1 GLT1D1 S100A9 LILRB3 SLC11A1 HSPA6 LILRB1 TLR8 FGR LILRB2 P2RY13 SERPINA1 LILRA6 PLAUR FXYD6 C5AR1 CFD CD93 ITGAM SIGLEC9 PILRA CCR1 ANPEP CFP LST1 NCF1 NOD2 QPCT GCA LMO2 HCK VNN2 ASGR2 CRISPLD2 LAT2 IFI30 MAFB FCGR1B ALOX5 FCER1G PADI2 SIGLEC7 KLF4 SECTM1 ASGR1
"blood coagulation (M11.1)"	0.0479452054794521	0.116267123287671	-0.626772491669831	-1.52122915044203	27	21	TREM1 SERPINB2 SERPINA1 PLAUR CFD P2RX1 ITGAM
"TLR and inflammatory signaling (M16)"	0.00157728706624606	0.0116937914406269	-0.831198017598367	-2.25260143078139	0	41	FPR2 CXCR2 FPR1 NFE2 CSF3R AQP9 LILRB3 HSPA6 DYSF LILRB1 TLR8 FGR LILRB2 P2RY13 LILRA6 C5AR1 SIGLEC9 PILRA ANPEP NCF4 KCNJ2 FCGR2C FCGR1B ALOX5
"mismatch repair (I) (M22.0)"	0.00252525252525253	0.0116937914406269	0.762386589822304	2.09782771079567	0	27	EXO1 BUB1 PRIM1 MCM6 CHEK1 ZWINT SMC2 NCAPG2 MSH2 RACGAP1 FIGNL1 RFC3 TMPO MSH6 RFC4 RMI1 POLD3
"immune activation - generic cluster (M37.0)"	0.0277078085642317	0.0707278271244863	-0.377834631620954	-1.30994611267497	21	260	MAL FCGR3B LILRA5 G0S2 FPR2 S100A8 CXCR2 PROK2 CMTM2 NFE2 TREM1 SIRPB1 RASGRP4 AQP9 LIN7A HAL PTGS2 CLEC12A DYSF CHI3L1 IL1R2 CSF2RB GPR84 P2RY13 ITGAM SIGLEC9 ANPEP ELOVL4 OSCAR TFF3 CEACAM1 QPCT NCF4 BMX VNN2 CR1 VNN1 CRISPLD2 LAT2 ACSL1 SERPINB10 FCGR2C MBOAT2 PADI2 OLR1 STEAP4 ARHGEF10L CD9 JUP SAMD13 TACSTD2 NLRC4 CREB5 STX11 SLC19A2 CEACAM6 LRRK2 RUNX2 LGALS3
"enriched in neutrophils (I) (M37.1)"	0.00153846153846154	0.0116937914406269	-0.875477735947035	-2.42236628774124	0	45	FCGR3B CXCR1 G0S2 FPR2 MME FFAR2 PROK2 NLRP12 FPR1 CMTM2 TNFRSF10C NFE2 TREM1 CSF3R FCGR2A GLT1D1 LIN7A CHI3L1 DGAT2 C5AR1 MXD1
"cell division (stimulated CD4+ T cells) (M46)"	0.00248756218905473	0.0116937914406269	0.79866674269852	2.18112328748008	0	26	SHCBP1 DTL RRM2 TYMS CDC45 GINS1 KIF20A CDCA7 TOP2A CDCA3 UHRF1 ZWINT CDT1 CDK1 GGH RAD51 KIF4A
"enriched in B cells (I) (M47.0)"	0.00252525252525253	0.0116937914406269	0.742316875844324	2.04260270724391	0	27	IGHM CD79A CD22 MS4A1 SPIB CD19 AFF3 CD72 BLK
"enriched in B cells (II) (M47.1)"	0.00246305418719212	0.0116937914406269	0.811114804089426	2.19790997803557	0	25	IGHA1 IGHM CD79A MS4A1 CD19 CD180 DENND5B
"enriched in B cells (III) (M47.2)"	0.00235294117647059	0.0116937914406269	0.823965036412117	2.12996609099762	0	19	IGHA1 IGKC CD180 DENND5B HLA-DQA1
"enriched in activated dendritic cells/monocytes (M64)"	0.0070298769771529	0.0243535023851368	-0.771580849222001	-1.73874819624098	3	15	IL1B G0S2 IL1RN ANPEP
"antiviral IFN signature (M75)"	0.00173611111111111	0.0116937914406269	-0.768211172748259	-1.84543035854516	0	20	CXCL10 IL1B RSAD2 IFIT1 HERC5 DDX58 DDX60 IFIH1 OAS3
"DNA repair (M76)"	0.0117370892018779	0.0355780516431925	0.714961908392862	1.86974392805163	4	20	BRCA2 FANCI BRCA1 RFC3 FANCD2 RAD51 RFC4 POLD3 LIG1 FEN1 POLE2 RFC2 RFC5 RAD50 PCNA
"chemokines and inflammatory molecules in myeloid cells (M86.0)"	0.00176678445229682	0.0116937914406269	-0.834772007537434	-1.92715884361758	0	17	IL1B G0S2 BCL2A1 CCL20 CCL4 NFKBIA CXCL2 DUSP1 TNFAIP3 HS3ST3B1
"putative targets of PAX3 (M89.0)"	0.00175746924428823	0.0116937914406269	-0.831301823429839	-1.87332869585594	0	15	G0S2 SIK1 HBEGF NR4A1 NR4A2 CXCL2 EGR3 MAFF GEM EGR2 DUSP2
"cell cycle (III) (M103)"	0.0028328611898017	0.0119472841482941	0.714525120839722	2.22863320145962	0	51	BUB1B PKMYT1 CCNA2 BUB1 CDC45 E2F2 CDC6 TTK MAD2L1 MCM6 CCNB1 CDC20 ESPL1 CCNE2 CDC7 CDC25C CHEK1 CDC25A RBL1 CDK1 PLK1 MCM5 MCM2 DBF4 SMC3 MCM7 CCNB2 MCM4 MCM3 E2F1 ANAPC10 ATR
"MHC-TLR7-TLR8 cluster (M146)"	0.0187793427230047	0.0492323309224718	0.708305872615956	1.75223611054961	7	16	HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-G CD74 HLA-DRA HLA-DRB1 HLA-DQB1 HLA-C CD4 HLA-F TLR7 HLA-A HLA-B
"plasma cells & B cells, immunoglobulins (M156.0)"	0.0046189376443418	0.0179214780600462	0.818709367281745	1.99985280100546	1	15	IGKC CD22 SPIB CD52 GNG7 BLK ABCB4 VPREB3
"leukocyte differentiation (M160)"	0.0416666666666667	0.103632478632479	-0.664368769527223	-1.52922254228389	23	16	BTG2 IL1A NR4A2 JUNB LIF EGR2 ADAM8 BCL3
"enriched in activated dendritic cells (II) (M165)"	0.00164744645799012	0.0116937914406269	-0.813349206471386	-2.11710674344267	0	32	CXCL11 IFIT2 RSAD2 IFIT1 BCL2A1 MX2 LAMP3 HERC5 IFIT3 CSF2RB CCL20 ATF3 HESX1 HLX IFIH1
"B cell surface signature (S2)"	0.0125	0.0356617647058824	0.462110490694493	1.60563692665465	3	85	CD79A CD22 MS4A1 PCDHB8 CD19 LY9 CDH5 CD52 CD180 HLA-DPA1 EDNRB TLR10 SYT2 GPR37 KCNE4 HLA-DPB1 SELE CD72 HLA-DMA TRPC1 HLA-DRA PLD4 TMEM156 ABCB4 FREM2 SLC6A15 EGF CD37 JAM3 IMPG2 KCNMB3
"Monocyte surface signature (S4)"	0.00147058823529412	0.0116937914406269	-0.688627647931967	-2.08661311850172	0	75	FPR2 FPR1 TREM1 SIRPB1 CSF3R FCGR2A LILRB3 SLC11A1 CLEC12A DYSF LILRB1 IL1R2 LILRB2 P2RY13 NFAM1 FXYD6 C5AR1 CD93 P2RX1 ITGAM SIGLEC9 CCR1 CCR2 TMEM71 VNN2 ASGR2 FCGR1B STEAP4 ASGR1 PECAM1 IL6R TLR4 TLR1 CD163 PTPRE TNFRSF1B
