Symbol	logFC	logCPM	LR	PValue	FDR	DEG_1	DEG_5	DEG_10	Direction
NDRG4	0.688720954958242	2.99497252627922	9.01791938123033	0.00267345539182085	0.512445289054451	no	no	no	None
ZNF460	0.390855568980472	1.45520450967795	8.97898778292721	0.00273101894927368	0.517095124468575	no	no	no	None
IGSF22	0.662767863052014	-0.156896823649209	8.93966897865609	0.00279043284341832	0.521979040083287	no	no	no	None
CPPED1	0.538872360861831	6.11253452946753	8.88935379629389	0.00286838232787109	0.526893957355666	no	no	no	None
ELMO1	0.693575523807011	2.31008120351049	8.87907294270309	0.00288457982579103	0.526893957355666	no	no	no	None
CITED2	0.550785273300867	7.01350120554702	8.85525304403909	0.00292246601241026	0.527607061728856	no	no	no	None
DAAM2	0.975319566865615	0.362471585667762	8.81125748374708	0.00299377636681576	0.534268642197488	no	no	no	None
EVI2A	0.900256140500843	2.01277399473442	8.78448507038232	0.00303803310651924	0.536005704679747	no	no	no	None
ICAM3	1.23591542979945	2.17058078295522	8.73499917472753	0.00312159457196099	0.539984348849821	no	no	no	None
CRLF3	0.367282440564008	3.83875627496436	8.70786724321792	0.00316839673391406	0.539984348849821	no	no	no	None
PLCXD2	0.61806870617949	-0.201263485936128	8.70022373005008	0.00318170996225668	0.539984348849821	no	no	no	None
LRAT	0.547267101794082	1.4579464163476	8.68994593821179	0.00319970115253018	0.539984348849821	no	no	no	None
LAPTM5	0.695221762949337	7.29337912937961	8.54431210926539	0.00346603559424803	0.563400209484528	no	no	no	None
GAB2	0.477097821453303	5.24393440748792	8.5205595788	0.00351156497961363	0.563400209484528	no	no	no	None
ACAP2	0.219652077528705	6.92683065128134	8.51495142923588	0.00352240325403582	0.563400209484528	no	no	no	None
APOBEC3H	0.594244476217172	-0.58789620611045	8.49163392735149	0.0035678324571446	0.563400209484528	no	no	no	None
GFPT2	0.891342773167901	0.16328451481789	8.4813577490434	0.00358804211446071	0.563400209484528	no	no	no	None
GJB6	1.51984709985101	3.61841947923482	8.46177532261805	0.0036268767848403	0.563400209484528	no	no	no	None
LINC00592	0.753965273563748	-0.660491681190038	8.41912202199856	0.00371295045634306	0.563400209484528	no	no	no	None
HCST	0.623597436864983	-0.199317704735797	8.40941893283687	0.00373281949159059	0.563400209484528	no	no	no	None
RBP7	0.591594599442945	0.827918465223804	8.40800889281209	0.00373571581932731	0.563400209484528	no	no	no	None
FLG	1.25618773891927	2.95800249299015	8.39239254154987	0.00376794622760092	0.563400209484528	no	no	no	None
MFNG	0.651520349580674	1.96418376248806	8.35470895339641	0.00384689080019816	0.563400209484528	no	no	no	None
TM6SF1	0.721993788229665	0.274128212986656	8.34203766198235	0.00387381263876738	0.563400209484528	no	no	no	None
SLA	0.92341935896188	4.44731179459864	8.28324615013261	0.0040012532895719	0.563400209484528	no	no	no	None
MEGF9	0.405924023637376	5.84204471592504	8.28029519356846	0.00400776129163173	0.563400209484528	no	no	no	None
WFIKKN1	-0.557122330264842	-0.0411199261193054	8.2788650851068	0.00401091910830479	0.563400209484528	no	no	no	None
ANXA9	0.580636159854163	3.9654253709997	8.270053340549	0.00403043222393792	0.563400209484528	no	no	no	None
CYSLTR1	0.496423042348362	2.15604330115378	8.26741353324783	0.0040362967130493	0.563400209484528	no	no	no	None
ARHGAP15	0.823941008109765	2.05030752562386	8.25702914186051	0.00405945064546729	0.563400209484528	no	no	no	None
PRKCB	0.914794662765886	3.47630095771263	8.24675980982438	0.0040824809629385	0.563400209484528	no	no	no	None
SRGN	1.27108701258401	7.38699999067166	8.22476508152538	0.00413225541482264	0.563400209484528	no	no	no	None
IL22RA1	0.790208182016029	2.58451091351947	8.2013300552556	0.00418596922031539	0.563400209484528	no	no	no	None
TAGAP	0.965424289700062	4.60389325954523	8.18689901315155	0.00421939862137601	0.563400209484528	no	no	no	None
MT-ND5	-0.224887598123258	12.9332213721632	8.17347404261255	0.0042507414306549	0.563400209484528	no	no	no	None
HCAR2	0.601623925268502	5.14750933363422	8.14685867594334	0.00431358191691212	0.563400209484528	no	no	no	None
KRT80	0.895932130446366	7.61687834653381	8.14393571463451	0.00432054059139985	0.563400209484528	no	no	no	None
GGH	0.392908419231233	4.80391791556547	8.13775327237137	0.00433529676337486	0.563400209484528	no	no	no	None
PREX1	0.765134734365591	5.99393724222453	8.13583395138248	0.0043398882018242	0.563400209484528	no	no	no	None
AIF1L	0.66056268822606	4.23475534878696	8.0953349989902	0.00443793349797549	0.563400209484528	no	no	no	None
TRAPPC5	0.538549959416372	-0.348931321216888	8.08943092859126	0.00445241404439391	0.563400209484528	no	no	no	None
BST1	0.492659866187258	3.2249282916994	8.06699325974701	0.0045078857669507	0.563400209484528	no	no	no	None
KLHL7-DT	-0.600183305332988	0.195705922716209	8.05890298600985	0.00452805919918587	0.563400209484528	no	no	no	None
PNPLA1	0.859875386550273	-0.0486483735501762	8.04884007849049	0.00455327982211866	0.563400209484528	no	no	no	None
TBXAS1	0.789761642600101	3.45284637526843	8.0337217061182	0.00459144012974474	0.563400209484528	no	no	no	None
IFRD1	0.54923428578706	5.61573249519515	8.00853762995875	0.00465573197089472	0.563400209484528	no	no	no	None
XG	0.842692970302086	1.85810721215947	8.00640029919559	0.00466123034650705	0.563400209484528	no	no	no	None
WIPF1	0.767515176903644	5.28613592419853	8.00594655883822	0.00466239846394799	0.563400209484528	no	no	no	None
ARID3A	0.638843050539831	2.74525062353379	7.99870118710376	0.00468109152540925	0.563400209484528	no	no	no	None
RUBCNL	1.28935111554438	3.48642059302868	7.97104058095178	0.00475316071177769	0.564066660191455	no	no	no	None
RASGRP2	0.979243167172372	2.19315068302024	7.96870796422968	0.00475928973883039	0.564066660191455	no	no	no	None
CYTIP	0.936499823454236	3.86549554871997	7.92989518177527	0.00486246137223005	0.571928600494271	no	no	no	None
RNASE6	0.456709028284106	2.68532620909698	7.89566593644801	0.00495533903036941	0.573480480167284	no	no	no	None
LINC02560	1.30927012900709	2.766037597303	7.8894037100756	0.00497252557796788	0.573480480167284	no	no	no	None
TRAF3IP3	0.618000250733443	2.51455265442022	7.88434059259414	0.00498646559465305	0.573480480167284	no	no	no	None
SEMA3B-AS1	-0.435007882112811	-0.503569852852722	7.85328184913118	0.00507285379416665	0.577985567936718	no	no	no	None
FITM1	-0.36515622451605	-0.23485503590354	7.8436008265238	0.0051000916403021	0.577985567936718	no	no	no	None
RABGEF1	0.314429882051782	1.93958136599815	7.82008161301084	0.00516688625898569	0.580629553102867	no	no	no	None
ITGAL	0.650044419155136	4.32461471049787	7.80836659716168	0.00520048891613739	0.580629553102867	no	no	no	None
AMPD2	0.649906251248265	5.42405049510118	7.78460964026991	0.00526931749695855	0.580629553102867	no	no	no	None
GPR65	1.06814313155554	3.23142918743846	7.78334378342164	0.00527301088416233	0.580629553102867	no	no	no	None
FCHO1	0.742674868922324	2.24563829101072	7.74713395012199	0.00537978518603157	0.582316801911965	no	no	no	None
PSAT1	0.434668860238981	3.19545937277499	7.72980433611718	0.00543166351536995	0.582316801911965	no	no	no	None
EFR3B	0.655908243424898	0.0836591395255755	7.71836110312402	0.00546619958191693	0.582316801911965	no	no	no	None
CERS4	0.388425854182605	4.38785098623951	7.71623780348459	0.00547263235776324	0.582316801911965	no	no	no	None
HEPHL1	1.39926343281153	2.89639812744701	7.69951807633184	0.00552355712655165	0.582316801911965	no	no	no	None
WAS	0.860116645424557	4.10654997211933	7.68831345224503	0.00555795422479974	0.582316801911965	no	no	no	None
ARHGAP45	0.596329778290534	5.2450480159252	7.68225445746872	0.00557664566199055	0.582316801911965	no	no	no	None
USP38	0.278994249598432	5.95079557128229	7.66922516555724	0.00561705726170108	0.582316801911965	no	no	no	None
FMO2	0.660108116456588	7.35787105462355	7.6663910818383	0.00562588691786647	0.582316801911965	no	no	no	None
CBL	0.363301650898548	5.22349655493347	7.64747999305226	0.0056851683656001	0.583096148778198	no	no	no	None
DOCK2	0.642157045668198	4.11489458105943	7.64008314829553	0.00570852857234871	0.583096148778198	no	no	no	None
TLE3	0.553512087223723	5.96051329385213	7.60645435574781	0.00581597343879964	0.590188258894139	no	no	no	None
STAG2	0.173607921733757	6.87765056416358	7.58543756053734	0.0058841679696821	0.592037958824714	no	no	no	None
RNF175	0.7080027460226	0.467312352024332	7.57308796665697	0.00592461942682201	0.592037958824714	no	no	no	None
ELOVL4	1.01567012860031	2.11476695516046	7.54532728484422	0.00601658929610563	0.592037958824714	no	no	no	None
STX8	-0.1865962846879	4.14878465711854	7.50624918947501	0.00614852806151238	0.592037958824714	no	no	no	None
FAM126B	0.28271204453104	5.29522461855511	7.50322455732608	0.00615886238479866	0.592037958824714	no	no	no	None
AGAP2	0.685134361140809	2.10952169035067	7.49003212321573	0.00620414493614934	0.592037958824714	no	no	no	None
PIP4P2	0.485606050606021	2.17283697513824	7.4870804644781	0.00621432282900517	0.592037958824714	no	no	no	None
MIR27B	-0.619805298972373	-0.792941320520856	7.4660095086831	0.00628747637191459	0.592037958824714	no	no	no	None
FMNL1	0.750310782840557	5.36336832980049	7.46309101678537	0.00629767778399165	0.592037958824714	no	no	no	None
SOWAHC	0.532616662101705	5.75737990826363	7.45954000749248	0.00631011290941962	0.592037958824714	no	no	no	None
AP3S2	-0.191070441431389	5.25369025073232	7.42033613682236	0.00644907665998639	0.592037958824714	no	no	no	None
LYST	0.474570077670857	5.61352686945601	7.41034187599877	0.00648499989439852	0.592037958824714	no	no	no	None
GNA13	0.306075251138909	6.46377481114894	7.387429387737	0.00656812930669809	0.592037958824714	no	no	no	None
DOCK11	0.649857420478556	3.47123750439231	7.38253293994762	0.00658603488521986	0.592037958824714	no	no	no	None
NUP50	0.153691750814885	7.39474920785181	7.38083542993884	0.00659225405398497	0.592037958824714	no	no	no	None
EGR3	1.16410294274502	3.8178458234109	7.37608553854763	0.00660968811919387	0.592037958824714	no	no	no	None
ARHGAP9	0.887456255219878	4.62643073185581	7.3747367028853	0.00661464748135333	0.592037958824714	no	no	no	None
TSPAN32	0.580830331467785	0.144019612401711	7.36733235585402	0.00664193934082085	0.592037958824714	no	no	no	None
FGL2	0.600255637532144	4.87968433384317	7.36456364825102	0.0066521740992182	0.592037958824714	no	no	no	None
FAM83B	0.469253454084964	4.12883467185557	7.35973456010107	0.00667006378320398	0.592037958824714	no	no	no	None
HCAR3	1.04285457628353	2.89463566220839	7.35840054147063	0.00667501440058186	0.592037958824714	no	no	no	None
OLR1	0.876150877534194	1.96756421468295	7.35471944971161	0.00668869460837137	0.592037958824714	no	no	no	None
NRP2	-0.22968232108989	5.93426859083047	7.34242051426894	0.00673460969230394	0.592037958824714	no	no	no	None
CD300LB	1.00632671593381	0.761481434190458	7.3384849599682	0.00674937000592389	0.592037958824714	no	no	no	None
CERCAM	-0.496085789102934	1.71635168298406	7.31539402599749	0.006836640768823	0.593712707902705	no	no	no	None
FLI1	0.726098352141276	2.92310532580082	7.30449487177623	0.00687823300508023	0.593712707902705	no	no	no	None
HMGCR	0.325544136497766	6.29872927731642	7.30320242027652	0.00688318223769722	0.593712707902705	no	no	no	None
MAP2	0.914962222189857	3.03933449471876	7.28609118409371	0.00694905087106584	0.596082673061703	no	no	no	None
TNFSF8	0.75031311098588	0.00864280288166737	7.25238365339223	0.00708069593342784	0.597212792080504	no	no	no	None
FLT1	0.93003695172354	2.49065712077624	7.23294771626675	0.00715775854802366	0.597212792080504	no	no	no	None
PIK3CD	0.606722002173598	5.29715481046896	7.22749309112028	0.00717953950591205	0.597212792080504	no	no	no	None
FLRT1	-0.531530039050432	-0.286225028205224	7.22308024109016	0.00719721008351859	0.597212792080504	no	no	no	None
RNASE7	1.50473541717314	4.44289384901266	7.22020201951636	0.0072087594175406	0.597212792080504	no	no	no	None
FAM157C	0.770969361916082	2.05500695281143	7.21966808365384	0.00721090400389165	0.597212792080504	no	no	no	None
SYT11	0.50802096970216	1.33647280600291	7.21455278428691	0.00723148299054069	0.597212792080504	no	no	no	None
TCP11L1	0.227629328803501	2.166106685153	7.19241487518853	0.00732123861955391	0.600608343712169	no	no	no	None
PCF11	0.224700915992171	5.926343074035	7.18358579060128	0.00735735196566161	0.600608343712169	no	no	no	None
RAC2	0.746818234080358	5.23216226777228	7.16083317852049	0.00745125777839767	0.600608343712169	no	no	no	None
LPCAT1	0.471975790862607	5.13069019596984	7.1607777194714	0.00745148816244371	0.600608343712169	no	no	no	None
MAST3	0.50086389215764	4.53911922770116	7.15728333990735	0.00746601895764838	0.600608343712169	no	no	no	None
SH2D3C	0.763493481778889	2.50583623918788	7.14454169592831	0.00751924876063449	0.60177245493614	no	no	no	None
ITGB2	0.67916392963045	5.98680556096587	7.13155958687354	0.00757388219788229	0.603036384637541	no	no	no	None
PLCL1	0.537531680492623	-0.0864307191016521	7.11481343317239	0.00764495597291609	0.60538226730262	no	no	no	None
PADI2	0.772761998985333	3.85962786537623	7.10630492463959	0.00768132852367745	0.60538226730262	no	no	no	None
BMP2	0.855247529360128	2.56477060570491	7.09696678291247	0.00772145132287333	0.605470975954199	no	no	no	None
ITSN2	0.349167298700015	6.46483822717182	7.06789846819343	0.00784772508513718	0.607338484629488	no	no	no	None
NOL12	-0.326737288868083	1.62572663634699	7.06679557476444	0.00785255745878749	0.607338484629488	no	no	no	None
TFF1	-0.72257674425392	5.2990571253964	7.06111400388799	0.00787749975557346	0.607338484629488	no	no	no	None
AATK	1.04705621813597	2.87234907108121	7.05561055547979	0.00790173733705762	0.607338484629488	no	no	no	None
AOAH	0.68758588794545	2.58126436530366	7.041135753975	0.00796585013477615	0.609250193066673	no	no	no	None
C3orf52	-0.181401562210211	4.29142381009204	7.02645947193001	0.0080313986330909	0.611252427340046	no	no	no	None
CENPV	-0.291691176835582	2.8707118067868	6.99865239507608	0.008157110064055	0.611675888572027	no	no	no	None
FAM53C	0.385396998831808	5.52690857148156	6.96985945214008	0.00828940072952532	0.611675888572027	no	no	no	None
APBB1IP	0.878334333222294	3.92315413674799	6.9604777971393	0.0083329777060011	0.611675888572027	no	no	no	None
AP4E1	0.178436757509475	4.70330523840173	6.9408114011668	0.00842508867857921	0.611675888572027	no	no	no	None
NDEL1	0.428741801817756	6.46993153165719	6.93057279077435	0.00847345470607975	0.611675888572027	no	no	no	None
PDE4B	1.04704910133003	4.66363175596677	6.92409975688548	0.00850417908471948	0.611675888572027	no	no	no	None
UBXN7	0.154752509493357	5.87689323089564	6.91126516922097	0.00856543626778448	0.611675888572027	no	no	no	None
ZNF426-DT	-0.422412170178316	-0.369737547931406	6.90941926546149	0.00857428350387819	0.611675888572027	no	no	no	None
ATP13A1	-0.134545456920518	6.31666558776011	6.90488623526569	0.00859604957835045	0.611675888572027	no	no	no	None
TBC1D14	0.198406384309113	5.71198702211665	6.89999513008652	0.00861959844024035	0.611675888572027	no	no	no	None
EHF	0.226452279965825	8.58279629640801	6.89911511017155	0.00862384241379043	0.611675888572027	no	no	no	None
LRFN1	0.752402311603529	0.890206153872448	6.8841292250753	0.00869644237190008	0.611675888572027	no	no	no	None
SPIRE1	0.425442873700203	4.81861032140696	6.88205258903062	0.00870655198482506	0.611675888572027	no	no	no	None
GMFG	0.919316337612838	3.20304169918884	6.87509293604835	0.00874052121331576	0.611675888572027	no	no	no	None
NR4A3	0.882720331246992	3.41986614889584	6.87364132446646	0.0087476234360246	0.611675888572027	no	no	no	None
MARCHF7	0.21924028657137	6.79439688311055	6.86577093675312	0.00878623343237415	0.611675888572027	no	no	no	None
WWTR1	0.250330658943384	6.12163084466261	6.86227208812453	0.00880345380891651	0.611675888572027	no	no	no	None
UHRF1BP1L	0.221803373220699	5.23489931868936	6.84711267740417	0.00887846434537006	0.611675888572027	no	no	no	None
KCNS1	0.548076300951712	1.76324472567653	6.82969540218595	0.00896545531941739	0.611675888572027	no	no	no	None
C19orf38	0.672862601526784	1.73406126280122	6.8212321983399	0.00900803952902736	0.611675888572027	no	no	no	None
GPSM3	0.559057393496016	5.26350130212085	6.81808997954788	0.00902390286645457	0.611675888572027	no	no	no	None
TNFRSF1B	0.876580729082063	5.58843636205133	6.80894272105373	0.00907024538198282	0.611675888572027	no	no	no	None
LRRK2	0.68849154575624	5.39252297635619	6.8069961627247	0.00908013858523149	0.611675888572027	no	no	no	None
CHD1	0.308368201913544	6.17465053152393	6.80100395373283	0.00911066285225626	0.611675888572027	no	no	no	None
TIGIT	0.589587664142867	0.75815438947777	6.7887113970436	0.00917361034489683	0.611675888572027	no	no	no	None
HCP5	0.227351288593471	6.46359025830693	6.78804323460996	0.00917704459351055	0.611675888572027	no	no	no	None
SLC15A1	0.747793599937612	2.60340384994966	6.7715864964258	0.00926204646400108	0.611675888572027	no	no	no	None
FBXO11	0.141229290004998	5.41966373050949	6.76092016155403	0.00931757019120964	0.611675888572027	no	no	no	None
EGR1	0.919557426244826	6.41076338610263	6.75493080620515	0.00934889719031074	0.611675888572027	no	no	no	None
MST1R	-0.208154817301705	5.24607853742746	6.75057788081814	0.0093717326077786	0.611675888572027	no	no	no	None
FGFBP2	-0.691672479742994	-0.385313153029811	6.74631458773111	0.00939415319542007	0.611675888572027	no	no	no	None
LBR	0.341200808005774	5.42484999801612	6.74186466383206	0.00941761387835628	0.611675888572027	no	no	no	None
SRPK3	-0.392123805404637	1.06298370879713	6.73977188932616	0.00942866804809009	0.611675888572027	no	no	no	None
GFOD2	0.363687654689562	5.53583244852054	6.7368146221168	0.00944431118853282	0.611675888572027	no	no	no	None
COTL1	0.623264387399482	6.43328093744194	6.7366589164407	0.00944513556563259	0.611675888572027	no	no	no	None
IL16	0.517324066731163	3.64990663382787	6.73450161718378	0.00945656488344719	0.611675888572027	no	no	no	None
TRPV3	1.08824745569407	3.10388875969652	6.7262021773966	0.00950066736612002	0.611675888572027	no	no	no	None
UMPS	0.297693340053224	5.31307727808511	6.71994740411307	0.00953404386412666	0.611675888572027	no	no	no	None
SLC9A3-AS1	-0.371524426619634	4.99324176088119	6.70398374868695	0.0096197741589952	0.611917466868421	no	no	no	None
MMP19	0.831027202889787	0.922945571210879	6.69152473098877	0.00968723183415495	0.611917466868421	no	no	no	None
MRPL38	-0.258724345660222	1.5421846243586	6.69059333024722	0.00969229420798402	0.611917466868421	no	no	no	None
CXCL8	1.12660513299909	8.51467068597984	6.68022140568218	0.00974885147013913	0.611917466868421	no	no	no	None
MOB3A	0.503332325500585	5.46819111397173	6.67581815236754	0.00977296420306225	0.611917466868421	no	no	no	None
SMCHD1	0.45169795709905	7.11426509279082	6.67557748299701	0.00977428389690637	0.611917466868421	no	no	no	None
TBC1D10C	0.534994588593957	3.72773298338115	6.64023526391291	0.00997007672059183	0.620002882734548	no	no	no	None
HTR3A	1.09766558271005	2.63068694324944	6.63787399786969	0.00998330031454573	0.620002882734548	no	no	no	None
GNG7	0.589059353278193	0.577410732952981	6.62911553215663	0.0100325067939893	0.620576495950112	no	no	no	None
