Symbol	logFC	logCPM	LR	PValue	FDR	DEG_1	DEG_5	DEG_10	Direction
MYO1F	2.56919082978936	6.3172688341573	27.2792012658779	1.76095446093748e-07	0.000118872082437023	yes	yes	yes	Up
PRKCB	2.25699392135727	3.81491432945746	26.9935347296329	2.04137121015899e-07	0.000132059705870535	yes	yes	yes	Up
IL18RAP	2.59618017148494	3.76001771275558	26.6595684177552	2.42646170208987e-07	0.00014644184491318	yes	yes	yes	Up
NCF1	2.82178489933438	4.25565768264124	26.6390789641322	2.45233026390743e-07	0.00014644184491318	yes	yes	yes	Up
CYTIP	2.29308907732535	4.25493884898887	26.5230256922146	2.60415584982737e-07	0.00014974860638674	yes	yes	yes	Up
FLI1	1.85560059149873	3.20106642085747	26.4080593809989	2.76384863164989e-07	0.000152885086730254	yes	yes	yes	Up
MMP25	2.92591620100207	5.79866624559675	26.3449535979981	2.85564054822708e-07	0.000152885086730254	yes	yes	yes	Up
SKAP2	2.08519203285724	3.73175070709695	26.0863685070626	3.26480841444323e-07	0.000165161989914878	yes	yes	yes	Up
APBB1IP	2.29599350753369	4.32889743331927	26.0670092853144	3.29770815880537e-07	0.000165161989914878	yes	yes	yes	Up
SIRPB1	2.61486473176002	4.24284463698942	25.5738755335566	4.25764967768472e-07	0.000199742732260099	yes	yes	yes	Up
ABTB1	1.69105789099865	5.29235665979433	25.5724878489664	4.26071278781879e-07	0.000199742732260099	yes	yes	yes	Up
TAGAP	2.32101071277908	5.04162705363442	25.5218042834681	4.37411625456869e-07	0.000199742732260099	yes	yes	yes	Up
SH2D3C	1.99842624031256	2.65794520231323	25.2876780130365	4.93853574029212e-07	0.000219073445439358	yes	yes	yes	Up
KDM5C	-0.449206257262315	7.35140687570871	25.159536105303	5.27780264513664e-07	0.00022240648499842	no	no	no	None
FOS	2.55806196923442	7.79425839453076	25.0495662514451	5.58753229804645e-07	0.00022240648499842	yes	yes	yes	Up
RGS2	2.69208354292124	7.23608420490489	25.0099805580188	5.70343173248956e-07	0.00022240648499842	yes	yes	yes	Up
WIPF1	1.86184186215276	5.6058435221247	24.9965595664748	5.74327051317459e-07	0.00022240648499842	yes	yes	yes	Up
SLC2A3	3.21757372583034	6.8496404882995	24.964219903399	5.84041728551937e-07	0.00022240648499842	yes	yes	yes	Up
FMNL1	1.91606884351104	5.6477991557825	24.9534419197705	5.87315849860571e-07	0.00022240648499842	yes	yes	yes	Up
EVI2B	2.19813358614796	5.26640586583589	24.8144926793663	6.31210982968356e-07	0.000233337660037302	yes	yes	yes	Up
RGS18	2.36373659304531	2.54424020949628	24.7321234266567	6.58769828334189e-07	0.000237363373138056	yes	yes	yes	Up
ARHGAP25	1.90412075054024	4.5320767927186	24.6618437002411	6.83235694449861e-07	0.000237363373138056	yes	yes	yes	Up
GIMAP4	1.96045987226147	2.93181057113851	24.6426573434367	6.90071786796654e-07	0.000237363373138056	yes	yes	yes	Up
RASSF2	2.11091054706542	5.78803486045707	24.6061931076481	7.03253585234481e-07	0.000237363373138056	yes	yes	yes	Up
PHACTR1	2.45147892434424	4.16837337213666	24.5023260207383	7.42201830883119e-07	0.000245179268644496	yes	yes	yes	Up
TYROBP	1.96624226248892	4.91350274961551	24.4169792150013	7.75819060910173e-07	0.000250945140410236	yes	yes	yes	Up
RASGRP2	2.39612863471136	2.40851229652206	24.201686201419	8.67562905868895e-07	0.000274893503602458	yes	yes	yes	Up
ALOX5AP	2.30052373183499	4.79835089666671	24.1142045773547	9.07881314484565e-07	0.000279496349990407	yes	yes	yes	Up
CD37	1.9012302886872	3.80560299515861	24.0926656399361	9.18093124404919e-07	0.000279496349990407	yes	yes	yes	Up
PECAM1	2.06938214192397	5.58142234102354	23.9295624750051	9.99254634629275e-07	0.000286194768606312	yes	yes	yes	Up
PDE4B	2.65666326426589	5.19102523607078	23.9069884493024	1.011040707845e-06	0.000286194768606312	yes	yes	yes	Up
SELPLG	1.87393469170417	5.27477067137857	23.898733500541	1.01538540519585e-06	0.000286194768606312	yes	yes	yes	Up
TLR8	2.70246148004132	3.9341053168799	23.8821609141401	1.02416440167513e-06	0.000286194768606312	yes	yes	yes	Up
P2RY13	2.29522964853884	4.22361352104093	23.8669995908258	1.03226246566749e-06	0.000286194768606312	yes	yes	yes	Up
VNN2	2.11403119035243	5.97501970305622	23.7981353710621	1.06986052034723e-06	0.000286746506353407	yes	yes	yes	Up
BTG2	1.9123899782654	7.26109049430623	23.7957447975875	1.0711900920068e-06	0.000286746506353407	yes	yes	yes	Up
LRRK2	1.81391585356722	5.81784834068045	23.7275408661001	1.10982936879346e-06	0.000292054419998088	yes	yes	yes	Up
NCF4	2.25112683916033	4.50627143010924	23.6584693734474	1.15038504633509e-06	0.00029768130382331	yes	yes	yes	Up
RASGRP4	2.91938026353756	4.18465248313571	23.6013535744865	1.18504127340529e-06	0.000301622144440828	yes	yes	yes	Up
DYSF	2.68545400417639	4.69545375147374	23.4102337254293	1.30880413673812e-06	0.000321724953240849	yes	yes	yes	Up
RUBCNL	2.91563405074641	4.02540041716663	23.3884111023094	1.32373618639457e-06	0.000321724953240849	yes	yes	yes	Up
FYB1	1.88975382338034	5.62766510171951	23.3628105416637	1.34147121516834e-06	0.000321724953240849	yes	yes	yes	Up
ICAM3	2.78800983888554	2.68551871885338	23.3550278673109	1.34690982614036e-06	0.000321724953240849	yes	yes	yes	Up
PTPRC	2.07284084914163	7.02205280863585	23.3218913801798	1.37031456191924e-06	0.000322356119520577	yes	yes	yes	Up
SRGN	2.85487696147319	7.94437133582813	23.2516533843659	1.42128208311436e-06	0.000328292084395033	yes	yes	yes	Up
LILRA1	2.56107503003293	2.74484832984052	23.122591359486	1.51994358822212e-06	0.000328292084395033	yes	yes	yes	Up
MNDA	2.86879592045184	6.62029093872296	23.1220776766627	1.52034969302522e-06	0.000328292084395033	yes	yes	yes	Up
FCGR3A	1.68636204335545	4.18640401112906	23.0957154297816	1.54133779618721e-06	0.000328292084395033	yes	yes	yes	Up
NTNG2	2.67449700204737	1.63451549519489	23.0777366456434	1.555817908978e-06	0.000328292084395033	yes	yes	yes	Up
PREX1	1.82156158519206	6.33128819839412	23.0529963660986	1.57596706291282e-06	0.000328292084395033	yes	yes	yes	Up
SAMSN1	2.43408048148997	4.60908135510651	23.0292277055863	1.59557139003664e-06	0.000328292084395033	yes	yes	yes	Up
LILRB3	2.58066574829769	4.62940783160056	23.0290058251031	1.59575554412327e-06	0.000328292084395033	yes	yes	yes	Up
EVI2A	1.98803380364295	2.32745268654545	23.0092548012669	1.61223400004686e-06	0.000328292084395033	yes	yes	yes	Up
LST1	2.20184367823145	4.02349263962624	22.9939310228728	1.62513625722846e-06	0.000328292084395033	yes	yes	yes	Up
S1PR4	2.46981004966645	2.6200435096329	22.9903818918329	1.62813928239196e-06	0.000328292084395033	yes	yes	yes	Up
ATG16L2	1.72924090170065	5.61642217765081	22.8197655135842	1.77926393394045e-06	0.00034961494388827	yes	yes	yes	Up
SLC11A1	2.80352349004498	5.60836775145227	22.8148069550014	1.78386038763133e-06	0.00034961494388827	yes	yes	yes	Up
PIK3R5	1.93688696898632	4.37227139495601	22.7913768355298	1.80574112360029e-06	0.00034961494388827	yes	yes	yes	Up
TBXAS1	1.8992449399636	3.78464822153937	22.7720836293339	1.8239604827354e-06	0.00034961494388827	yes	yes	yes	Up
INKA2	1.84429382793935	4.30833305913701	22.7296823849909	1.86465228827927e-06	0.000353055993022242	yes	yes	yes	Up
LAT2	2.07993485798448	3.58238625445431	22.6834708278636	1.91003860544974e-06	0.000357292281785695	yes	yes	yes	Up
LRFN1	1.91981469971472	1.11548601192043	22.5852404015583	2.010230345367e-06	0.000367388801263782	yes	yes	yes	Up
C3AR1	1.60226427053721	2.69755047017177	22.5749077248586	2.02107111138701e-06	0.000367388801263782	yes	yes	yes	Up
PSTPIP1	1.8099060705092	2.49435904024676	22.5617113320629	2.03500173313701e-06	0.000367388801263782	yes	yes	yes	Up
SPI1	2.11976113830852	5.96509524034728	22.3983933574506	2.21559275595002e-06	0.000391534332889498	yes	yes	yes	Up
LILRA2	2.9052780626688	3.66190908781799	22.3743455470372	2.24350908288806e-06	0.000391534332889498	yes	yes	yes	Up
CORO1A	1.69062394314982	5.71267694058456	22.3735829733115	2.24440007903937e-06	0.000391534332889498	yes	yes	yes	Up
SLC19A1	1.87706786002613	3.17320910006289	22.2620818356062	2.37857435136777e-06	0.000410330504214845	yes	yes	yes	Up
ARHGAP45	1.4368547086806	5.16753458024321	22.219924115255	2.43137586595194e-06	0.000414830128513954	yes	yes	yes	Up
PRKX	-0.600252206318784	5.42244595139746	22.1893949647876	2.47034554171247e-06	0.000416897661745954	no	no	no	None
ITGAM	2.27965312698435	3.80722113599197	22.1272176475796	2.55166188875546e-06	0.00042599034929911	yes	yes	yes	Up
PARVG	1.50642157132415	3.07261847003334	22.0853674074647	2.60790098362245e-06	0.000430747560337471	yes	yes	yes	Up
DOK3	2.09114614285706	4.75029974833778	22.0343567066319	2.67813454480419e-06	0.000432920973945666	yes	yes	yes	Up
OSM	3.25132426671807	4.98036347389607	22.0286064450511	2.686169816038e-06	0.000432920973945666	yes	yes	yes	Up
LRRC25	2.13835110843038	3.56582222722973	22.0097901619106	2.71263267435269e-06	0.000432920973945666	yes	yes	yes	Up
ITGAX	2.31145605393959	6.99542499845979	21.9957181686087	2.7325940645804e-06	0.000432920973945666	yes	yes	yes	Up
CASS4	2.6049312884667	4.03443313343847	21.9301463772268	2.82756990607948e-06	0.000443442932947373	yes	yes	yes	Up
GMFG	2.22957908853209	3.3887778250489	21.8629565473047	2.92832625601924e-06	0.000454651934509547	yes	yes	yes	Up
CMTM2	3.02985040277834	2.24143094451414	21.8085522885289	3.01254325032802e-06	0.000463096500045473	yes	yes	yes	Up
BEST1	1.9604874919773	2.57225934650294	21.7094795721143	3.17219842604499e-06	0.000482858360419358	yes	yes	yes	Up
CSF3R	2.91922736433444	8.34314226197127	21.6779973572151	3.22468855226262e-06	0.000483000858228201	yes	yes	yes	Up
TLR4	1.93560355391257	5.07903505396076	21.669989330439	3.23817875816235e-06	0.000483000858228201	yes	yes	yes	Up
PPP1R18	1.6542238918698	5.4005856363731	21.6333418664982	3.30064071209191e-06	0.000483000858228201	yes	yes	yes	Up
OFD1	-0.418909931916345	5.42324824361646	21.6285678094213	3.30886612633041e-06	0.000483000858228201	no	no	no	None
MPP1	1.38868386857568	3.76063435754523	21.6171162605234	3.32868039613664e-06	0.000483000858228201	yes	yes	yes	Up
SMC1A	-0.361943315473294	6.35571795092757	21.5955497922939	3.36632001971456e-06	0.000483675446913692	no	no	no	None
CD93	2.16522657240338	4.45998947554499	21.5789202557075	3.39563465886851e-06	0.000483675446913692	yes	yes	yes	Up
C19orf38	1.63724254810943	1.8396222620659	21.5260905766967	3.49047343672965e-06	0.000492664459806041	yes	yes	yes	Up
LILRB2	2.24608292959655	4.54408469062289	21.4986535595698	3.54077185327672e-06	0.00049526147562139	yes	yes	yes	Up
PILRA	2.1004637889517	4.01408966238761	21.4801292673369	3.57514183356787e-06	0.000495604036678346	yes	yes	yes	Up
PADI2	1.89599559156755	4.105582729737	21.4201484435843	3.68874406613166e-06	0.000506826905935931	yes	yes	yes	Up
ARID3A	1.48775704643938	2.9753740302251	21.3860790942599	3.7548764378857e-06	0.000507765085787582	yes	yes	yes	Up
TNFRSF1B	2.13674323439391	5.93063642353483	21.3800607603213	3.76668173337153e-06	0.000507765085787582	yes	yes	yes	Up
AGAP2	1.57719359692527	2.12122780951718	21.3607736249991	3.80476603649588e-06	0.000507765085787582	yes	yes	yes	Up
CFP	1.94323189479385	3.15793486201453	21.3499091052985	3.82638896284601e-06	0.000507765085787582	yes	yes	yes	Up
MFNG	1.430522396134	1.85580041810083	21.3025260107942	3.92214329732199e-06	0.000512644045697847	yes	yes	yes	Up
THEMIS2	2.01933583408118	4.88519485335514	21.2990838300336	3.92919241517736e-06	0.000512644045697847	yes	yes	yes	Up
LCP2	2.07609819426879	5.91333922961116	21.1866359816336	4.16659709268263e-06	0.000539088220508255	yes	yes	yes	Up
LIMD2	1.59479826476538	4.25472120600191	21.031462656114	4.51802881018836e-06	0.000579726572784996	yes	yes	yes	Up
SIRPB2	2.45323375338009	2.38766369146668	21.0015608861589	4.58909344945925e-06	0.000584018564723806	yes	yes	yes	Up
HCK	2.21044079544404	5.33560183503146	20.9589444448811	4.69231894206529e-06	0.0005923003568659	yes	yes	yes	Up
PIK3CD	1.48539760531923	5.39337724533146	20.917498757934	4.79494343571606e-06	0.00060037332083006	yes	yes	yes	Up
DOCK2	1.48143012019423	4.30891915903128	20.8630335476128	4.93323904862166e-06	0.00060597734600601	yes	yes	yes	Up
RAC2	1.79045982824613	5.4570822415916	20.8516231541024	4.96271519424686e-06	0.00060597734600601	yes	yes	yes	Up
PLEK	2.36097412008034	6.31689372004983	20.8397481469287	4.99357928114628e-06	0.00060597734600601	yes	yes	yes	Up
FCGR2A	2.39037036326193	6.3020633026652	20.8388889223241	4.9958199335804e-06	0.00060597734600601	yes	yes	yes	Up
GPR65	2.40966960693168	3.75217580461088	20.812055733247	5.06630460212156e-06	0.000609763141492553	yes	yes	yes	Up
PLXNC1	1.65675573598915	5.22181584325251	20.7145487743621	5.33094194035596e-06	0.000636678496661282	yes	yes	yes	Up
GAPT	1.52579192478675	2.11404501040968	20.562332867824	5.77207223843884e-06	0.000684100714305355	yes	yes	yes	Up
ADGRG3	2.80626613797572	5.07328206158226	20.4924217385531	5.9867814749472e-06	0.000704172493788108	yes	yes	yes	Up
AOAH	1.58805038325262	2.79090657673001	20.4447176377594	6.13787295392456e-06	0.000716515905884456	yes	yes	yes	Up
SNX10	1.78607248708862	3.01749024463051	20.4217575443047	6.21195220680106e-06	0.000719752014647711	yes	yes	yes	Up
WDFY4	1.61999432015102	3.67081806812479	20.404659683276	6.26769975142583e-06	0.000720831898819536	yes	yes	yes	Up
NFE2	2.68818212551467	2.88253026169037	20.3109562270785	6.58225884899195e-06	0.000751442285951831	yes	yes	yes	Up
ANKRD44	1.16871071020776	4.11196867482493	20.2792579312083	6.69221735400796e-06	0.000755801767087011	yes	yes	yes	Up
CXCR4	1.84229554104419	4.9612838962415	20.2719565864022	6.71780522079141e-06	0.000755801767087011	yes	yes	yes	Up
P2RX1	2.16664502798556	1.73737498216963	20.2503172737058	6.79421940530645e-06	0.000758037239941523	yes	yes	yes	Up
GLT1D1	2.69421424934834	3.625419518172	20.2260466432837	6.88096410510828e-06	0.000758037239941523	yes	yes	yes	Up
NLRP3	2.19395657631966	2.83822561661874	20.2251622182491	6.8841460023029e-06	0.000758037239941523	yes	yes	yes	Up
ARHGAP15	1.77507106769498	2.28017096326821	20.2025849121174	6.96587442032074e-06	0.000761634973590844	yes	yes	yes	Up
MOB3A	1.25864940423346	5.64824236520756	20.1483025309051	7.16638173443452e-06	0.0007754541831259	yes	yes	yes	Up
LINC02887	2.1388343081597	1.05424635586321	20.1334910966017	7.22209116317429e-06	0.0007754541831259	yes	yes	yes	Up
IFITM2	1.9544877415239	7.3207113647259	20.1191432393	7.27647148150414e-06	0.0007754541831259	yes	yes	yes	Up
LCP1	1.8671898861759	7.65648610902412	20.1092046402452	7.31438091156707e-06	0.0007754541831259	yes	yes	yes	Up
PFKFB4	1.52989077780856	2.88309845390908	20.1019984664539	7.34199181498823e-06	0.0007754541831259	yes	yes	yes	Up
GNG2	1.38587395335999	3.22499686281574	20.0679073738537	7.47403904222207e-06	0.000784067095740135	yes	yes	yes	Up
TREM1	2.99340850367773	5.89644383319043	20.0371749411436	7.5951192176066e-06	0.000790688005794948	yes	yes	yes	Up
RGS19	1.17566155948964	4.23916466506263	20.0175271488283	7.67355784410672e-06	0.000790688005794948	yes	yes	yes	Up
ZEB2	1.44238374569125	3.93971809471661	20.0134510187239	7.68993229904915e-06	0.000790688005794948	yes	yes	yes	Up
TNFRSF10C	2.69802936670047	5.58877798916647	19.971427732285	7.86080511763838e-06	0.000798229742651165	yes	yes	yes	Up
LAPTM5	1.49476073526254	7.56432115503854	19.950744931702	7.94629892224322e-06	0.000798229742651165	yes	yes	yes	Up
PLAUR	2.12373854648795	6.20003470641297	19.9490420886779	7.95337919634378e-06	0.000798229742651165	yes	yes	yes	Up
AMPD2	1.52988026457426	5.63594485140138	19.9453073293307	7.96893018877563e-06	0.000798229742651165	yes	yes	yes	Up
AIF1	1.65550864600137	3.83902311843755	19.8534136829994	8.36132846401059e-06	0.000832166575206592	yes	yes	yes	Up
FCER1G	1.54171475950838	4.58245164226943	19.8397333307947	8.42138175814044e-06	0.000832804924693557	yes	yes	yes	Up
RIPOR2	1.77117103743012	6.10135206765363	19.7570488080413	8.79367712700126e-06	0.000864117918188745	yes	yes	yes	Up
CLEC4E	2.90335478838006	3.07232244793756	19.7319284178636	8.91002419441649e-06	0.000868415638925517	yes	yes	yes	Up
LIN7A	2.28681946026222	1.34448556557351	19.72141923754	8.95915566203665e-06	0.000868415638925517	yes	yes	yes	Up
ITGB2	1.59444528987278	6.20296522704739	19.7116202853548	9.00521176523304e-06	0.000868415638925517	yes	yes	yes	Up
FERMT3	1.61935762965605	4.21564244727469	19.6453980862484	9.32275700057138e-06	0.000893488427104144	yes	yes	yes	Up
CHST11	1.41056621389742	4.38393973477278	19.6227255295305	9.43403920396604e-06	0.000898606703563047	yes	yes	yes	Up
SOCS3	2.19334935386966	6.89908894667678	19.6105091116642	9.49455215136428e-06	0.000898856199402938	yes	yes	yes	Up
REM2	1.53843139826142	1.60202119973133	19.5745978582885	9.67470148135206e-06	0.000910360092118012	yes	yes	yes	Up
TLR6	1.55240521508295	3.37146571074222	19.5062011830649	1.00273629321647e-05	0.000934458459081353	yes	yes	yes	Up
SLA	2.0120107548185	4.7684660460711	19.5016701531335	1.00511762634668e-05	0.000934458459081353	yes	yes	yes	Up
G0S2	2.72766276697514	6.20857973239713	19.4192504168591	1.04943904019565e-05	0.000966126264072357	yes	yes	yes	Up
HLX	2.54034051262405	2.29710341468039	19.409010719515	1.05508079037944e-05	0.000966126264072357	yes	yes	yes	Up
CXCL8	2.59261731206179	9.08367659538781	19.3993160094653	1.06045033386863e-05	0.000966126264072357	yes	yes	yes	Up
GPSM3	1.3271016444521	5.43321725089861	19.3649591104698	1.07970125110683e-05	0.000966126264072357	yes	yes	yes	Up
CELF2	1.33983629459787	4.73890329794517	19.3648561881492	1.07975944476429e-05	0.000966126264072357	yes	yes	yes	Up
FAM157C	1.86002208415877	2.43198900392112	19.3635290400778	1.08051011424347e-05	0.000966126264072357	yes	yes	yes	Up
MEFV	2.6659708050758	4.09566846433831	19.3488267230753	1.08886126859036e-05	0.000966126264072357	yes	yes	yes	Up
TRAPPC2	-0.361617047610828	3.50804997253264	19.3486517013909	1.08896107312033e-05	0.000966126264072357	no	no	no	None
ADGRE3	2.65884521669112	3.32009196201036	19.2177403439483	1.16624537066699e-05	0.00102881395596453	yes	yes	yes	Up
JAML	1.76237755200094	5.47470544888693	19.1997794289328	1.17726993082478e-05	0.00103267191785229	yes	yes	yes	Up
TM6SF1	1.52403514789307	0.530034389879709	19.1878443553065	1.18465359561966e-05	0.00103331077110061	yes	yes	yes	Up
BCL2A1	2.64000310566587	5.63510704328433	19.1570812106314	1.20390042557206e-05	0.00104206523871971	yes	yes	yes	Up
PEAK3	2.29485478051683	0.125606307588943	19.150412740381	1.20811376381262e-05	0.00104206523871971	yes	yes	yes	Up
ADAM8	1.68813873017767	6.0524477760402	19.075630457974	1.25638988337217e-05	0.00107771874747162	yes	yes	yes	Up
CD53	1.77344976855922	5.55259023174635	18.9839241871371	1.31824433540302e-05	0.00112456382150919	yes	yes	yes	Up
NCF2	1.59127154803477	6.3647093119429	18.9473968321226	1.34372496622772e-05	0.00114003682107386	yes	yes	yes	Up
MME	2.63537903862818	4.25718223915588	18.8514941048706	1.41300377524872e-05	0.00119229872904954	yes	yes	yes	Up
SPESP1	1.41583897551871	0.85828731205751	18.8305453436032	1.4286080279299e-05	0.00119894963468322	yes	yes	yes	Up
ESYT3	-2.85881005138073	2.66639913612953	18.7871311107161	1.46149950605531e-05	0.0012197633037066	yes	yes	yes	Down
CEACAM3	2.26057455760597	2.9620419632922	18.777211302855	1.46912107299455e-05	0.0012197633037066	yes	yes	yes	Up
LINC01002	1.54795679848498	2.93338721309726	18.7584561915357	1.4836402197769e-05	0.00122526585384341	yes	yes	yes	Up
IL6R	1.43108969857454	5.32468454958085	18.7456908931224	1.49360473509263e-05	0.00122696863053165	yes	yes	yes	Up
APOBEC3A	2.14826649879924	5.0335282015763	18.6886629693223	1.53894776478706e-05	0.00125756331558337	yes	yes	yes	Up
CXCR2	2.58417044786934	6.63347181603017	18.6518928102025	1.56891437899991e-05	0.00127533846326453	yes	yes	yes	Up
SSH2	1.33226611435713	6.28287337096724	18.6170588549283	1.59784350929045e-05	0.00129208949610644	yes	yes	yes	Up
RENBP	1.04151935322434	1.43338082041427	18.5691797114119	1.63848291366187e-05	0.00131808734287638	yes	yes	yes	Up
CR1	2.48514354257842	3.61402156472031	18.5486252511075	1.65624637781875e-05	0.00132550934340278	yes	yes	yes	Up
CLEC4A	1.55812620987842	1.70392863201516	18.5292132126124	1.67320012668041e-05	0.00133221052137641	yes	yes	yes	Up
SLC25A37	1.52327313533446	7.06130832937913	18.5135898956496	1.68697147213934e-05	0.00133632240185895	yes	yes	yes	Up
JAK3	1.77387371393205	4.28385438589519	18.4694986372211	1.72645336576252e-05	0.00135918949757685	yes	yes	yes	Up
IGSF6	1.46504099301428	4.02921958473007	18.4619037148429	1.73334742058621e-05	0.00135918949757685	yes	yes	yes	Up
GEMIN8	-0.42585011303674	3.38992147089324	18.4465612900092	1.74735849997935e-05	0.00136329085782309	no	no	no	None
CD300A	1.87055308912978	3.39467207297657	18.4238454079043	1.76831239531407e-05	0.00136940189386863	yes	yes	yes	Up
CREB5	2.30992384529632	4.08904665373285	18.4136257748114	1.77782147256398e-05	0.00136940189386863	yes	yes	yes	Up
CYTH4	2.08262591774908	5.57690873982323	18.4095252578214	1.7816513111005e-05	0.00136940189386863	yes	yes	yes	Up
PMP22	1.07803398873674	2.40473417880448	18.3771084231159	1.81222148825719e-05	0.00138603698653601	yes	yes	yes	Up
UNC13D	1.62438282244456	4.62034348824683	18.1701084947461	2.02024921596625e-05	0.00153756810426921	yes	yes	yes	Up
LUCAT1	1.90630832856313	2.12486341656853	18.1482337899861	2.04358878144504e-05	0.00154774436198613	yes	yes	yes	Up
HSPA6	1.97272253497948	3.64307605053479	18.1366671678272	2.05603926598838e-05	0.00154961483707454	yes	yes	yes	Up
NLRP12	2.53662418242524	1.68494942354262	18.0835568626428	2.1141935513968e-05	0.00158574729850177	yes	yes	yes	Up
STAB1	1.06347478901752	4.38788556637076	18.0696584782931	2.12968283795342e-05	0.00158968537221465	yes	yes	yes	Up
COTL1	1.41321112026525	6.51708013650279	18.0109120152034	2.19642333091859e-05	0.00163142845889519	yes	yes	yes	Up
LILRA6	2.35079760183983	2.46947167965786	18.0020940663895	2.20662099940737e-05	0.00163142845889519	yes	yes	yes	Up
PTGS2	1.81840700265649	7.47641763000497	17.893433710807	2.33625784840066e-05	0.00171908717318808	yes	yes	yes	Up
EGR3	2.40597067958852	4.32868236481405	17.8504082244457	2.38967999051026e-05	0.00175010243078595	yes	yes	yes	Up
CST7	1.85549457217115	2.43852047181984	17.7439091304136	2.52725333655446e-05	0.00184216597668284	yes	yes	yes	Up
FGR	2.29083409647506	4.887350614436	17.7089599520342	2.57411267898152e-05	0.00186755483429285	yes	yes	yes	Up
ARHGAP4	1.11839262741089	4.18695854289693	17.6695348048039	2.62802218387971e-05	0.00189568749759791	yes	yes	yes	Up
MGAM2	1.98274034860047	0.827542002329794	17.6628257504141	2.63730838259144e-05	0.00189568749759791	yes	yes	yes	Up
RELT	1.51946213601686	3.31598206812489	17.6212950780811	2.69553055341189e-05	0.00192860863466696	yes	yes	yes	Up
CD300LB	2.18510947015515	1.20835813419462	17.5840986027223	2.74877229203163e-05	0.00195768067000381	yes	yes	yes	Up
PRAM1	1.36237821455874	1.96643668613044	17.5635521894311	2.77863350053205e-05	0.00196991158581099	yes	yes	yes	Up
CCL18	1.92516977184324	1.18653859515501	17.5463819813199	2.80383778926791e-05	0.00197874479618971	yes	yes	yes	Up
LILRA5	2.43386951442593	2.77851423544042	17.4896719160261	2.88872704998493e-05	0.00202942878633783	yes	yes	yes	Up
APOBR	1.51955232317638	4.09815575625991	17.4464187197788	2.95520502571861e-05	0.00206677987519402	yes	yes	yes	Up
GCA	1.39692987208492	5.15560043557756	17.4165776053923	3.00196352293376e-05	0.00209006662139325	yes	yes	yes	Up
ITGAL	1.37074653540351	4.27793495494457	17.4013151008816	3.02616523805185e-05	0.00209751078062469	yes	yes	yes	Up
RCN3	1.34681803059177	2.09769689304985	17.2831656945575	3.22027188841184e-05	0.00222041529534661	yes	yes	yes	Up
