Symbol	logFC	logCPM	LR	PValue	FDR	DEG_1	DEG_5	DEG_10	Direction
TMPRSS11B	3.36662432602446	5.25691218080109	25.3518114935237	4.77703568965967e-07	0.000284892578528992	yes	yes	yes	Up
GJB6	3.13043621551954	4.01764006862119	25.2815174670874	4.95433441986525e-07	0.000284892578528992	yes	yes	yes	Up
LINC02560	2.80945709359781	3.22461369853618	24.7043886605678	6.68318178500506e-07	0.000370582429978531	yes	yes	yes	Up
CNFN	3.43987088516379	7.30596936201748	24.6067482895545	7.03051006671666e-07	0.000376398963089113	yes	yes	yes	Up
YOD1	1.85301130836208	6.34203818004456	24.4774816394658	7.51834190714473e-07	0.00038909925483443	yes	yes	yes	Up
VSIG8	2.50829957502721	1.06074616453461	23.994245380732	9.66240630146613e-07	0.000481079761874801	yes	yes	yes	Up
SPINK5	2.50304729917295	8.07237197377198	23.9444956824706	9.91533709905553e-07	0.000481079761874801	yes	yes	yes	Up
RNF225	2.53121371844033	2.99446237839871	23.6963039784291	1.12798957256469e-06	0.000530702003140589	yes	yes	yes	Up
RNF222	3.42599637615433	4.08140558827246	23.6367270427225	1.16345621050798e-06	0.000531288856598436	yes	yes	yes	Up
ELF5	1.56501301307943	4.71497708741029	23.3008703130497	1.38537303625384e-06	0.000614551478882203	yes	yes	yes	Up
DMKN	1.90851943813215	6.90632557987897	23.1544597428074	1.49496083536044e-06	0.000644743386939061	yes	yes	yes	Up
IL22RA1	1.75924264179846	2.85272354518807	22.7621251122622	1.83343675283624e-06	0.000769349703365825	yes	yes	yes	Up
PLA2G3	1.80955941373707	1.55122050498429	22.3792257511701	2.23781541598107e-06	0.000914324267066369	yes	yes	yes	Up
RPTN	3.09577529079049	8.62487661980917	22.2122457162418	2.44111870947161e-06	0.000971815617519391	yes	yes	yes	Up
C5AR1	2.26041737309845	6.72805886117854	21.884770318148	2.89522600145884e-06	0.00110139880724014	yes	yes	yes	Up
S100A7	3.93730293936586	8.64472090490932	21.8759934135982	2.90849871807586e-06	0.00110139880724014	yes	yes	yes	Up
PHACTR1	2.31223805006448	4.16839272179786	21.6720531496007	3.23469667156453e-06	0.00119575953625502	yes	yes	yes	Up
LRRC20	1.58237738830093	4.2713614727701	21.4526289130017	3.62678438941264e-06	0.00130952219604699	yes	yes	yes	Up
CYP2A7	-3.84613115313498	2.56434457766975	21.2909296536428	3.94594183035146e-06	0.0013923793831372	yes	yes	yes	Down
HTR3A	2.53322891269207	3.0308616907005	21.1842761396604	4.17173055968032e-06	0.00143933974821326	yes	yes	yes	Up
TMEM86A	1.64214042007832	4.12064581639914	20.8408165963626	4.99079442717154e-06	0.00168450161470142	yes	yes	yes	Up
KRT80	1.92155566262703	8.01008275229443	20.7605110454742	5.20451309421341e-06	0.00171926107022888	yes	yes	yes	Up
ELOVL7	1.39872397512618	3.01210242980441	20.6753156632533	5.44129669815301e-06	0.00176003276115674	yes	yes	yes	Up
TRPV3	2.37109764788403	3.5378969631648	20.6288193009071	5.57505433819101e-06	0.00176649578887252	yes	yes	yes	Up
AIF1L	1.43198795109159	4.51213673205751	19.9055472143585	8.13638986321737e-06	0.00252651178032626	yes	yes	yes	Up
CTSV	2.09722394686615	4.67690517438106	19.7309970032267	8.91436770416485e-06	0.00271381319558556	yes	yes	yes	Up
HCAR2	1.29075785977742	5.20405469939466	19.567824994542	9.70906037864963e-06	0.00285027658964853	yes	yes	yes	Up
FLG	2.46980283424237	3.48118609004035	19.531391796492	9.89600004829083e-06	0.00285027658964853	yes	yes	yes	Up
RUBCNL	2.66778146679573	4.0254240134145	19.5280422555169	9.9133669870553e-06	0.00285027658964853	yes	yes	yes	Up
SBSN	3.99235005195484	7.51388266269123	19.4618601442876	1.02628585897232e-05	0.00286841273235867	yes	yes	yes	Up
NR4A3	1.96782024096238	3.8730610752609	19.4464597318431	1.03459431284352e-05	0.00286841273235867	yes	yes	yes	Up
ELOVL4	2.08407822305185	2.44228807962788	19.3044117736103	1.11448540074175e-05	0.00303570181261693	yes	yes	yes	Up
HRNR	2.25871132308203	1.43874070936961	19.1866744448757	1.18537986171824e-05	0.00310530693656492	yes	yes	yes	Up
XG	1.70989178012958	2.29262195436595	19.1749703252081	1.19267029326901e-05	0.00310530693656492	yes	yes	yes	Up
PRSS3	2.43443698620582	4.37710202165788	19.163209621892	1.20004132547916e-05	0.00310530693656492	yes	yes	yes	Up
DCUN1D3	1.36472711920254	4.41499205824088	18.7250626635697	1.50984928104974e-05	0.00384293769468495	yes	yes	yes	Up
SPRR1A	2.75816499530535	8.78436437735058	18.6835110311944	1.54311156055035e-05	0.00386425001437172	yes	yes	yes	Up
S100A12	2.54489352833333	3.56178225755238	18.6191934558632	1.59605544111552e-05	0.00393338996488248	yes	yes	yes	Up
HAL	2.49619341992036	3.49905860713334	18.5587195804174	1.64749866871842e-05	0.0039967288016441	yes	yes	yes	Up
ANXA9	1.2428562424869	4.17782578609042	18.3326774029897	1.85497935724172e-05	0.00443083223085153	yes	yes	yes	Up
LSMEM1	1.94393255162695	1.61326183342252	18.2759978498797	1.91099886812734e-05	0.00449548006462805	yes	yes	yes	Up
INSIG1	0.711244699034383	5.48410646152984	18.2332776637968	1.95434213116695e-05	0.00452882327291016	no	no	no	None
SAMSN1	2.19157605312302	4.60909461442477	18.1890344928139	2.00027199570938e-05	0.0045670916184388	yes	yes	yes	Up
SRGN	2.53972035830168	7.94437272721259	18.1224835293482	2.07141081575208e-05	0.00466097453990823	yes	yes	yes	Up
MAL	2.54639107362414	6.91444274799299	18.0121371764708	2.19501022334886e-05	0.00486853267538778	yes	yes	yes	Up
NKPD1	2.18126840654858	0.259884920928599	17.9216410764276	2.30188730818336e-05	0.00503367638688096	yes	yes	yes	Up
RDH12	1.92908094229325	0.963946804387203	17.7936212677743	2.46207277709127e-05	0.00526562989352778	yes	yes	yes	Up
CEACAM7	1.84882751235628	4.83814391025433	17.7830512418468	2.47578888462919e-05	0.00526562989352778	yes	yes	yes	Up
POF1B	1.07876620172903	7.20999776444288	17.6225520395238	2.69374959699276e-05	0.00565177787066347	yes	yes	yes	Up
CRYAB	2.28795301281174	2.55321628651595	17.5721934509041	2.76603517313853e-05	0.0057260616130865	yes	yes	yes	Up
TGM5	2.32487072927045	3.36957939393393	17.5393078746303	2.81428863745133e-05	0.00574929544540387	yes	yes	yes	Up
SLC15A1	1.59363648428309	3.12823018707241	17.3727932442259	3.07191914169723e-05	0.0061941060511677	yes	yes	yes	Up
PGLYRP3	2.12675074188211	3.18891882013064	17.3437730967871	3.11918605960984e-05	0.00620877984121826	yes	yes	yes	Up
KLK12	2.93255850320088	4.20525129676039	17.2962291192893	3.19820890710101e-05	0.00628549259387979	yes	yes	yes	Up
ARC	2.38121187380461	1.96466237217255	16.9560678588266	3.82548532795823e-05	0.00742431065023493	yes	yes	yes	Up
SLC2A3	2.67288428385625	6.84964411029975	16.7818975439232	4.19314131778215e-05	0.00803737186418342	yes	yes	yes	Up
STXBP5-AS1	1.25652050049105	1.61083806403557	16.7310772762487	4.30696790522802e-05	0.00809613186226901	yes	yes	yes	Up
FAM43A	1.28676701808086	4.47715702447769	16.7217964442125	4.3280880108742e-05	0.00809613186226901	yes	yes	yes	Up
VSIG10L	2.37351475428343	5.3323614937286	16.5816509601242	4.65997039284337e-05	0.00861317860943883	yes	yes	yes	Up
PTGER3	2.19153550478157	0.588214571435084	16.4752460856697	4.92894205641681e-05	0.00900314757269734	yes	yes	yes	Up
PPIF	1.24254104066093	6.90960453890065	16.3800353643244	5.18282757025856e-05	0.00935681172742261	yes	yes	yes	Up
SULT2B1	1.79430877224384	5.70125607639345	16.3110682432054	5.37490895869407e-05	0.00959205017157289	yes	yes	yes	Up
CXCL8	2.37756507477906	9.08367683412853	16.2402997782226	5.57945262493243e-05	0.00984392971076147	yes	yes	yes	Up
SLURP1	1.93601902661876	3.38812179589379	16.200823994658	5.69693307913079e-05	0.00993826775130164	yes	yes	yes	Up
KLK6	2.90868889610818	5.80563537940138	16.05987354651	6.13707827789876e-05	0.0105597506128746	no	yes	yes	Up
OLR1	1.70536832357855	2.2966634376832	16.0438557907928	6.18921361439899e-05	0.0105597506128746	no	yes	yes	Up
IVL	2.80453263607419	6.8220978771061	15.9854404838597	6.3831498296196e-05	0.0107722591581167	no	yes	yes	Up
TMEM40	1.41630638800502	5.09444129627198	15.7695308870921	7.15454848424648e-05	0.0119442494372485	no	yes	yes	Up
SLC10A6	2.02792882274725	1.90259297770475	15.6651015285807	7.56064367097246e-05	0.0123749560726999	no	yes	yes	Up
KRT6C	2.4569865585139	2.96115231327473	15.6451086706295	7.64099556802455e-05	0.0123749560726999	no	yes	yes	Up
CLIC3	1.6039493845338	4.55693809766926	15.6424726080774	7.65165389011456e-05	0.0123749560726999	no	yes	yes	Up
CALML3	2.10267584627839	4.7235892536947	15.5891173281935	7.87062827391504e-05	0.0125606181770747	no	yes	yes	Up
ICAM3	2.32187145493711	2.68557754115033	15.528582512278	8.1267132660834e-05	0.0125606181770747	no	yes	yes	Up
EGR3	2.24590531700698	4.32869371923562	15.5241779885725	8.14566999393786e-05	0.0125606181770747	no	yes	yes	Up
EPHX3	1.8806788414221	4.71935222518218	15.5226769803325	8.1521403755717e-05	0.0125606181770747	no	yes	yes	Up
PLAUR	1.90258004465183	6.20003695475684	15.512908147323	8.19437731417643e-05	0.0125606181770747	no	yes	yes	Up
SPRR2E	2.81594765917123	8.57512466354075	15.4996953328126	8.25185530118264e-05	0.0125606181770747	no	yes	yes	Up
KLK13	2.63114137726705	8.1135170629099	15.4299563390401	8.56202122829094e-05	0.0129062079214024	no	yes	yes	Up
GAB1	0.480271304668434	4.3708065135693	15.3987318850564	8.7046690476713e-05	0.0129950665032831	no	no	no	None
PRSS27	2.16672645442774	5.86523057106027	15.3146986777651	9.1005640304767e-05	0.0134567006797315	no	yes	yes	Up
GPR65	2.1011091701198	3.75219099704967	15.288201340951	9.22911696005181e-05	0.0135180443322419	no	yes	yes	Up
CGNL1	0.791247417326435	3.69900699029146	15.2427432074062	9.45393028607241e-05	0.013717917908557	no	no	no	None
KRT78	2.14786941444961	5.76890740815276	15.2186884720191	9.57511436458655e-05	0.0137651134837566	no	yes	yes	Up
RCSD1	1.56480526380225	3.27395055637587	15.1722875383044	9.81330918478183e-05	0.013978113614947	no	yes	yes	Up
GFPT2	1.54501665038143	0.535857353491454	15.1458944966346	9.95144673424425e-05	0.0140460147268978	no	yes	yes	Up
FGF22	1.46899107695415	-0.344365826398586	15.1234194745471	0.00010070619635314	0.0140861658070167	no	yes	yes	Up
BCL2A1	2.34661163903801	5.63511334911619	14.9530545801272	0.000110219481826974	0.0152791756682643	no	yes	yes	Up
HEPHL1	2.57903398952539	3.56367734235033	14.8808612967964	0.000114518977578647	0.0157347048308502	no	yes	yes	Up
TMEM154	0.903100851981241	6.43382024626923	14.8298941784739	0.000117655637968995	0.0160238722377773	no	no	no	None
CHAC1	1.38272956260842	3.04201654981621	14.7483327802215	0.000122856113361204	0.0165866436177918	no	yes	yes	Up
RBP7	1.13619131922991	0.795570735801179	14.7079805449495	0.000125513981004747	0.0166795274866011	no	yes	yes	Up
AATK	2.1528411114739	3.38164411137556	14.6992172257499	0.000126098799828466	0.0166795274866011	no	yes	yes	Up
SH3GL3	1.49220534127289	1.61777867126032	14.6892545962984	0.000126766987209772	0.0166795274866011	no	yes	yes	Up
GBP4	0.998177560280577	5.99108634770292	14.6498415011741	0.000129445529076594	0.016888834323052	no	no	no	None
BNIP3L	0.662774093380014	6.93308972709943	14.6313526063486	0.000130721609796576	0.0169131976141803	no	no	no	None
FOXO3	0.440954557434685	6.5492828572392	14.5929192783036	0.000133414904600431	0.0171190066845148	no	no	no	None
DGAT2	1.90887720344853	4.63332811204322	14.3721118795808	0.000150007622847001	0.0190903143632995	no	yes	yes	Up
SEMA7A	1.65105221153289	3.54157503962041	14.3321151910933	0.000153228414749098	0.0191655116567686	no	yes	yes	Up
BMP2	1.67488188741199	2.95560715671541	14.3238782737087	0.000153900303599758	0.0191655116567686	no	yes	yes	Up
C15orf62	1.16752368839788	4.47206534228316	14.3189740784003	0.000154301749136679	0.0191655116567686	no	yes	yes	Up
SKAP2	1.63610129453522	3.73176740391827	14.2608629242724	0.000159139638741181	0.0196095399293299	no	yes	yes	Up
GCOM1	1.89155377819897	1.88266716773286	14.2307467362443	0.000161706687374055	0.0196937816390469	no	yes	yes	Up
ALOX5AP	1.84198386982108	4.79836233224595	14.2160134241604	0.000162977678269489	0.0196937816390469	no	yes	yes	Up
CXCL11	1.97093208511893	0.954538608537552	14.2085125514536	0.000163628612098226	0.0196937816390469	no	yes	yes	Up
HTR3B	1.60051917017976	0.157390606756282	14.1876517591341	0.000165452734308671	0.0197601473298187	no	yes	yes	Up
HMGCR	0.680548646798627	6.3513185487254	14.087394412534	0.000174509394288507	0.0206826935551401	no	no	no	None
TAGAP	1.81138818083432	5.04163238865297	14.0653244428055	0.000176569201465729	0.0207682834996736	no	yes	yes	Up
NDRG4	1.25373307522649	3.35504011796129	13.9353002644556	0.000189211460852075	0.0220448171670266	no	yes	yes	Up
FCHSD1	1.2112662061262	5.50901371854402	13.9131185585307	0.000191457506921316	0.0220448171670266	no	yes	yes	Up
MPZL3	0.818753858236681	5.73116944004638	13.9109187037744	0.000191681715673618	0.0220448171670266	no	no	no	None
OVOL1	1.48753416874975	4.80388847969031	13.857119488884	0.00019724802255417	0.0224028479930992	no	yes	yes	Up
MAP2	1.65737437117343	3.40072598973329	13.8471410767542	0.000198298198023678	0.0224028479930992	no	yes	yes	Up
DUSP1	1.38303631092297	8.29592867436682	13.8393356741898	0.000199123600608508	0.0224028479930992	no	yes	yes	Up
TGM1	1.9404332781211	5.93649659995265	13.802063810098	0.000203112991937147	0.0226872828260154	no	yes	yes	Up
PIM1	1.16233995551791	6.07420384304821	13.5287862009966	0.000234931943264664	0.0259561806002804	no	yes	yes	Up
NT5C3A	0.81715694315944	5.33485628265214	13.5120076332129	0.000237041809041264	0.0259561806002804	no	no	no	None
TMEM71	1.06095277986421	4.88435427033119	13.5092223367626	0.000237393897026911	0.0259561806002804	no	yes	yes	Up
SLC39A2	1.97341348770657	2.36071885011476	13.4556210341627	0.000244273223595375	0.0265215809058866	no	yes	yes	Up
G0S2	2.29110400897264	6.20858267896341	13.3642385056857	0.00025646802621755	0.0276522401045395	no	yes	yes	Up
TMPRSS11E	1.90925362273483	6.8069204678593	13.3338945505726	0.000260651612189375	0.027909496074843	no	yes	yes	Up
FOS	1.95320457576335	7.79425927723196	13.3193925690766	0.000262675256831762	0.0279335345039037	no	yes	yes	Up
IL36G	2.44265394973864	4.00975865699636	13.2780817902875	0.000268527106655157	0.0283615772648161	no	yes	yes	Up
SLC11A1	2.19700106690435	5.60837446212808	13.239035591436	0.000274178939205871	0.0287628527710159	no	yes	yes	Up
CSRNP1	1.2858334334963	6.70501526440643	13.2055911051089	0.000279115198029904	0.0290841782859885	no	yes	yes	Up
DSC2	1.74731455562324	6.41420162584221	13.1701705339766	0.000284440850453796	0.0294415242943042	no	yes	yes	Up
KRT16	2.77753416361094	8.20789951391547	13.1193770513633	0.000292257196644465	0.0299302424776079	no	yes	yes	Up
OTUB2	1.28660016345192	3.05662170006517	13.1018955036839	0.00029499713746744	0.0299302424776079	no	yes	yes	Up
CYTIP	1.71453329483761	4.25495010463924	13.0991831968148	0.000295424560937413	0.0299302424776079	no	yes	yes	Up
A2ML1	1.71162386359553	6.84235329362126	13.0900182447084	0.000296873460102513	0.0299302424776079	no	yes	yes	Up
LIPM	1.33590112479631	1.02027260148362	13.0713908465794	0.000299840406020924	0.0300343364121346	no	yes	yes	Up
CAPNS2	1.32633668956384	2.49157886447843	13.0323711245014	0.000306152679470645	0.0304700416760335	no	yes	yes	Up
HCAR3	1.99683430238686	3.35806128687331	12.9896514870281	0.000313217262952131	0.030974593787228	no	yes	yes	Up
MYZAP	1.27575381520018	2.99075702133594	12.9264373012043	0.000323973800192799	0.0318355520366671	no	yes	yes	Up
SPRR2D	2.44574106541042	7.90789522647767	12.9121436439744	0.000326457201471724	0.0318778271072326	no	yes	yes	Up
GMFG	1.7796805024415	3.38880390006874	12.8945084442397	0.000329547636472562	0.0319784787742062	no	yes	yes	Up
RGS2	2.01840377499986	7.23608541180397	12.8343336560431	0.000340316632090465	0.0328183604337674	no	yes	yes	Up
PADI2	1.53388402292852	4.10559931321055	12.799117143371	0.000346782962672596	0.0332355078916958	no	yes	yes	Up
IFRD1	1.0545918193635	5.8178649668777	12.7759566721116	0.000351103009956868	0.0333847250600078	no	yes	yes	Up
CITED2	1.05395804634197	7.31225140752374	12.7677837313919	0.000352640403828499	0.0333847250600078	no	yes	yes	Up
LCP1	1.54525441375433	7.65648714178917	12.7558653649025	0.000354894519414273	0.0333931694389574	no	yes	yes	Up
NCF1	2.05356605914216	4.25567234430836	12.7446382922541	0.00035703118168665	0.0333931694389574	no	yes	yes	Up
GPLD1	1.08785775990471	1.686931044462	12.7011821272653	0.000365424494847574	0.0339735371676852	no	yes	yes	Up
ALOX12	1.35079009586598	2.82983091955923	12.6891497582237	0.000367783465461382	0.0339893219330561	no	yes	yes	Up
LEXM	1.19465031249477	-0.183163613743738	12.6588922361467	0.00037378361942971	0.0343394347648857	no	yes	yes	Up
PRRG4	0.545462743787282	7.01481986628292	12.5622507204941	0.000393617393381126	0.0359488449978551	no	no	no	None
KRT6B	2.13628283344125	6.96429665395873	12.5407774636945	0.000398166600686679	0.0360806550824579	no	yes	yes	Up
VNN2	1.62115623872641	5.97502297356573	12.5335559311304	0.000399708403592861	0.0360806550824579	no	yes	yes	Up
EVI2A	1.54682832216864	2.32750694598889	12.5004635413151	0.000406851057607538	0.0365131186151135	no	yes	yes	Up
LILRA2	2.23206412004541	3.66193401134995	12.4814519648673	0.000411012608803511	0.0366746078407087	no	yes	yes	Up
S100A8	1.90777154834418	9.39849209514733	12.3810485299336	0.000433713523947517	0.0384790638446237	no	yes	yes	Up
GPSM1	1.29852536733331	2.81449721098067	12.3667448905676	0.000437048916366126	0.0385546674744345	no	yes	yes	Up
LCP2	1.65147621680592	5.9133435726892	12.3319879343439	0.000445261977927609	0.0390572738378761	no	yes	yes	Up
SMCHD1	0.901982747613899	7.31694102940786	12.3135596392699	0.00044967957877597	0.0390907462219476	no	no	no	None
KAT2B	0.575643442514425	5.61442677610882	12.3085264532506	0.000450893796945182	0.0390907462219476	no	no	no	None
TMPRSS11D	1.34137646926253	7.52555860706074	12.2938261631766	0.000454459107041128	0.0390907462219476	no	yes	yes	Up
PLXNC1	1.34292376761869	5.22182026308404	12.2868708381165	0.000456155906004731	0.0390907462219476	no	yes	yes	Up
CD37	1.4496043554822	3.80562397628494	12.2783946617746	0.000458232372304165	0.0390907462219476	no	yes	yes	Up
SIGLEC10	1.74658399574111	3.79985929430674	12.2291713803947	0.000470480884230724	0.039767146073226	no	yes	yes	Up
DYSF	2.02031188332656	4.69546498833403	12.2259893377743	0.000471283967375601	0.039767146073226	no	yes	yes	Up
TPRG1	1.25001171534969	3.79123705117944	12.2065566219035	0.000476218502587749	0.0397929862293204	no	yes	yes	Up
PFKFB3	1.44185470456563	6.52950769229165	12.2046080017432	0.000476716181801725	0.0397929862293204	no	yes	yes	Up
GNLY	1.50003613348405	1.18500320373321	12.1691780995452	0.000485857104642357	0.0403391305169906	no	yes	yes	Up
OSM	2.45623981119668	4.98037017539813	12.1541199229217	0.000489795496338225	0.0404003791450708	no	yes	yes	Up
NDEL1	0.869996987583923	6.72554286235379	12.1375880331272	0.00049415644851726	0.0404003791450708	no	no	no	None
BNIPL	0.769159895260602	4.92753315257644	12.136664817515	0.000494401136001768	0.0404003791450708	no	no	no	None
IL1RL2	0.979446524975253	2.10625091230217	12.1011601716826	0.000503904596516084	0.0409307581243978	no	no	no	None
JUNB	1.30029618244968	8.44046301037197	12.0928177799448	0.000506164212281617	0.0409307581243978	no	yes	yes	Up
KLK7	2.37870045777021	6.85534630552347	12.0713414445169	0.000512028450712556	0.0411904338122443	no	yes	yes	Up
LILRA5	2.05194538843146	2.77856483084618	12.0549440880768	0.000516551975177401	0.0412282622007264	no	yes	yes	Up
PLEK	1.85968273589359	6.31689712063459	12.0504112274046	0.000517809553596654	0.0412282622007264	no	yes	yes	Up
APBB1IP	1.66403291452019	4.32891006729199	12.0116569320585	0.000528688344777146	0.0417568897871687	no	yes	yes	Up
C19orf38	1.29400762903374	1.83968036275794	11.99908540069	0.000532266655723558	0.0417568897871687	no	yes	yes	Up
PLK3	1.14634769879466	5.16135846745014	11.9941201206918	0.000533686679488746	0.0417568897871687	no	yes	yes	Up
IL1RN	1.51218767905244	8.10493342094355	11.9888195338804	0.000535206818732872	0.0417568897871687	no	yes	yes	Up
CMTM2	2.30479296057171	2.24151577909825	11.9768850306301	0.000538645498740169	0.0418150500671993	no	yes	yes	Up
LST1	1.67109525868228	4.02351174529112	11.962310747146	0.000542875042112827	0.0419337209146456	no	yes	yes	Up
CXCL10	1.58990488742125	3.23369752950449	11.9241514630015	0.000554108604800114	0.0425895554362701	no	yes	yes	Up
PILRA	1.63426065140671	4.01411193831088	11.8745342669236	0.000569066985000603	0.0435238128528048	no	yes	yes	Up
IFIT3	0.867767979263305	5.64133340554912	11.852359986899	0.000575883179570558	0.0438292266961397	no	no	no	None
PDE4B	1.95482269576724	5.19103200728516	11.8061755819689	0.000590345737527971	0.044710770345655	no	yes	yes	Up
TNFRSF1B	1.6578710524267	5.9306403170476	11.773954961727	0.000600652239900427	0.0452705178480293	no	yes	yes	Up
EGR1	1.6404093755192	6.77209629068862	11.7591490779855	0.000605448985284113	0.0453136995338979	no	yes	yes	Up
PHOSPHO1	2.05440549707506	4.21109139833269	11.7541958975963	0.000607062315023236	0.0453136995338979	no	yes	yes	Up
SLC31A2	1.00095504920312	0.28023185683726	11.7360379872036	0.000613013854259224	0.0455390100537259	no	yes	yes	Up
SLA	1.6185941005051	4.76847411367625	11.72095045895	0.000618003826157823	0.0456910828806017	no	yes	yes	Up
GAB2	0.863129394034903	5.51817861668975	11.6831810848958	0.000630676112796506	0.0464070015510832	no	no	no	None
PRKCB	1.59492158442061	3.81492996010125	11.6123809537802	0.000655142288442645	0.0479799017469835	no	yes	yes	Up
CPPED1	0.938863929750048	6.24602370024042	11.5869429733678	0.000664165038641529	0.0484123304692412	no	no	no	None
SIRPB1	1.86317531326981	4.24285722313424	11.5761628347112	0.000668026479470183	0.0484662575712807	no	yes	yes	Up
SOWAHC	0.977304514177579	5.95498859957891	11.5093285277485	0.000692477879855775	0.0498611439872324	no	no	no	None
WDFY4	1.28498050789408	3.67083981955377	11.5061163178141	0.00069367558297322	0.0498611439872324	no	yes	yes	Up
GBP2	0.886187311613296	6.1556934460563	11.49435688503	0.000698078080822115	0.0499463607504339	no	no	no	None
LRRK2	1.35539155660021	5.81785089130957	11.4644707706075	0.00070939430287198	0.0505231924146347	no	no	yes	Up
STX11	1.12175738840401	4.43681184731934	11.4551783281389	0.00071295046987195	0.0505446072841639	no	no	yes	Up
MUC22	1.8136040995934	2.26061227643375	11.4069706410511	0.000731690450717974	0.0516373906265784	no	no	yes	Up
VN1R1	-0.757251760724419	-0.410033515785916	11.3839893112041	0.000740798486716521	0.0520436077138494	no	no	no	None
MEGF9	0.759237916748879	6.07439689290143	11.3638303659181	0.000748882221293854	0.0523745286838215	no	no	no	None
KLK10	1.76752208653408	7.41894417671612	11.308636916885	0.000771473867688821	0.0537125707163078	no	no	yes	Up
ZRANB1	0.532640927733538	4.81645846707886	11.2858536057346	0.000780999148961064	0.0541330035123637	no	no	no	None
EREG	1.80818654163014	5.47606532809767	11.2741186525898	0.000785951598111863	0.0542341533879324	no	no	yes	Up
SPRR3	1.78165409068773	10.6310133719139	11.2091421770419	0.000813953368325591	0.055771254379665	no	no	yes	Up
LYST	0.915237343673021	5.8610097686946	11.2018389940995	0.000817163077872249	0.055771254379665	no	no	no	None
S1PR4	1.81076435141303	2.62010100397777	11.1976648147168	0.000819003349128148	0.055771254379665	no	no	yes	Up
ARHGAP9	1.60165123044004	4.89448231444076	11.1846117073508	0.000824785147945454	0.055919712694328	no	no	yes	Up
FMO2	1.10781895338735	7.31593743132601	11.1657055062427	0.00083323277199344	0.0562468348607398	no	no	yes	Up
TSC22D2	0.774253980032559	4.99764845841912	11.1189761447046	0.000854489431508179	0.0569164773383841	no	no	no	None
RAF1	0.492895413350764	7.24222375792238	11.1145998476439	0.000856508018456082	0.0569164773383841	no	no	no	None
