Symbol	logFC	logCPM	LR	PValue	FDR	DEG_1	DEG_5	DEG_10	Direction
TRAPPC2	-0.440878944134142	3.81353003336629	32.3732510769531	1.27225759304525e-08	8.56575888982921e-06	no	no	no	None
NTNG2	2.20661732673038	1.11723385468668	32.2918755091204	1.32666888192421e-08	8.56575888982921e-06	yes	yes	yes	Up
MMP25	2.4022502934005	5.25353103614379	32.194041976154	1.39517935050867e-08	8.56575888982921e-06	yes	yes	yes	Up
FUNDC1	-0.315069597780507	4.11330652860705	32.1401365403103	1.43443083302563e-08	8.56575888982921e-06	no	no	no	None
MNDA	2.59429350253724	6.00888865918462	31.4929993469558	2.00160601702043e-08	1.15099759334294e-05	yes	yes	yes	Up
SRGN	2.3865420169308	7.38704004866712	31.1954103268064	2.33317055702273e-08	1.2937430738691e-05	yes	yes	yes	Up
RUBCNL	2.36695466636385	3.48702478788405	30.7421414968851	2.94694893948359e-08	1.52656318957678e-05	yes	yes	yes	Up
SIGLEC10	1.86227021362324	3.36490857553424	30.7403370928897	2.94969056339711e-08	1.52656318957678e-05	yes	yes	yes	Up
GEMIN8	-0.36930938964792	3.53420790938698	30.4933384075243	3.35014910890163e-08	1.61817610573265e-05	no	no	no	None
IL18RAP	1.96404947732009	3.30849810390169	30.4767834430352	3.37886016982393e-08	1.61817610573265e-05	yes	yes	yes	Up
SMC1A	-0.335323977078936	6.38397003701981	30.4053651074058	3.50557258765301e-08	1.61817610573265e-05	no	no	no	None
DYSF	2.30483687223711	4.13188579438851	30.3844339505299	3.543603477709e-08	1.61817610573265e-05	yes	yes	yes	Up
RASGRP4	2.50975131177637	3.60565003555168	30.251727492186	3.79453133348325e-08	1.68325409953317e-05	yes	yes	yes	Up
LRRK2	1.50303875734528	5.39261179076099	30.0664838119666	4.17484653762008e-08	1.80051853730804e-05	yes	yes	yes	Up
ICAM3	2.23248319464531	2.17194556536438	29.9669288962561	4.39478149436564e-08	1.84414533733841e-05	yes	yes	yes	Up
SIRPB1	2.29590908025897	3.66719902675626	29.9069780527149	4.53278563380489e-08	1.8520007829067e-05	yes	yes	yes	Up
CXCL8	2.3218181718736	8.5146835301834	29.8152255549663	4.75245016694247e-08	1.85411530281499e-05	yes	yes	yes	Up
SLC11A1	2.36483685151324	5.04999200416596	29.8053171402276	4.7768009862553e-08	1.85411530281499e-05	yes	yes	yes	Up
ALOX5AP	1.80507217016691	4.3453395811795	29.6216661899006	5.25146578356579e-08	1.98864043306445e-05	yes	yes	yes	Up
PDE4B	2.16492402428203	4.66384516775754	29.2718512351865	6.29028560248646e-08	2.32036890317511e-05	yes	yes	yes	Up
TLR8	2.33656429539514	3.3617863471561	29.2303779305318	6.42637271908605e-08	2.32036890317511e-05	yes	yes	yes	Up
EVI2B	1.79934479415902	4.77616991043455	29.0005617462889	7.23573132716328e-08	2.55322646785312e-05	yes	yes	yes	Up
FAM157C	1.53248464492726	2.05609447070763	28.4278310529942	9.72570759533335e-08	3.29980817694605e-05	yes	yes	yes	Up
LILRA2	2.48439489403517	3.0826952979842	28.382252738203	9.95739596312917e-08	3.29980817694605e-05	yes	yes	yes	Up
TREM1	2.76213660120214	5.2655707856603	28.3760959297046	9.98911402270155e-08	3.29980817694605e-05	yes	yes	yes	Up
DDX43	1.41747620291774	0.363197570278728	27.8124637683714	1.33662253297593e-07	4.27407829575593e-05	yes	yes	yes	Up
CXCL11	-3.95025787177247	4.49597397873488	27.7770655541363	1.36130335145695e-07	4.27407829575593e-05	yes	yes	yes	Down
RGS2	2.09869098741323	6.76031760966981	27.7556923140436	1.37642609035036e-07	4.27407829575593e-05	yes	yes	yes	Up
PILRA	1.78619557024558	3.52037373500759	27.5935566872985	1.49676533311283e-07	4.55662324743329e-05	yes	yes	yes	Up
VNN2	1.76203406650964	5.48199476266139	27.4194491688213	1.63775793419963e-07	4.88996724738144e-05	yes	yes	yes	Up
INKA2	1.54510879681623	3.92289848179014	27.308098897011	1.73483256118478e-07	5.05305695511905e-05	yes	yes	yes	Up
CSF3R	2.46896279199971	7.77096576835109	27.283029053774	1.75747182517344e-07	5.05305695511905e-05	yes	yes	yes	Up
PECAM1	1.68641907640396	5.11456949755887	27.1925063551601	1.8417112974123e-07	5.19898356429516e-05	yes	yes	yes	Up
TNFRSF10C	2.55055722812266	4.95773187982218	27.0760287345254	1.95608556344972e-07	5.42324722466435e-05	yes	yes	yes	Up
GPR65	1.99751192734319	3.23193308373466	26.966285861611	2.07035324142225e-07	5.63935165374067e-05	yes	yes	yes	Up
DPEP2	1.76436652276532	2.52590975241922	26.908208040733	2.13350877021801e-07	5.66682378457831e-05	yes	yes	yes	Up
NFAM1	1.89180392298023	4.20799415370169	26.8902393840089	2.15343683685508e-07	5.66682378457831e-05	yes	yes	yes	Up
TAGAP	1.74440991455883	4.60406131296768	26.7099494539965	2.36401117142348e-07	6.11727290792015e-05	yes	yes	yes	Up
ADGRG3	2.38690332569262	4.50646870944402	26.6067945985929	2.49365234280376e-07	6.34695840563461e-05	yes	yes	yes	Up
ADGRE3	2.39712036411997	2.72018529617303	26.4707487067938	2.67559077156056e-07	6.70019714826601e-05	yes	yes	yes	Up
PTGS2	1.71529570571209	6.98182353293198	26.3163919270889	2.89818409984056e-07	7.14241370382928e-05	yes	yes	yes	Up
SAMSN1	1.8621080321946	4.14721787438021	25.8845933557352	3.62450477007247e-07	8.74917121778e-05	yes	yes	yes	Up
MYO1F	1.79131722687417	5.92237509213554	25.8399758363248	3.70926029963003e-07	8.74917121778e-05	yes	yes	yes	Up
ITGAM	1.86616274822932	3.30751664497804	25.8348026951014	3.7192148677926e-07	8.74917121778e-05	yes	yes	yes	Up
RASSF2	1.59247142642273	5.37545769908731	25.7265550982856	3.93376817891692e-07	9.11577384266629e-05	yes	yes	yes	Up
SIRPB2	2.06491453596892	1.85741573716565	25.5983422773882	4.20400407912548e-07	9.59873049007385e-05	yes	yes	yes	Up
CREB5	1.90398261396194	3.61003124367225	25.3885875049739	4.68682654680868e-07	0.000105460389805437	yes	yes	yes	Up
P2RY13	1.80940154759991	3.75121199978125	25.3172346752433	4.86343749139625e-07	0.000107871043559169	yes	yes	yes	Up
SSH2	1.10664981257444	5.94714986388126	25.2366586703498	5.07091264429822e-07	0.000110111068608308	yes	yes	yes	Up
LUCAT1	1.73815111089372	1.60954728560484	25.2232569751565	5.10627137691499e-07	0.000110111068608308	yes	yes	yes	Up
MME	2.45512256913527	3.63710924048536	25.1717795801584	5.2444017440238e-07	0.000111508535889922	yes	yes	yes	Up
LSMEM1	1.60011053570715	1.19182224996619	25.1460943023408	5.3147183149905e-07	0.000111508535889922	yes	yes	yes	Up
F13A1	1.44279540830285	1.20995584131687	25.0756996119975	5.51231569112052e-07	0.00011411228456045	yes	yes	yes	Up
APBB1IP	1.65530818557197	3.92345750211047	25.0302316039415	5.64384247696271e-07	0.00011529776091753	yes	yes	yes	Up
FCGR2A	2.05348109845847	5.75156302327089	24.9979812052347	5.73903735260783e-07	0.000115719862255311	yes	yes	yes	Up
IGHM	-3.11369111846163	2.63306721818858	24.9320197280903	5.93878194565186e-07	0.000118212216010501	yes	yes	yes	Down
PRKX	-0.490790501193197	5.49301009622855	24.876986385298	6.11075791289604e-07	0.000118645587408949	no	no	no	None
CXCR2	2.30456798336675	6.05176894872521	24.8761566920336	6.11338850490527e-07	0.000118645587408949	yes	yes	yes	Up
ITGAX	1.78462863745399	6.53524598722241	24.7699905661133	6.45953636622939e-07	0.000123815755088985	yes	yes	yes	Up
JCHAIN	-3.2906729704316	3.41254896010711	24.6649485653726	6.82135832971979e-07	0.000129156596862475	yes	yes	yes	Down
GLT1D1	2.23406717488031	3.08391793660353	24.5111342681488	7.38816598925248e-07	0.00013713285389631	yes	yes	yes	Up
TLR6	1.30582577270462	2.96988061376595	24.5030394282644	7.41927072477782e-07	0.00013713285389631	yes	yes	yes	Up
TLR4	1.53768962042445	4.63894960237849	24.3521127510038	8.02386932482614e-07	0.000146563053102648	yes	yes	yes	Up
LCP2	1.62543107753065	5.46625009364028	24.293985511173	8.26968771341836e-07	0.000147821909768972	yes	yes	yes	Up
BEST1	1.50293295444886	2.17921446610406	24.2894328842354	8.28925657514549e-07	0.000147821909768972	yes	yes	yes	Up
BCL2A1	2.23688638154022	5.07702898997999	24.2688258420269	8.37841559942649e-07	0.000147821909768972	yes	yes	yes	Up
PLXNC1	1.30431019378323	4.83914518336202	24.0988413411527	9.15153445572894e-07	0.000159648004449042	yes	yes	yes	Up
DOK3	1.62302753772818	4.31411908360532	23.9056885714644	1.01172361337947e-06	0.00017453356468144	yes	yes	yes	Up
LILRA1	1.96338134305371	2.26106043272334	23.7800455053667	1.07996287821548e-06	0.000184258281837073	yes	yes	yes	Up
ARID3A	1.08956398266724	2.74562066943252	23.7450850083404	1.09975860920397e-06	0.000185596219201096	yes	yes	yes	Up
TBXAS1	1.36176214827221	3.45320502983683	23.6447318872996	1.15862658260654e-06	0.000191984080498486	yes	yes	yes	Up
PTPRC	1.5615169156399	6.60185367395192	23.6133501167589	1.17767628769817e-06	0.000191984080498486	yes	yes	yes	Up
CXCL10	-3.06713245648289	6.02174639143853	23.6028253159148	1.1841352534527e-06	0.000191984080498486	yes	yes	yes	Down
CYTIP	1.60960578598536	3.86577286467788	23.5980598016851	1.18707147545116e-06	0.000191984080498486	yes	yes	yes	Up
EDN2	-2.42192808330707	2.04245327624307	23.4641984414386	1.27260030713812e-06	0.000203694766686871	yes	yes	yes	Down
PRKCB	1.52374513270602	3.47664496143579	23.3489846607627	1.35114812770018e-06	0.000214060467659929	yes	yes	yes	Up
IL1R2	2.08831527783646	3.59806262309234	23.2682723008587	1.40905359203732e-06	0.000220979455252237	yes	yes	yes	Up
SPI1	1.58869848430603	5.54989274419962	23.2143069607991	1.44915201888259e-06	0.000224716205016583	yes	yes	yes	Up
PREX1	1.31313710515551	5.9939887352894	23.1885406746751	1.46869913456462e-06	0.000224716205016583	yes	yes	yes	Up
MEFV	2.24333702330141	3.5381875177248	23.1786126523375	1.47630123094754e-06	0.000224716205016583	yes	yes	yes	Up
NLRP12	2.17971517568895	1.13048580675734	23.0971769914722	1.54016661233359e-06	0.000232161425466906	yes	yes	yes	Up
CD93	1.65859676858525	4.02802683004847	22.9695532140575	1.64587556723701e-06	0.000245710231316555	yes	yes	yes	Up
AQP9	2.36764092096263	5.98974174406396	22.8428349789396	1.75803486001404e-06	0.000259954754634076	yes	yes	yes	Up
SELPLG	1.39647358554833	4.88632539242407	22.8199107656952	1.77912946829276e-06	0.000260592114384089	yes	yes	yes	Up
LILRA6	1.99154791927098	1.93817024071768	22.7370024990318	1.85756281545423e-06	0.000269537572642452	yes	yes	yes	Up
PADI2	1.32530102878251	3.85989442724534	22.642222784583	1.9514853047933e-06	0.000280544081872415	yes	yes	yes	Up
RIPOR2	1.4480496311371	5.7030682865637	22.6054092619224	1.98923748105121e-06	0.000283101484773049	yes	yes	yes	Up
SPESP1	1.25954644887588	0.856898365362897	22.58237756	2.01322810642148e-06	0.000283101484773049	yes	yes	yes	Up
LIN7A	1.97296288220272	0.80709179869614	22.569099118165	2.02719107562565e-06	0.000283101484773049	yes	yes	yes	Up
KDM6B	0.978305261344766	6.66924596732154	22.554917679637	2.04221089105896e-06	0.000283101484773049	no	no	no	None
CLEC4E	2.40713643693012	2.50763447283811	22.4295855249792	2.17990124827736e-06	0.000298713588578527	yes	yes	yes	Up
LILRB3	1.95146704379494	4.15007705923326	22.4178064134597	2.19331116179003e-06	0.000298713588578527	yes	yes	yes	Up
NCF4	1.5634327453841	4.15129259748632	22.3557979740037	2.26528117113679e-06	0.000305832656200607	yes	yes	yes	Up
PLAUR	1.61978279830787	5.79570250726637	22.2463221061745	2.39817703288948e-06	0.000320983591488294	yes	yes	yes	Up
NFE2	2.14229343615332	2.36217152663865	22.1929053320727	2.46583295301617e-06	0.000327218140414778	yes	yes	yes	Up
HLX	1.94328081557411	1.82402615396374	22.1130517421176	2.57056073528954e-06	0.000338224796407673	yes	yes	yes	Up
CR1	2.11543204740925	3.05762326765303	21.9519473929637	2.79563080518367e-06	0.000364747595641022	yes	yes	yes	Up
SLC25A37	1.16014794006734	6.74247340224055	21.9164339966526	2.84784622038494e-06	0.000368463836814138	yes	yes	yes	Up
FOS	1.79883632779476	7.39718704139872	21.8272854823322	2.98327369770756e-06	0.000382795929178576	yes	yes	yes	Up
FMNL1	1.27541384081304	5.36345704611677	21.7783298862567	3.06037266628459e-06	0.000389470049317496	yes	yes	yes	Up
CD300LB	1.754781627502	0.763634268862692	21.6805719749062	3.22036337886844e-06	0.000406498876587897	yes	yes	yes	Up
IL6R	1.06547045134211	5.08550749975079	21.6626437060757	3.25060287865523e-06	0.000407006937854848	yes	yes	yes	Up
WIPF1	1.27418363229427	5.28621437886086	21.4343531832675	3.66151750900319e-06	0.000454789766758268	yes	yes	yes	Up
OSM	2.46134918033346	4.4479433700654	21.4067614560051	3.71458914039309e-06	0.00045771992852177	yes	yes	yes	Up
MPP1	0.999876820199388	3.49825106747367	21.3671737604416	3.79208570888715e-06	0.000463589942647101	no	no	no	None
IGHA1	-3.83908475182573	6.07012871718489	21.350470956838	3.82526772974336e-06	0.000463993021656214	yes	yes	yes	Down
HOTAIRM1	1.47140472038454	0.00457382725189865	21.2513080790248	4.02835368209264e-06	0.000484838909055585	yes	yes	yes	Up
IGKC	-3.54428687279154	5.03315251327735	21.2254313950717	4.08310669758857e-06	0.000487648573744308	yes	yes	yes	Down
IFITM2	1.51802266407323	6.88645138939291	21.2095181624678	4.11714804818575e-06	0.000487930465797394	yes	yes	yes	Up
FYB1	1.34171004393565	5.2687124037666	21.1847410685877	4.17071867774289e-06	0.000487930465797394	yes	yes	yes	Up
EGR3	1.95678467695269	3.81821026740002	21.1805968233404	4.17974700187127e-06	0.000487930465797394	yes	yes	yes	Up
GAPT	1.15547794280303	1.78664285288588	21.1316398058205	4.28789693221072e-06	0.000496820057981371	yes	yes	yes	Up
TMEM71	0.946436213408221	4.59949032768489	20.969532852759	4.66645616485674e-06	0.000536677025300487	no	no	no	None
WAS	1.40543730686179	4.10678672760637	20.8715424382891	4.91137269576284e-06	0.000560690974076573	yes	yes	yes	Up
PIK3R5	1.32005127283998	4.05398214734954	20.8370291368833	5.00067326586442e-06	0.000566718635954824	yes	yes	yes	Up
ATG16L2	1.11767492716036	5.45671314215725	20.7749254150444	5.16548659014506e-06	0.000581154672453566	yes	yes	yes	Up
NCF2	1.23563379352025	6.01955477404017	20.7569547950004	5.21418696919547e-06	0.000582413430818194	yes	yes	yes	Up
ARHGAP25	1.30868159496151	4.20071750677789	20.737963038998	5.26615557561141e-06	0.000584016653335305	yes	yes	yes	Up
ARHGAP9	1.44486222897052	4.62659808986188	20.7126350723754	5.33627231025137e-06	0.000587595488574204	yes	yes	yes	Up
ESYT3	-2.19979431621251	2.06485234796752	20.69102634175	5.39683314540732e-06	0.000590079094476014	yes	yes	yes	Down
LINC02887	1.72990557099092	0.63698098139191	20.6717852734584	5.45133871181562e-06	0.000591870523354191	yes	yes	yes	Up
NLRP6	2.07263998225579	1.48710556579975	20.5454916164672	5.82307729782562e-06	0.000627840959208615	yes	yes	yes	Up
KLK14	-3.41272028761747	4.31353998493145	20.4883373811648	5.99957026614407e-06	0.000638250788186035	yes	yes	yes	Down
AMPD2	1.04562752952387	5.4241194802723	20.4826005450074	6.01757955885471e-06	0.000638250788186035	yes	yes	yes	Up
BTG2	1.3434969822097	6.93829582722057	20.4745475028359	6.04295155631503e-06	0.000638250788186035	yes	yes	yes	Up
CEACAM3	1.77681065468638	2.48705604421612	20.3649950161357	6.39896785527115e-06	0.00066777012495562	yes	yes	yes	Up
PLEK	1.74070052028607	5.86878741038959	20.3621585876279	6.40845991358929e-06	0.00066777012495562	yes	yes	yes	Up
HCAR3	1.73635693535311	2.89527662679796	20.2454720589086	6.81144835567237e-06	0.000705030314467795	yes	yes	yes	Up
PELATON	1.48536772915916	3.032011692637	19.7631647299867	8.76558239599354e-06	0.000901287630994674	yes	yes	yes	Up
CMTM2	2.1393633038156	1.7638167400031	19.7023981499933	9.04877387912691e-06	0.0009166173432459	yes	yes	yes	Up
SERPINA1	1.39547121578413	6.3763287130451	19.6943824298458	9.08680914556833e-06	0.0009166173432459	yes	yes	yes	Up
FLI1	1.19671323158882	2.92349405945698	19.6933360593559	9.09178609170866e-06	0.0009166173432459	yes	yes	yes	Up
LILRB2	1.624352565735	4.1242333037078	19.511429288419	9.99995642543518e-06	0.00100167305458908	yes	yes	yes	Up
LRFN1	1.23790501584296	0.891825814340917	19.4896967922342	1.01143772343712e-05	0.00100206854155882	yes	yes	yes	Up
CFP	1.35201191540952	2.82988772079547	19.4861854455537	1.01329873131994e-05	0.00100206854155882	yes	yes	yes	Up
PFKFB4	1.0355457028877	2.70092920387008	19.4714547752521	1.02114350281755e-05	0.00100343506485729	yes	yes	yes	Up
ABTB1	1.01778727131436	5.18249659357558	19.1975654538601	1.17863611253606e-05	0.00115091221907137	yes	yes	yes	Up
FPR1	2.14356257338862	5.88856789925154	19.1807618337933	1.18905718403387e-05	0.00115383136495687	yes	yes	yes	Up
MGAM2	1.55061732241301	0.399020474245424	19.1031888296169	1.23837802356606e-05	0.00119422715489979	yes	yes	yes	Up
ADGRE2	1.66225013347661	4.37980863812406	18.9575016372855	1.33662700222058e-05	0.00128101671830103	yes	yes	yes	Up
NLRP3	1.51202009513089	2.47264521066025	18.9329158059115	1.35396298672784e-05	0.00128967051116175	yes	yes	yes	Up
PTPRE	1.2784886387656	5.32143642312965	18.9012137192014	1.37665054121083e-05	0.00130328514041703	yes	yes	yes	Up
RCSD1	1.15553980658847	3.08894038160137	18.8429679382017	1.41933395813426e-05	0.0013355502444844	yes	yes	yes	Up
LAT2	1.37928352788338	3.25820714895621	18.7917702437893	1.45794881742471e-05	0.00136118524729898	yes	yes	yes	Up
PPP1R3B	1.00078494027235	4.71510054134373	18.7837257722719	1.46411140215722e-05	0.00136118524729898	yes	yes	yes	Up
IGF2R	0.64899667391941	7.85188132685535	18.7141162312934	1.51854144491052e-05	0.00140338538533814	no	no	no	None
PNRC1	0.753900997795977	6.46834826603762	18.6855991408315	1.54142258866732e-05	0.00141610219595555	no	no	no	None
SLC26A9	1.57349103092515	3.01556111868659	18.5521515549246	1.65318520610263e-05	0.00150869410286102	yes	yes	yes	Up
P2RX1	1.65675894971199	1.2788374736018	18.5424245531452	1.66164299619499e-05	0.00150869410286102	yes	yes	yes	Up
LCP1	1.31794524618803	7.29083216023561	18.4174558880732	1.77425165817503e-05	0.00160157158400148	yes	yes	yes	Up
LINC01002	1.07166863626379	2.68725136648304	18.3899313089287	1.80006657903089e-05	0.00161548171711177	yes	yes	yes	Up
TNFRSF1B	1.42908441288955	5.5885237475893	18.3654853682134	1.82331029198947e-05	0.00162693767778325	yes	yes	yes	Up
HRH2	1.94949228049002	1.550965253093	18.3542561254482	1.83408811600053e-05	0.00162720297651567	yes	yes	yes	Up
CLEC12A	1.79620348683424	1.82569770206808	18.2595764339509	1.92754435243688e-05	0.00170040077363267	yes	yes	yes	Up
LILRB5	1.10920207108579	0.449693369979681	18.245712649859	1.94162486693864e-05	0.0017031450668977	yes	yes	yes	Up
MBOAT7	0.762787719623359	6.63182835546159	18.2003775518985	1.98839413638858e-05	0.00173437120008815	no	no	no	None
TM6SF1	1.07940850308991	0.275906778094022	18.1574470720712	2.03372568331992e-05	0.00176400139437012	yes	yes	yes	Up
RNF149	0.767156259346948	6.65025868715394	18.1184890565769	2.07576063373373e-05	0.00179045886663055	no	no	no	None
ALOX5	1.16085751419005	4.83201318068856	18.0818923132708	2.11604265427264e-05	0.00181512034531696	yes	yes	yes	Up
FAM53C	0.611425412507161	5.52693255636753	18.0579554764667	2.1428138301834e-05	0.00182798502897953	no	no	no	None
MOB3A	0.825698214879449	5.46825342115965	17.8252612200652	2.42147008871156e-05	0.00205441227307845	no	no	no	None
NR4A3	1.44219147050226	3.42025483704929	17.7732634545396	2.48855838441797e-05	0.00209985638459094	yes	yes	yes	Up
NOD2	0.869732039654157	3.88914912575679	17.7188253693745	2.56079752785609e-05	0.00214913202256723	no	no	no	None
PFKFB3	1.19784455931865	6.19496801405174	17.6637819080331	2.63598292481297e-05	0.00218968865856467	yes	yes	yes	Up
CHST11	1.02117128846266	4.06592624676618	17.6628105161043	2.63732950632226e-05	0.00218968865856467	yes	yes	yes	Up
CXCR4	1.28027494081776	4.60438377015822	17.6164031174258	2.7024731176136e-05	0.00223184029915259	yes	yes	yes	Up
CCNG2	0.648758308461811	5.92209260480612	17.5551359987431	2.7909591191364e-05	0.00228983529211244	no	no	no	None
HCK	1.45467963079358	4.99369728784387	17.5474967775769	2.80219441904781e-05	0.00228983529211244	yes	yes	yes	Up
THEMIS2	1.3463282787079	4.5515369591864	17.5131976933867	2.8532022406936e-05	0.00231930984235648	yes	yes	yes	Up
NAMPT	0.980826117945696	9.22384583466089	17.4765760258483	2.90869457836678e-05	0.00235210375123556	no	no	no	None
PPP1R18	1.07717606818076	5.15197407809303	17.4378813155067	2.96850716596523e-05	0.0023880332776568	yes	yes	yes	Up
LRRC25	1.40679167858633	3.22868830117996	17.4256809596302	2.98762106382393e-05	0.00239102085757373	yes	yes	yes	Up
ADAMTSL4-AS2	1.29160480847229	0.368141364685355	17.3896757014268	3.04475351336634e-05	0.00242424836146286	yes	yes	yes	Up
REM2	1.03811810810169	1.36491678240515	17.3380555363721	3.12858444606529e-05	0.00247828582191886	yes	yes	yes	Up
MMP19	1.38473058618896	0.924719308027723	17.211383446438	3.34426428207535e-05	0.00261851758053614	yes	yes	yes	Up
MAST3	0.766906233461062	4.53920595356857	17.2065825694582	3.35272622278722e-05	0.00261851758053614	no	no	no	None
PROK2	2.33099756798821	3.78816435872623	17.2046101940802	3.35620893035355e-05	0.00261851758053614	yes	yes	yes	Up
RARA	0.665170820112785	5.43690146846638	17.1923820112288	3.37788205549633e-05	0.0026222498396818	no	no	no	None
S1PR4	1.55450121251381	2.2890304814828	17.1555219943346	3.44406728885326e-05	0.00266032779735003	yes	yes	yes	Up
GK-AS1	1.0164065047027	-0.0755484063346504	17.0962386560534	3.55326072216825e-05	0.00273108544417744	yes	yes	yes	Up
RELT	1.04422574050788	3.0681564003069	17.0685416908246	3.60546161730897e-05	0.00275755650592804	yes	yes	yes	Up
EVI2A	1.27072743176729	2.01371744281533	16.997580640399	3.74274791760542e-05	0.00283555760390441	yes	yes	yes	Up
FPR2	2.13749759253588	4.36771891991116	16.9827501853266	3.77209732384557e-05	0.00283555760390441	yes	yes	yes	Up
CYTH4	1.44629586148005	5.20664853248357	16.9797006588507	3.77816094081302e-05	0.00283555760390441	yes	yes	yes	Up
ZDHHC18	0.766664422076574	6.11538880604868	16.9785256286012	3.78049996140804e-05	0.00283555760390441	no	no	no	None
SLC19A1	1.16214991343626	2.9639847151117	16.958053269544	3.8214867437542e-05	0.00285251938382344	yes	yes	yes	Up
DOCK11	1.05357527872684	3.47147315199978	16.9357821646726	3.86658217823457e-05	0.00287237104781196	yes	yes	yes	Up
LYST	0.766384909961913	5.61356920637121	16.8597440914063	4.02461723820231e-05	0.0029755336781109	no	no	no	None
SLA	1.32306721604468	4.44748337774327	16.7764171859779	4.20526923833927e-05	0.00309436067272301	yes	yes	yes	Up
G0S2	1.95967451218668	5.74391914143154	16.7653972837485	4.22976291132498e-05	0.00309770278119017	yes	yes	yes	Up
ZEB2	1.04848224021997	3.60226652271906	16.6741154145507	4.43824716787506e-05	0.00323512795908114	yes	yes	yes	Up
STX11	0.958416789590213	4.17558762772213	16.6247513875248	4.55526575734107e-05	0.0033049091658167	no	no	no	None
DOCK5	0.723307532880329	6.02837286100155	16.6087591816575	4.59383703907322e-05	0.00331739134272794	no	no	no	None
JUNB	1.12280011074749	8.07451921201349	16.5622334395196	4.70792910802854e-05	0.00338404200607644	yes	yes	yes	Up
PLCG2	0.682482510813435	4.48818323215804	16.4825717364935	4.90993378062802e-05	0.00351297842755902	no	no	no	None
SH2D3C	1.13232939509566	2.50630330330784	16.4048769766899	5.11534457284088e-05	0.00364315779073062	yes	yes	yes	Up
FGR	1.61536430133377	4.47274207397588	16.3875773043678	5.16224556483388e-05	0.0036597728145941	yes	yes	yes	Up
ADAM8	1.10468819983887	5.80722497521961	16.3141455653879	5.36618760671194e-05	0.00378369131378575	yes	yes	yes	Up
IL17RA	0.61872639634208	5.63778225788465	16.307240384725	5.38577727905868e-05	0.00378369131378575	no	no	no	None
PDE3B	0.985548825633729	2.09356770059411	16.2845693013343	5.45060115004475e-05	0.00381198348899076	no	no	no	None
DOCK8	0.772189898728762	5.87260966171468	16.2153290022201	5.65347962805621e-05	0.00393336631214334	no	no	no	None
CXCR1	2.16115465387882	5.46623880635079	16.2081882815396	5.67482966585152e-05	0.00393336631214334	yes	yes	yes	Up
MIR223HG	1.46033353818605	2.50259002809931	16.190563878141	5.72787254878636e-05	0.00395248663077586	yes	yes	yes	Up
